# Gene Family	3003	3004	3005	3007	3008	3009	3012	3013	3014	3016	3020	3021	3022	3023	3025	3026	3027	3028	3029	3030	3031	3032	3033	3036	3037	3039	3042	3043	3044	3046	3047	3048	3049	3003A	3003B	3004A	3004B	3005A	3005B	3007A	3007B	3008A	3008B	3009A	3009B	3012A	3012B	3013A	3013B	3014A	3014B	3016A	3016B	3020A	3020B	3021A	3021B	3022A	3022B	3023A	3023B	3025A	3025B	3026A	3026B	3027A	3027B	3028A	3028B	3029A	3029B	3030A	3030B	3031A	3031B	3032A	3032B	3033A	3033B	3036A	3036B	3037A	3037B	3039A	3039B	3042A	3042B	3043A	3043B	3044A	3044B	3046A	3046B	3047B	3048A	3048B	3049A	3049B
1.1.1.127	51.603	22.724	131.816	293.707	40.455	57.621	23.262	39.437	137.937	6.421	278.949	980.445	153.78	86.565	0	51.478	19.127	38.917	9.567	152.696	173.198	36.093	57.905	181.189	14.682	61.178	125.05	43.352	27.147	35.276	344.696	103.145	550.699	75.332	41.573	0	650.69	148.269	71.151	141.279	27.046	11.077	24.071	0	0	11.065	80.476	207.801	620.238	49.521	110.056	64.936	28.065	81.118	189.136	387.574	65.062	690.082	95.092	75.657	29.795	40.084	5.608	660.279	12.811	398.988	89.558	28.674	43.785	0	14.611	142.518	100.371	5447.461	69.584	48.971	30.618	12.064	26.883	0	52.171	29.128	0	0	39.812	109.332	45.32	20.375	42.102	0	0	31.013	18.017	173.177	33.972	181.893	2384.51	8051.039
1.1.1.130	115.737	87.362	57.926	326.031	21.913	47.464	0	117.155	146.797	16.198	247.514	660.762	72.76	38.024	11.549	84.796	26.479	62.072	27.53	65.475	152.162	75.911	54.12	44.711	49.614	53.804	103.283	99.7	35.798	20.289	76.932	134.329	384.514	59.778	108.671	13.668	573.837	87.296	28.5	112.845	39.362	29.088	21.845	0	16.157	7.003	6.896	138.32	389.74	109.126	113.087	22.939	7.276	117.725	175.503	624.822	54.155	666.002	216.5	22.582	0	0	17.386	381.94	56.768	419.662	95.421	47.971	78.219	0	16.164	84.273	17.8	6928.573	102.918	50.954	169.847	43.833	44.007	50.88	65.87	8.147	9.182	14.339	24.26	112.219	13.895	40.668	44.033	141.138	99.962	22.002	0	121.567	177.5	85.857	1460.321	5716.82
1.1.1.131	618.532	427.623	309.305	644.489	524.928	213.356	1089.938	2026.369	412.514	299.564	343.283	2363.415	155.874	1715.103	0	80.33	23.627	140.909	535.31	369.238	1617.621	829.046	600.917	140.196	904.042	885.665	1440.002	684.018	199.013	1118.718	1568.361	101.406	591.874	507.838	213.556	197.314	200.974	168.989	241.21	920.324	826.868	726.704	77.437	63.351	0	1105.105	1590.861	654.458	490.914	161.022	200.097	379.641	480.071	686.671	342.033	1223.477	1533.143	471.262	367.942	1400.102	2297.55	46.72	55.985	693.94	514.823	660.171	14.728	635.742	217.046	33.619	156.786	495.074	483.855	374.563	649.74	220.124	449.667	437.606	794.449	94.78	58.728	1508.72	10.195	540.624	534.718	68.756	327.906	941.102	668.097	197.437	200.037	179.606	1020.024	1077.872	300.946	179.487	58.535	187.566
1.1.1.132	44.09	50.485	9.417	59.385	175.285	156.141	85.361	6.088	0	120.59	58.438	0	7.654	19.49	34.913	13.589	37.658	50.865	3.89	46.967	48.233	39.594	40.797	107.275	0	23.163	130.654	15.005	46.93	368.806	0	21.127	169.472	13.716	47.539	85.28	33.41	41.873	22.247	81.301	113.563	135.641	0	59.354	50.42	78.112	196.545	12.605	25.85	0	0	13.31	121.906	9.914	18.919	0	7.351	21.379	46.244	28.207	52.238	13.638	28.987	52.958	64.898	289.073	98.388	41.175	68.763	0	22.475	112.866	30.815	2849.978	22.595	28.32	55.316	5.558	14.502	45.195	112.178	0	0	5.964	18.667	2.082	41.908	8.619	22.25	43.683	28.228	0	406.445	32.089	0	50.241	105.177	216.966
1.1.1.133	4741.738	5645.153	4247.013	4401.654	4247.033	2520.65	6049.726	4120.948	6482.272	3115.507	3928.022	5958.261	4193.863	7135.678	609.61	4716.323	1619.134	3506.469	5359.147	4018.196	8782.857	5045.313	4778.338	4761.091	5174.818	4350.913	5636.071	4787.789	5302.966	5163.929	5297.602	4721.661	6545.842	6257.807	6241.026	3330.742	6175.782	4069.757	3651.974	5596.506	5477.323	3569.935	2324.331	1781.408	1138.095	5650.348	5619.088	3568.066	4158.918	7829.041	7720.645	5286.501	4117.783	4243.745	3775.617	5324.397	6553.764	4807.734	4548.475	7061.324	6822.13	1924.237	1849.332	4915.805	3518.11	4794.393	3915.641	4300.164	5896.651	685.217	4970.875	5312.684	3462.843	2582.874	5581.835	4670.471	3657.452	3099.81	5989.546	2939.345	4530.695	5742.558	202.848	4355.102	4510.388	4039	5110.641	4344.79	7027.73	1306.247	4306.193	4651.022	3514.419	3388.386	2224.683	4207.117	4449.549	4592.04
1.1.1.135	0	0	0	0	0	0	0	0	0	0	0	6.907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92.188	0	0	0	0	13.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.914	7.94	0	0	0	0	49.756	0	0	0	0	0	0	0	0	0	0	0	10.922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.136	466.497	79.624	0	97.188	0	6.296	1174.307	20.282	39.588	5.973	741.77	0	13.546	67.408	0	17.737	27.841	0	0	10.277	1411.584	0	113.525	0	122.533	0	0	0	196.681	865.687	0	0	21.276	81.166	45.866	162.39	42.505	0	34.755	215.319	248.987	0	0	0	0	230.346	168.513	74.878	1173.534	22.656	35.09	0	41.724	46.303	18.638	187.252	0	204.203	491.465	100.341	258.246	0	0	122.808	128.689	69.247	33.276	19.804	0	0	0	31.347	77.57	382.655	63.678	0	0	29.253	214.323	0	0	137.076	0	0	0	0	9.223	0	0	15.464	0	0	217.878	30.222	0	0	0	0
1.1.1.14	1545.972	3779.395	2265.261	5125.845	1701.864	2367.284	865.181	1637.84	4399.318	1429.62	2090.399	3570.379	4911.706	3191.435	709.488	4055.756	2743.911	4784.966	2848.624	2419.072	3678.249	2251.162	1765.693	3537.815	1731.23	1361.121	1745.156	4014.556	5178.249	846.739	3198.453	9086.451	6626.537	3988.504	3805.437	3190.485	7587.083	2221.291	2107.118	2086.557	1722.806	1865.735	2444.633	961.258	200.258	1325.237	1015.378	2134.582	2759.754	8869.742	10831.438	1503.286	814.51	1544.313	1588.805	3899.121	4526.794	4475.615	3438.025	2553.242	1144.729	1405.033	1056.398	3587.817	1011.206	5672.287	5309.314	4096.548	5307.983	484.287	1474.679	3207.959	882.306	10419.231	3725.055	3692.545	1590.591	1171.934	1425.64	1238.672	2695.504	2789.587	124.253	3165.68	2833.078	1322.607	2876.814	3700.039	5791.731	366.07	2009.982	5237.478	448.528	2188.704	602.385	5250.261	7070.574	16887.885
1.1.1.140	124.871	346.554	126.454	741.577	48.501	117.479	9	44.263	348.769	106.343	264.853	953.654	329.863	183.402	70.67	693.816	253.44	143.315	222.471	214.7	281.782	398.23	112.605	183.46	141.004	66.767	176.991	327.759	366.397	25.766	52.545	1138.435	725.701	132.578	205.189	247.352	1054.991	99.891	98.917	151.123	40.728	99.014	96.552	86.127	0	109.007	7.362	193.239	524.217	502.396	924.676	75.817	49.746	130.309	261.673	554.485	361.221	932.198	185.207	253.452	19.136	96.654	35.317	806.387	101.948	720.262	438.961	432.299	218.214	23.627	92.551	231.039	26.827	5487.227	242.678	383.329	207.743	50.317	64.32	29.98	172.607	289.925	0	308.539	159.946	268.499	240.609	388.792	354.468	19.404	5.624	449.469	0	81.998	78.557	572.034	2170.56	5804.223
1.1.1.144	0	4.766	0	0	0	0	0	0	0	0	0	0	0	0	0	12.742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.984	0	0	0	0
1.1.1.154	20.186	43.733	17.3	192.009	5.024	42.667	7.519	37.035	96.36	0	238.146	733.087	50.833	48.431	8.805	64.059	15.16	70.304	9.028	58.939	97.699	33.107	0	49.759	13.388	0	24.424	60.141	33.062	28.746	16.053	83.046	373.552	74.802	118.4	105.711	590.044	46.992	32.618	113.498	11.181	10.586	10.598	0	12.059	0	13.088	255.109	325.065	63.556	113.112	6.628	20.449	14.641	230.49	277.164	34.342	294.489	39.861	39.219	55.761	0	27.9	326.377	0	318.871	44.003	7.56	20.595	0	0	122.915	8.955	3037.377	39.75	35.072	6.552	0	6.121	47.918	30.535	0	0	12.033	11.056	72.148	26.305	17.401	17.366	0	71.081	30.671	0	0	58.692	60.51	1168.667	5654.196
1.1.1.157	279.304	638.208	418.16	752.528	341.929	429.221	76.399	141.307	846.323	331.491	577.796	615.822	869.179	1007.392	79.858	1118.795	828.578	788.98	499.794	573.609	709.588	613.218	517.803	835.779	242.347	273.131	357.989	535.737	979.593	106.367	979.896	1386.992	1535.541	467.752	813.542	1053.264	958.003	463.955	566.609	349.573	188.647	351.758	385.58	280.357	173.633	246.17	192.044	494.434	371.284	2201.011	1777.336	256.017	406.273	325.84	474.594	1108.352	1322.025	620.271	443.208	577.878	198.015	199.844	150.018	955.58	242.128	1011.549	1723.943	1198.143	914.463	112.456	174.287	710.545	233.177	5118.498	623.279	840.336	456.5	386.52	337.195	325.51	470.959	470.675	43.71	562.966	596.489	716.688	507.048	441.486	810.779	50.794	286.808	887.122	73.265	831.211	80.936	1049.787	1082.706	1817.92
1.1.1.159	62.252	92.771	137.184	481.787	1.938	23.126	46.599	0	86.559	225.749	78.113	287.037	28.027	3.489	0	42.55	36.157	14.159	0	22.138	41.584	151.137	106.665	16.184	132.599	40.115	29.257	54.703	0	494.626	0	17.776	59.46	76.251	7.138	0	480.698	15.742	0	277.837	650.662	0	0	0	0	41.713	148.932	25.29	133.144	59.155	59.005	240.428	180.095	38.891	53.016	205.087	0	247.337	10.361	59.824	0	12.94	4.858	140.737	32.148	304.545	38.495	3.03	0	0	0	28.735	74.157	3319.114	67.96	13.713	38.12	353.557	232.926	5.205	11.073	379.809	0	7.112	0	30.303	20.069	10.347	27.216	0	11.419	42.945	382.668	0	22.753	72.896	309.198	1821.334
1.1.1.163	0	0	0	8.013	0	0	0	5.25	0	17.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.49	0	0	0	17.158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.794	0	0	0	0	0	0	0	0	0	0	0	0	1.518	0	0	25.356	0	0	0	0	0	0	0	0
1.1.1.169	2169.107	3987.078	1971.714	2682.77	2506.429	1344.493	4092.804	2332.53	4048.103	1327.904	4291.433	3512.727	3679.664	3466.156	334.85	2793.009	1632.293	2065.664	1998.538	1586.972	3314.398	3543.335	3382.489	3359.439	2377.94	2788.237	3682.979	2994.426	3436.394	2800.46	3921.824	3746.551	4412.105	3066.613	3430.943	1797.554	5022.731	2059.447	1577	2012.172	2238.969	1503.011	1294.012	861.908	853.29	2429.268	3205.112	4041.902	3622.033	4167.571	4992.149	1263.324	1755.345	2952.52	1929.237	3441.125	4539.631	3691.23	3122.639	3349.685	3293.735	837.491	1004.765	3314.085	1216.381	4312.849	3126.896	2600.64	3388.274	278.659	3028.32	2349.971	1599.195	5315.162	1992.181	4334.955	3996.297	1911.966	2535.965	3819.06	3428.942	2827.836	129.884	2818.093	3111.704	2363.579	2545.949	2215.234	3744.855	1520.485	5548.17	2983.066	2647.944	2676.19	2449.599	2508.443	3347.378	5116.532
1.1.1.17	280.459	623.648	357.35	2410.949	282.833	288.701	44.204	154.12	698.537	125.214	261.217	707.433	588.083	351.601	132.444	1495.278	1227.734	587.726	224.032	466.915	444.803	659.958	305.222	292.119	379.278	240.337	319.008	668.815	1185.957	22.622	101.925	3349.693	780.537	341.201	602.304	674.953	1056.402	266.792	220.423	618.554	364.924	259.838	372.771	314.125	18.413	402.336	85.049	221.532	595.539	1745.659	2255.039	137.02	64.243	136.128	176.894	628.98	874.764	1323.436	422.521	301.567	61.903	162.214	114.433	1227.109	349.643	2241.006	1478.272	1385.515	819.997	55.722	122.552	762.762	66.048	19148.51	381.939	954.511	490.124	130.707	534.824	135.981	365.565	810.008	50.723	913.509	457.894	360.218	472.442	551.501	834.071	45.29	12.697	609.924	80.724	155.261	86.524	1588.123	1187.756	3298.732
1.1.1.176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.179	0	0	10.284	144.734	0	16.182	0	51.853	139.379	9.024	0	8.057	44.144	124.011	26.184	80.641	0	64.133	88.109	11.22	0	0	203.378	166.647	137.986	0	531.212	348.709	0	0	0	19.617	111.043	0	0	338.199	0	0	0	33.142	13.807	0	0	0	0	20.885	0	29.833	195.873	62.652	254.797	0	6.92	0	0	115.166	147.615	180.839	18.086	281.752	0	51.642	5.847	28.724	17.509	0	0	125.074	89.768	14.942	23.009	30.527	0	0	0	0	0	264.59	101.733	19.953	93.902	77.654	0	4.3	0	505.52	598.58	496.673	470.572	0	56.805	271.356	0	4.967	0	9.63	212.805	18.386
1.1.1.18	1858.069	1990.625	578.782	1643.701	1310.206	273.993	975.801	2679.681	1272.546	764.158	441.346	4759.402	1767.368	2277.571	138.857	1312.598	1007.816	594.667	897.506	774.919	1377.221	1094.162	1894.452	666.104	982.579	1371.116	1774.578	1783.062	2679.702	2408.721	2397.647	1774.981	1829.76	2165.147	1833.711	572.255	1687.073	348.932	831.139	1867.49	2258.263	757.957	724.377	125.22	0	1182.185	1289.937	2085.403	536.5	1250.734	1671.972	2095.268	1171.463	968.414	539.01	1058.614	4011.414	657.79	1209.997	3784.39	2349.827	570.632	225.514	1209.084	493.607	2553.233	1631.203	1381.278	688.711	205.511	1088.943	857.426	661.657	644.072	973.574	1119.393	571.995	1292.482	4120.252	571.505	1054.876	1631.662	0	1314.409	1210.503	1974.339	2432.145	2242.878	3943.113	228.332	408.04	818.569	1703.38	2271.318	119.528	1453.336	1183.767	758.726
1.1.1.188	0	0	0	6.68	0	0	0	5.3	52.17	0	0	0	0	0	0	0	0	0	43.078	0	0	11.312	0	0	0	0	0	0	0	0	0	0	17.411	0	0	0	0	0	0	0	0	0	0	7.394	0	0	0	0	111.825	7.067	135.784	0	0	0	0	6.968	0	0	0	0	0	0	0	0	0	0	0	143.616	19.845	0	0	0	0	0	0	6.769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.789	0
1.1.1.193	1883.366	2982.036	3010.174	2030.418	3496.272	1108.505	3799.344	2323.067	4423.095	1636.341	2417.984	3253.806	2079.91	3572.95	308.794	2592.999	793.638	1431.56	2854.085	1422.62	4012.182	2207.311	3394.798	2164.103	1871.28	2148.943	2477.12	2172.53	2429.462	2885.991	3158.084	3766.697	3658.664	3567.879	2403.036	2220.703	3136.366	2601.956	3017.416	2045.862	2286.882	2314.06	1298.716	784.423	265.489	2439.995	2956.553	2357.332	2625.85	5081.253	6142.592	2320.599	1780.96	1742.534	1635.096	2384.216	3482.399	2135.534	2406.718	2723.014	3683.684	992.867	793.876	3044.727	1568.572	2141.564	1726.999	2169.383	4156.253	306.79	3240.808	1935.464	1646.412	1821.482	3156.945	1778.207	1541.988	1712.944	2599.861	1092.29	1939.027	2714.836	97.225	2399.475	2296.53	1866.021	2233.061	1426.725	3182.977	211.049	1048.777	2147.56	2749.603	2051.718	915.29	1928.881	2312.55	1859.267
1.1.1.2	47.269	544.526	177.662	673.611	199.819	51.855	105.25	37.972	325.615	638.627	223.406	104.157	650.241	440.208	32.02	83.34	72.108	329.093	307.579	399.966	2598.13	724.45	101.962	267.878	89.726	94.722	518.175	174.949	592.637	57.074	467.82	244.39	1110.816	237.301	194.881	312.204	1776.63	100.121	294.724	220.694	69.61	179.533	349.224	16.259	0	77.563	44.275	128.597	207.058	657.297	796.74	1600.755	228.94	103.053	152.498	769.066	465.817	517.672	466.309	149.94	58.271	118.166	32.028	382.098	54.602	259.988	49.055	962.607	270.339	36.065	282.538	831.256	306.885	2869.394	1609.01	316.642	121.327	42.568	129.915	51.647	166.619	111.939	6.584	112.252	322.657	3643.684	520.942	113.497	324.537	13.675	390.194	254.437	25.593	360.764	137.707	521.014	1729.759	3321.656
1.1.1.201	0	9.155	0	10.795	6.13	0	0	7.497	7.635	0	0	0	0	39.814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.187	0	73.584	20.01	0	0	0	159.593	0	0	0	0	0	0	10.859	0	0	0	0	6.228	0	22.978	4.541	0	0	0	0	0	10.697	0	0	0	0	0	0	7.604	0	0	13.926	0	0	0	0	0	0	30.958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73.269	0	0	0	10.641
1.1.1.202	242.714	838.31	384.284	390.9	353.134	464.427	131.414	110.475	697.306	134.771	257.192	32.084	922.265	469.864	110.721	970.097	461.979	624.606	413.721	416.279	626.258	434.473	226.664	662.226	302.741	415.047	206.611	515.277	1083.198	30.429	343.146	1437.421	1196.217	257.575	543.812	1122.443	579.527	363.136	484.241	333.281	267.81	249.668	583.297	173.795	61.678	325.2	209.768	43.231	195.427	1150.514	1761.293	192.796	130.912	112.602	72.934	561.743	449.789	543.265	613.312	335.148	238.117	178.859	192.139	727.827	386.845	858.825	806.643	863.061	687.979	104.107	732.016	660.694	177.162	230.541	442.986	562.519	360.972	112.766	604.852	321.382	477.694	339.056	8.5	612.247	833.788	141.741	480.217	288.487	759.363	26.77	214.336	727.957	25.372	284.225	42.697	810.204	704.918	650.938
1.1.1.205	3697.119	4765.224	3340.855	4066.199	4746.835	2615.945	4521.373	2791.965	5249.38	3716.9	5403.697	3777.624	6517.329	6092.81	500.317	3933.944	1978.075	5172.416	4324.657	3610.679	5621.871	5186.429	5106.913	4652.928	3673.022	4556.48	5403.369	5563.815	5160.347	3607.455	3898.281	5884.925	5658.525	6094.769	5656.219	4739.841	6659.86	3537.013	3492.513	3369.443	3141.49	4772.108	2357.16	1358.478	382.486	3868.153	3339.655	5598.372	5672.788	4824.349	5785.337	3770.843	3176.475	4033.6	3336.379	4331.536	6106.336	8215.1	5399.481	6049.95	4232.408	1635.147	1302.512	5375.039	3885.31	5870.397	3386.031	4245.964	6369.986	707.807	4516.066	4718.08	2658.041	8987.223	6058.099	5259.092	5636.98	5695.364	4524.86	4522.883	5515.59	3552.211	228.844	3566.867	4350.215	6135.095	5258.831	7020.799	7340.496	2509.484	2846.748	4642.09	2639.653	2966.829	4752.061	5655.377	5176.428	6738.19
1.1.1.21	385.316	269.599	86.431	22.898	20.555	44.178	98.864	909.413	448.793	25.34	89.816	1043.297	117.785	222.32	42.758	332.513	85.219	154.957	145.414	151.326	130.18	114.682	237.809	110.583	106.231	87.787	107.315	397.261	422.148	69.798	98.591	99.71	257.804	89.823	385.714	38.263	400.924	81.723	154.944	31.285	21.174	19.967	142.783	21.98	0	253.822	226.084	28.389	27.778	280.78	530.077	23.066	31.128	125.955	52.999	142.732	523.317	128.439	189.092	275.674	308.165	70.389	59.032	145.656	89.259	266.137	326.342	292.916	122.412	0	57.765	132.268	148.869	123.101	98.622	221.002	192.957	159.633	267.829	11.622	80.854	82.769	0	133.92	212.187	14.713	183.127	412.449	508.22	0	33.147	251.498	44.187	101.189	13.21	189.146	306.753	111.862
1.1.1.210	0	4.812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.215	0	0	0	0	0	0	0	0	0	0	0	0	0	1.832	0	0	0	0	0	0.785	0.911	0	0	0	0	0	5.047	0	0	1.07	0	0	0	0	0	0	0	2.674	0	0	0	0	0	0	0	1.821	0	0	0	0	2.732	0	0	0	0	0	0	0	0	0	2.587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.832	0	0	0	0	0	0	0	0	0	2.747	0	0	0	0	0	0	0	0
