TaxoName,sensitiveSample_1,sensitiveSample_2,sensitiveSample_3,sensitiveSample_4,sensitiveSample_5,sensitiveSample_6,sensitiveSample_7,sensitiveSample_8,sensitiveSample_9,sensitiveSample_10,sensitiveSample_11,sensitiveSample_12,sensitiveSample_13,sensitiveSample_14,sensitiveSample_15,sensitiveSample_16,sensitiveSample_17,sensitiveSample_18,sensitiveSample_19,sensitiveSample_20,sensitiveSample_21,sensitiveSample_22,sensitiveSample_23,sensitiveSample_24,sensitiveSample_25,tolerantSample_1,tolerantSample_2,tolerantSample_3,tolerantSample_4,tolerantSample_5,tolerantSample_6,tolerantSample_7,tolerantSample_8,tolerantSample_9,tolerantSample_10,tolerantSample_11,tolerantSample_12,tolerantSample_13,tolerantSample_14,tolerantSample_15,tolerantSample_16,tolerantSample_17,tolerantSample_18,tolerantSample_19,tolerantSample_20,tolerantSample_21,tolerantSample_22,tolerantSample_23,tolerantSample_24,tolerantSample_25,tolerantSample_26,tolerantSample_27,tolerantSample_28,tolerantSample_29,tolerantSample_30,tolerantSample_31,tolerantSample_32,tolerantSample_33,tolerantSample_34,tolerantSample_35,tolerantSample_36,tolerantSample_37,tolerantSample_38,tolerantSample_39,tolerantSample_40
LPC(18:1),0.4024,0.1408,0.1408,0.1408,1.4585,1.3142,1.1313,0.287,0.1408,0.1408,1.1189,0.1408,1.6193,0.2179,0.1408,0.1408,1.595,0.1408,0.1408,0.1408,0.3556,1.0945,0.1408,0.1408,0.1408,0.1408,0.1408,0.1408,0.1408,0.1408,0.1408,0.1408,0.1408,0.1408,0.552,0.1408,0.1408,0.1408,0.1408,0.1408,0.1408,0.1408,0.1408,0.1408,0.1408,0.1408,0.1408,0.1408,0.1408,0.1408,0.1408,0.1408,0.1408,0.1408,0.1408,2.2037,0.1408,0.1408,0.1408,0.1408,0.1408,0.1408,0.1408,0.1408,0.1408
LPE(15:0),0.9104,2.5618,1.5665,0.7702,1.8846,4.2952,1.3523,3.5779,6.5299,3.2928,10.2333,1.33,1.2251,2.1826,0.1543,0.1068,1.0047,0.0702,0.7849,1.7935,0.8072,1.154,0.3261,4.2743,1.0921,0.0702,0.1233,0.0702,0.3548,0.1908,0.0918,4.8724,1.0254,2.888,2.809,0.3283,1.1215,0.0702,0.6037,0.9924,0.6971,0.3029,1.8034,2.3688,1.0384,0.9121,1.0483,0.2888,2.3465,0.1641,0.6472,0.2996,0.0702,0.9804,0.1378,2.063,1.2005,0.7612,0.1055,0.0702,0.0702,0.1285,0.1728,0.4466,0.2507
LPE(16:0),4.3396,4.5194,2.6487,1.3501,1.9775,3.9727,2.602,2.6957,7.2702,5.1951,12.6156,0.8503,1.5285,2.1649,0.6544,0.144,6.3039,0.149,0.551,1.0514,1.8632,1.9322,0.6046,2.8783,1.5081,0.0713,0.5372,0.1567,0.6365,0.6114,0.6602,7.1838,0.7769,2.243,5.0673,0.8225,1.5148,0.1807,0.3885,1.6964,1.2751,0.1986,1.6299,3.1295,0.9422,0.6909,0.7082,0.3173,1.0062,0.096,0.3925,0.5706,0.1409,1.1736,0.2303,6.5261,3.0796,0.8737,0.1838,0.0928,0.0855,0.2646,0.38,1.4305,0.7888
LPE(16:1),0.2707,0.709,1.1389,0.5699,1.5332,3.9941,0.8976,1.0863,2.4538,1.5435,4.2525,1.0138,0.2707,0.8381,0.2707,0.2707,2.2564,0.2707,0.2707,0.2707,1.5122,1.8978,0.557,1.0,0.2707,0.2707,0.6569,0.2707,0.2707,0.2707,0.3803,0.9006,0.2707,1.258,0.7435,0.2707,0.4421,0.2707,0.2707,0.2707,0.4202,0.2707,0.2707,0.2707,0.2707,0.2707,0.9486,0.2707,0.9398,0.2707,0.9241,0.5417,0.2707,0.2707,0.2707,2.2483,1.0241,0.4636,0.2707,0.2707,0.2707,0.2707,0.6619,0.2707,0.2707
LPE(18:1),0.85,1.4725,1.8462,0.9247,3.3292,3.9989,5.4127,1.4899,2.8707,2.1977,9.1863,2.0789,2.0776,1.6946,1.1774,0.4252,3.5238,0.4003,0.7884,1.5891,3.6824,2.4436,1.2891,0.6094,0.6886,0.3036,1.0251,0.4197,1.028,0.5459,0.358,1.9408,1.7333,1.5348,2.1481,0.6377,0.9712,0.3501,0.5922,1.5484,1.0215,0.8462,1.0,0.9477,0.8402,0.6102,0.6804,0.2911,1.4583,0.6367,1.1404,0.7138,0.4568,1.2098,0.6759,5.4201,1.3908,1.4381,0.5204,0.245,0.243,0.616,0.6478,0.6312,0.4098
MAG(16:1),1.3995,1.1473,1.3225,0.7438,1.6901,1.8958,1.6319,1.9061,1.8842,4.0876,3.5058,0.4718,1.2406,1.5246,0.8978,0.5005,2.7664,0.995,1.2646,0.9281,2.2042,1.5769,0.9592,0.6528,0.8689,0.5585,1.061,0.6439,0.829,1.8926,1.5718,1.0445,0.8458,1.1171,1.5533,1.1868,0.8454,0.5876,1.0593,1.4532,1.0968,0.5868,0.6457,1.2589,1.1506,0.6675,0.6817,0.9158,0.5228,0.6377,0.8092,1.0487,0.6088,0.4718,0.7907,1.2764,1.1302,0.7921,0.6906,0.6893,0.6917,0.6304,0.6477,0.6265,1.2693
