TaxoName,sensitiveSample_1,sensitiveSample_2,sensitiveSample_3,sensitiveSample_4,sensitiveSample_5,sensitiveSample_6,sensitiveSample_7,sensitiveSample_8,sensitiveSample_9,sensitiveSample_10,sensitiveSample_11,sensitiveSample_12,sensitiveSample_13,sensitiveSample_14,sensitiveSample_15,sensitiveSample_16,sensitiveSample_17,sensitiveSample_18,sensitiveSample_19,sensitiveSample_20,sensitiveSample_21,sensitiveSample_22,sensitiveSample_23,sensitiveSample_24,sensitiveSample_25,sensitiveSample_26,sensitiveSample_27,sensitiveSample_28,sensitiveSample_29,sensitiveSample_30,sensitiveSample_31,sensitiveSample_32,sensitiveSample_33,sensitiveSample_34,sensitiveSample_35,sensitiveSample_36,sensitiveSample_37,sensitiveSample_38,tolerantSample_1,tolerantSample_2,tolerantSample_3,tolerantSample_4,tolerantSample_5,tolerantSample_6,tolerantSample_7,tolerantSample_8,tolerantSample_9,tolerantSample_10,tolerantSample_11,tolerantSample_12,tolerantSample_13,tolerantSample_14,tolerantSample_15,tolerantSample_16,tolerantSample_17,tolerantSample_18,tolerantSample_19,tolerantSample_20,tolerantSample_21,tolerantSample_22,tolerantSample_23,tolerantSample_24,tolerantSample_25,tolerantSample_26,tolerantSample_27,tolerantSample_28,tolerantSample_29,tolerantSample_30,tolerantSample_31,tolerantSample_32,tolerantSample_33,tolerantSample_34,tolerantSample_35,tolerantSample_36,tolerantSample_37,tolerantSample_38,tolerantSample_39,tolerantSample_40,tolerantSample_41,tolerantSample_42,tolerantSample_43,tolerantSample_44,tolerantSample_45,tolerantSample_46,tolerantSample_47,tolerantSample_48,tolerantSample_49,tolerantSample_50,tolerantSample_51,tolerantSample_52,tolerantSample_53,tolerantSample_54,tolerantSample_55,tolerantSample_56,tolerantSample_57,tolerantSample_58,tolerantSample_59,tolerantSample_60
Enterorhabdus_caecimuris,0.06461,0.09181,0.01073,0.0,0.06093,0.0061,0.00205,0.02451,0.0,0.20012,0.01708,0.0,0.01538,0.00064,0.11399,0.0235,0.01073,0.02449,0.07846,0.00407,0.0,0.018,0.02559,0.00153,0.01137,0.08275,0.0905,0.05839,0.0394,0.01155,0.19801,0.11874,0.04411,0.15073,0.24141,0.06425,0.0,0.04675,0.05486,0.07723,0.0515,0.00834,0.03805,0.02558,0.0,0.08404,0.07362,0.03588,0.12808,0.11831,0.10424,0.103,0.05479,0.08316,0.08806,0.24063,0.04018,0.0563,0.01099,0.2668,0.08059,0.14882,0.0,0.14929,0.01083,0.04477,0.02539,0.00879,0.00698,0.00033,0.01837,0.00193,0.10121,0.03791,0.07726,0.01521,0.0251,0.0311,0.21688,0.10404,0.02189,0.13585,0.23205,0.28229,0.01121,0.09049,0.57168,0.13486,0.02031,0.02543,0.01469,0.13847,0.20254,0.29309,0.10209,0.16065,0.12281,0.05436
Slackia_isoflavoniconvertens,0.03803,0.02003,0.01038,0.0,0.01591,0.00947,0.0,0.01674,0.0271,0.05263,0.00715,0.0,0.01233,0.00121,0.0386,0.00145,0.00169,0.00683,0.01652,0.00292,0.0,0.0,0.00538,0.0,0.01057,0.02925,0.03931,0.01691,0.01155,0.02689,0.15866,0.04799,0.01619,0.0,0.06174,0.1867,0.0,0.03143,0.01799,0.01635,0.05811,0.01306,0.36045,0.01565,0.0,0.02624,0.06343,0.02997,0.03268,0.03572,0.34154,0.00948,0.01166,1.17012,0.03026,0.06487,0.01286,0.02397,0.00919,0.06488,0.02279,0.03325,0.01309,0.01357,0.00653,0.02396,0.70223,0.22718,0.0183,0.00111,0.01248,0.0,0.03535,0.01708,0.06671,0.05012,0.02775,0.02896,0.08292,0.05547,0.02246,0.0254,0.93589,1.23873,0.00442,0.0,0.12054,0.04386,1.4034,0.25317,0.01722,0.04538,0.04709,0.04441,0.04261,0.05209,0.0484,0.00462
Thermoleophilum_album,0.0,0.00137,0.0,0.0,0.0019,0.00191,0.0,0.0,0.0,0.00236,0.0,0.0,0.0,0.0032,0.0,0.00142,0.0,0.0,0.0,0.00154,0.0,0.0,0.0,0.0,0.00167,0.0,0.0,0.00151,0.0,0.0,0.0,0.00491,0.00211,0.0,0.0,0.00317,0.0,0.0,0.00314,0.0,0.00276,0.0,0.00121,0.0,0.0,0.0,0.0,0.00499,0.0027,0.00111,0.0014,0.0,0.00353,0.00196,0.00229,0.0,0.0,0.0021,0.00107,0.00116,0.0,0.00298,0.00384,0.05332,0.0,0.0,0.00438,0.0035,0.0,0.0,0.00304,0.0,0.0,0.0,0.0,0.0,0.0,0.00283,0.00323,0.00806,0.0,0.00112,0.00378,0.0,0.0,0.0,0.00362,0.00347,0.00209,0.00549,0.00084,0.0,0.00333,0.00554,0.01466,0.00215,0.00155,0.0
Bacteroides_massiliensis,0.16891,0.0,0.0,0.40172,0.0,0.0,0.0,0.0,0.0,0.01017,0.99685,0.0,0.54244,1.59913,0.19103,0.0,0.0,0.0,0.0,0.64156,1.31497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05886,0.2353,0.0,0.04603,0.0,0.0,0.36252,0.0,0.0,0.0,0.0,0.29118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01822,0.02497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49426,0.15244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01028,0.0,0.03324
Bacteroides_plebeius,0.0,0.0,0.0,31.13734,2.18359,0.0,0.0,0.0,0.30816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.01479,6.02905,2.15133,1.44836,0.0,0.0,0.0,0.0,0.0,0.0,0.20204,1.31648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.821,0.6735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kouleothrix_aurantiaca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012,0.0,0.0,0.0,0.01558,0.0,0.00138,0.0,0.0,0.00104,0.0,0.0,0.0,0.0,0.00122,0.00147,0.0,0.0,0.00101,0.0,0.00727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00087,0.0025,0.00555,0.0,0.0017,0.00224,0.0,0.0
Streptococcus_salivarius,0.84339,0.211,0.04827,0.0007,0.0,0.01571,0.0,0.58046,0.22119,0.63368,0.01838,0.0,0.03425,0.25369,1.06564,0.14159,0.01613,0.02739,0.20703,0.07545,0.0,0.03441,0.08266,0.04101,0.043,0.05135,0.68227,0.123,0.47285,0.02917,0.58352,0.10172,0.09008,0.0,0.19652,0.13918,0.0,0.12715,1.1102,0.56882,0.248,0.19846,0.00555,0.37262,0.32303,0.15173,0.01217,0.94938,3.55488,0.39567,0.58779,0.13462,0.02063,0.28723,0.30185,0.10374,0.35615,0.13672,0.0785,2.02158,0.22134,0.53487,0.0629,0.0,0.06836,0.28599,0.0584,0.01169,0.15441,0.02453,0.7415,0.57147,0.16444,0.09296,0.06363,0.01963,0.50131,0.49298,1.39917,0.44055,0.25793,0.05364,0.06612,0.2588,0.09955,0.0,0.15293,0.26479,3.24454,1.66938,0.0579,0.09341,0.21902,0.28384,0.0727,0.91008,0.38545,0.74215
Clostridium_disporicum,0.0,0.0,0.01098,0.0,0.0,0.0,0.0,0.01736,0.0,0.19374,0.00272,0.0,0.00778,0.0,0.0,0.0,0.0,0.00277,0.07408,0.0,0.0255,0.47527,0.0018,0.0,0.0,0.0,0.00873,0.0,0.0,0.00427,0.0,0.0,0.0,0.0,0.05891,0.0,0.0,0.22707,0.01152,0.0,0.01315,0.0,0.14907,0.0,0.16016,0.00106,0.0,0.02846,0.0,0.02847,0.20507,0.0,0.00177,0.11134,0.81066,0.0,0.02145,0.32592,0.09576,1.43199,0.0,0.0,0.02455,0.0,0.0,0.0,0.01009,0.03397,0.0,0.0,0.00464,1.82272,0.00388,0.04323,0.05346,0.0,0.00226,0.01422,0.19298,0.45103,0.01855,0.0,0.0,0.0,0.0,0.24546,0.0,0.16081,0.46995,0.62383,0.06207,0.07625,0.0,0.0,0.03652,0.03189,0.79353,0.00966
Clostridium_sp_CAG_299,0.0,0.00186,0.80288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00811,0.0,0.34236,0.79064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eubacterium_sp_CAG_180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.05767,0.0,0.0,0.0597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02065,0.0,0.0,0.0,0.0,0.0,0.01218,0.0,21.47055,19.91877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.65789,0.0,2.24438,0.08204,10.87636,0.0,11.19655,0.0,0.0,0.0,0.0,0.0,0.39192,6.30028,0.0,0.0,0.0,0.10304,0.0,0.0,26.00418,19.57634,0.0,0.0,21.48242,0.24135,36.66093,9.90951,16.2454,15.24693,0.0,0.0,15.52582,11.67916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.71743,2.54243,0.16296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.28057,1.90793,0.0,0.0,0.0,0.0
Eubacterium_sp_CAG_251,0.0,0.0,0.00214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01905,0.00167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.15181,0.0,0.01503,3.419,3.93829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72697,1.73671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00629,0.01825,0.0,0.0,0.0,0.0,11.22435,14.67992,2.2476,12.74499,0.0,0.0,0.00945,0.0121,0.0,0.0,0.0,4.2629,0.0,0.0,0.0,0.0,0.0,0.0
Roseburia_hominis,0.02986,1.88432,0.83757,0.0,0.50033,0.0,0.01519,0.44958,0.0,0.02944,0.15911,0.01988,0.12904,0.0,0.1828,0.32819,0.71457,0.27731,0.47587,0.40981,0.0161,0.31617,0.09273,1.32631,0.04851,0.27161,0.0728,0.22712,0.45267,0.0,0.05887,0.03217,0.00059,0.18158,0.75906,0.05536,0.43727,0.0,1.75891,0.29127,1.292,0.3949,0.23718,0.67353,2.66042,1.04401,0.25531,0.15713,0.5099,0.09008,0.4714,1.31766,0.93909,0.05946,0.0,0.36277,0.0,0.43005,0.60765,0.66488,2.03058,0.56222,0.27456,0.0,0.01573,0.20848,0.69839,0.92336,0.01108,5.59695,0.71989,1.67823,0.01397,0.12853,0.50241,4.52084,0.13729,0.70279,2.71924,1.16045,0.22256,0.20824,5.50268,1.08109,2.17542,0.34235,4.87753,1.35474,0.0,0.00191,0.0,0.0,0.0,11.30636,1.99586,0.0,0.33999,0.21393
Oscillibacter_sp_CAG_241,0.0,0.0,0.0,0.00321,0.02769,0.31626,0.0,0.0,0.0,0.10397,0.02244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00098,0.00179,0.0206,0.27877,1.95806,0.00082,0.00791,0.00074,0.01356,0.01721,0.07772,0.30656,0.44118,0.05992,0.01272,0.03117,0.0,0.0,0.32608,0.11116,0.91776,0.28862,0.38862,0.0,0.01048,0.30544,0.28151,0.0,1.39081,1.19063,0.01885,0.21918,1.4655,0.0,0.27195,0.37657,0.0,0.0,0.05174,0.15251,0.18698,0.08629,0.0,0.14466,0.0,0.53122,0.13748,0.49207,0.0,0.0,0.10139,0.00536,0.01949,0.03014,0.26257,0.5514,0.0,0.0,0.24898,1.20565,0.3558,1.08878,0.01946,0.00601,0.06226,1.33307,0.42648,1.55193,0.0,0.0,0.13115,0.16607,0.96193,3.17176,0.0,0.0,0.0,0.0
Intestinibacter_bartlettii,1.36899,0.47661,0.13575,0.06425,0.0,0.0,0.09903,0.07176,0.61835,0.1172,0.1766,0.0729,0.80703,0.0,0.37572,0.08928,0.01653,0.6259,0.62341,0.06401,0.02376,1.75773,0.19046,0.0,0.0,0.2381,1.57169,0.38697,0.08391,0.0,0.07825,0.2284,0.00801,0.08844,0.41882,0.0,0.0,0.0,0.49684,0.01393,2.10365,0.04277,0.1185,0.0,2.29838,1.27506,0.30557,0.10922,1.0769,0.52061,0.06634,0.33534,0.40059,1.17163,0.62568,0.56553,0.68882,0.81231,0.3846,1.20995,0.34924,0.64008,9.84049,0.08607,0.05508,0.37756,0.0579,0.11661,0.0,0.0,4.29622,0.38673,0.84848,0.88837,0.21233,0.07982,0.26533,0.05083,1.99446,0.76283,0.88324,0.33436,0.02543,0.20112,0.11448,7.43866,0.27303,0.60527,0.43689,1.09678,0.07328,0.33412,0.20945,0.05261,0.37469,0.09353,0.96203,0.75451
Romboutsia_ilealis,0.0,0.034,0.00142,0.0,0.07856,0.0,0.0,0.00203,0.0,0.02111,0.0,0.0,0.01183,0.0,0.0,0.00092,0.0,0.0,0.01175,0.0,0.00873,0.38503,0.0,0.0,0.0,0.01948,0.01111,0.0,0.0,0.00599,0.0,0.04242,0.00659,0.0,0.00402,0.00294,0.0,0.0,0.00826,0.06587,0.14853,0.0,0.00726,0.01372,0.24923,0.01329,0.00973,0.02189,0.04852,0.01126,0.02264,0.0,0.00324,0.05171,0.22196,0.00072,0.03044,0.1201,0.02031,0.21826,0.01453,0.01459,0.12444,0.0,0.00066,0.0,0.0,0.00114,0.0,0.0,0.12805,0.3147,0.05312,0.07147,0.05215,0.00284,0.01259,0.01665,0.06776,0.06757,0.01146,0.0,0.03656,0.00166,0.0,0.04774,0.0615,0.03743,0.60504,0.11528,0.00648,0.18069,0.0234,0.0,0.00475,0.0797,0.31558,0.00086
Coprobacillus_cateniformis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00329,0.0,0.0,0.59397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02041,0.01229,0.0,0.0,0.05545,0.01269,0.0,0.0,0.0,0.0,0.00192,0.00195,0.0,0.0,0.0,0.02303,0.0,0.01065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01694,0.0,0.0,0.0,0.0,0.00812
