TaxoName, mean0_tolerant, mean1_sensitive
2.7.11.32,134.65128333333334,59.72247368421054
2.7.4.27,134.65128333333334,59.72247368421054
3.6.1.61,49.10765000000001,15.732421052631576
4.1.2.29,64.07235,16.291078947368423
4.99.1.4,171.84061666666668,57.227131578947365
6.3.1.5,738.1911333333334,288.834552631579
