TaxoName,pValue,fdrCorrectedpVal,CohenEffectSize,foldChanges,Mean0_tolerant,mean1_sensitive
Bifidobacterium_bifidum,0.012022109212760194,0.15177912881109745,0.23431595683892542,2.6049388909483606,3.8315580000000002,1.4708821052631578
Olsenella_profusa,0.011056704898000662,0.14409383157394412,0.03398582459500872,1.159938271604938,0.0023076666666666666,0.0019894736842105266
Olsenella_scatoligenes,0.013157105044609907,0.1610748617582546,0.12971946064694856,1.3128761560428623,0.04395716666666667,0.03348157894736842
Collinsella_intestinalis,0.022478272184589938,0.23897952533090355,0.12167794271127254,1.5393508798221438,0.26760683333333335,0.17384394736842101
Collinsella_stercoris,0.02081337328732944,0.2272595353535431,0.1854909299505196,1.437989715483547,0.34660850000000004,0.24103684210526316
Enorma_massiliensis,0.003929015973158521,0.0980769782036338,0.23196690430409928,1.629287282032609,0.11304166666666667,0.06938105263157895
[Collinsella]_massiliensis,0.003147215219540155,0.0980769782036338,0.24548932072179064,1.5705792667364937,0.26990983333333335,0.1718536842105263
Adlercreutzia_equolifaciens,0.0018420617909012244,0.0980769782036338,0.217769658185635,2.1369661096440464,0.16227333333333332,0.07593631578947367
Asaccharobacter_celatus,0.0038837701209305745,0.0980769782036338,0.18314548165730735,1.8445447684044638,0.24353233333333335,0.13202842105263157
Denitrobacterium_detoxificans,0.004001494804165351,0.0980769782036338,0.2406436272646344,2.1395770719952347,0.020795,0.00971921052631579
Enterorhabdus_caecimuris,0.010697668922389303,0.14409383157394412,0.22549354909593297,1.7723004213876425,0.09105333333333335,0.051375789473684215
Slackia_isoflavoniconvertens,0.0003128313020210872,0.06319192300825961,0.22757078439547845,5.633323928989972,0.13661699999999996,0.02425157894736842
Thermoleophilum_album,0.005797306301396773,0.11152913075068079,0.17557276053725562,3.795788695973403,0.0027040000000000002,0.0007123684210526316
Bacteroides_massiliensis,0.003558394977816384,0.0980769782036338,0.3088630524718388,0.09877585626890367,0.017076499999999998,0.17288131578947366
Bacteroides_plebeius,0.004749787717731713,0.106606346553534,0.20852212197389142,0.031138799691580305,0.04489816666666666,1.4418721052631578
Kouleothrix_aurantiaca,0.006933460664156212,0.12732355037814133,0.15701544132949138,5.2940476190476184,0.0007411666666666667,0.00014000000000000001
Streptococcus_salivarius,0.003214146598154739,0.0980769782036338,0.22232401584576383,2.3479013252056036,0.44436133333333333,0.18925894736842103
Clostridium_disporicum,0.003031040246778098,0.0980769782036338,0.20878812318803777,4.891975253079863,0.14302333333333334,0.029236315789473687
Clostridium_sp_CAG_299,0.008559860302685516,0.14409383157394412,0.21636060464181164,0.00544957310565635,0.0002795,0.05128842105263158
Eubacterium_sp_CAG_180,0.014326472150735656,0.165368421397063,0.18153573608109877,3.0031628062929503,5.100597,1.6984084210526316
Eubacterium_sp_CAG_251,0.013819517869085163,0.16420838879736488,0.22317814043409998,1762.2342082239718,1.060123,0.0006015789473684211
Roseburia_hominis,0.004109259008238798,0.0980769782036338,0.2670596446894239,3.899445010203744,1.1074208333333333,0.28399447368421055
Oscillibacter_sp_CAG_241,0.001343495423129128,0.0980769782036338,0.25225818572162684,3.59924184326687,0.3507631666666667,0.09745473684210526
Intestinibacter_bartlettii,0.001679270765671308,0.0980769782036338,0.2062438643099693,2.9224144883889536,0.8365688333333333,0.28625947368421056
Romboutsia_ilealis,1.1139808787331952e-05,0.0045004827500821085,0.24372847691368968,3.6726842920274314,0.06262216666666667,0.01705078947368421
Coprobacillus_cateniformis,0.010521502723194043,0.14409383157394412,0.10467175941302974,13.658977731018762,0.013666166666666667,0.0010005263157894736
Clostridium_spiroforme,0.005291194623317456,0.1096371353049353,0.2228315157802783,2.8775363182145477,0.4830671666666666,0.1678752631578947
Turicibacter_sanguinis,0.003204450994522667,0.0980769782036338,0.2669610251742004,4.424778105309581,0.23937816666666664,0.05409947368421054
Phascolarctobacterium_succinatutens,0.019721881957466922,0.2213233419671288,0.05677208254460542,0.6237151564320187,0.052602166666666665,0.08433684210526315
