TaxoName, mean0_tolerant, mean1_sensitive
CE(14:0),1.474495,2.175752
CE(14:1),1.1510025,2.1926319999999997
CE(16:0),1.228825,1.6941879999999998
CE(16:1),0.9274024999999998,1.478672
CE(17:0),1.03145,1.752312
CE(18:2),1.2660399999999998,1.630376
CE(18:3),1.1996725,2.070944
CE(18:4),1.3749500000000001,1.8258960000000002
CE(22:4),1.5142700000000002,2.085364
CER(16:0),1.2985825,1.8320559999999997
CER(18:0),1.5806425,2.661576
CER(20:0),1.4027725,2.036868
CER(22:0),1.3668375,2.12264
CER(22:1),1.1636700000000002,2.349268
CER(24:0),1.37408,2.054748
CER(24:1),1.2896475,1.8732920000000002
DAG(14:0/18:3),1.6007450000000003,4.401135999999999
DAG(16:0/16:1),1.0258075,1.4633280000000002
DAG(16:0/18:3),1.525555,3.7293040000000004
DAG(16:0/20:5),1.0550025,1.3797760000000003
DAG(16:0/22:5),1.1640275,1.709476
DAG(16:1/16:1),1.1452925,1.8190359999999999
DAG(16:1/18:0),1.1374549999999999,2.004196
DAG(16:1/18:1),1.2567275,1.6181959999999997
DAG(16:1/18:2),1.5772625,3.57692
DAG(16:1/18:3),1.04259,2.084164
DAG(16:1/20:0),1.116285,1.6673399999999998
DAG(16:1/20:2),1.27877,2.326288
DAG(16:1/20:4),1.1364324999999997,1.5556439999999998
DAG(18:0/18:3),1.3432425000000001,2.19794
DAG(18:1/20:2),3.3426750000000007,18.124019999999998
DAG(18:1/20:3),1.15636,1.9022639999999997
DAG(18:1/20:4),1.2462374999999999,1.809888
DAG(18:1/22:4),1.1321675,1.592108
DAG(18:1/22:5),1.1124224999999999,1.839964
DAG(18:1/22:6),1.233745,1.9215759999999997
DAG(18:2/22:4),1.0701100000000001,1.3600919999999999
DAG(18:2/22:5),1.2347175,2.0059039999999997
DAG(18:2/22:6),2.4356899999999997,7.693496
DCER(22:0),1.1719075,1.4104079999999999
DCER(22:1),1.0318625,1.2205679999999999
FFA(12:0),4.03583,1.068676
FFA(18:0),1.2677275,1.033012
FFA(18:1),1.21794,0.939888
FFA(20:0),1.5465475,1.0445920000000002
FFA(20:1),1.3499025,1.004828
FFA(20:4),1.3846175,1.4093600000000002
FFA(22:0),2.0025424999999997,1.111304
FFA(24:0),1.403965,0.9997719999999998
FFA(24:1),1.1532025000000001,0.929164
HCER(18:0),2.2964600000000006,2.9767520000000003
HCER(18:1),1.8786924999999997,2.8454520000000003
HCER(20:1),1.536085,1.6981240000000002
HCER(22:1),1.6379749999999997,2.264344
HCER(24:0),2.5138,3.1294719999999994
HCER(24:1),2.5574925,2.830732
HCER(26:0),1.2774575000000001,1.897764
HCER(26:1),1.584835,2.232044
LCER(14:0),1.1960374999999999,1.934268
LCER(16:0),1.906475,3.954352
LCER(18:0),1.8613225,5.6136479999999995
LCER(18:1),0.9861875000000001,1.087828
LCER(20:0),1.6730775000000002,3.5825759999999995
LCER(20:1),1.18895,2.159364
LCER(22:0),2.349045,4.832056
LCER(22:1),1.2531575,2.5533520000000003
LCER(24:0),2.2300775,4.765404
LCER(24:1),2.1170125,4.821852000000001
LCER(26:0),1.225835,2.174884
LCER(26:1),1.0068075,1.6639279999999999
LPC(16:0),0.6508100000000001,2.323036
LPC(18:0),0.5896,2.25326
LPC(18:1),0.20821750000000003,0.4429840000000001
LPC(18:2),0.6456725000000001,0.795424
LPC(20:1),0.9204000000000001,0.9288679999999999
LPE(15:0),0.9247724999999999,2.320328
LPE(16:0),1.2565075,2.9291840000000002
LPE(16:1),0.46686750000000005,1.080324
LPE(17:0),0.94795,2.458104
LPE(18:0),1.0492825,3.0731200000000003
LPE(18:1),0.9985575000000001,2.187604
LPE(18:2),0.7116825,1.044532
LPE(20:1),0.5043775,0.7485599999999999
MAG(15:0),0.90427,1.3122960000000001
MAG(16:0),1.012815,1.32516
MAG(16:1),0.9038350000000002,1.4169040000000002
MAG(17:0),0.9124650000000001,1.1733959999999999
MAG(18:0),1.0106300000000001,1.2341
MAG(18:1),1.7556275,3.9744960000000003
MAG(18:2),2.1673175000000002,4.319648
MAG(18:3),1.3672900000000001,2.06438
MAG(20:0),1.0350975,1.530224
MAG(20:1),1.0946224999999998,1.8118120000000002
MAG(20:2),0.9723,1.416908
MAG(20:3),0.9619925,1.3457560000000002
MAG(20:4),1.059625,1.3994160000000002
MAG(20:5),0.9590099999999999,1.1539240000000002
MAG(22:0),1.1895375,1.529324
MAG(22:1),1.2345075,1.768632
MAG(22:2),1.1042275,1.421652
MAG(22:4),1.2858425,1.6195920000000001
MAG(22:5),1.0197675,1.213556
MAG(24:0),1.0277975000000001,1.4205320000000001
PC(18:0/12:0),0.4095,0.552892
PE(14:0/18:2),0.6502,0.78384
