TaxoName, mean0_tolerant, mean1_sensitive
CE(14:1),1.259555,2.834423076923076
CE(17:0),1.026755,2.151653846153846
CE(18:3),0.8533350000000001,2.2055615384615384
CE(18:4),1.1515400000000002,2.3259692307692306
CE(20:1),1.0703550000000002,1.7285153846153847
CE(22:0),1.0515599999999998,1.9980153846153845
CE(22:4),1.2979850000000002,2.4161384615384613
CE(24:1),1.0341349999999998,1.6588076923076922
CER(16:0),0.9896850000000003,1.855476923076923
CER(18:0),1.2443749999999998,2.734815384615385
CER(20:0),1.18892,2.097523076923077
CER(22:0),1.13707,2.062353846153846
CER(22:1),1.1021249999999998,2.7594769230769227
CER(24:0),1.132655,2.082661538461539
CER(24:1),0.992985,1.9366384615384613
CER(26:1),1.2227799999999998,1.6238769230769232
DAG(14:0/18:3),2.130015,7.356338461538462
DAG(14:0/20:0),1.1767099999999997,1.8731923076923076
DAG(14:0/22:6),10.968995,39.73163076923077
DAG(16:0/16:1),1.019755,1.5040615384615383
DAG(16:0/18:3),1.7790400000000002,5.328592307692308
DAG(16:0/20:3),1.060285,1.564123076923077
DAG(16:0/20:5),1.065755,1.5890692307692307
DAG(16:0/22:5),1.1719750000000002,2.049153846153846
DAG(16:1/18:0),1.1570749999999999,2.522184615384615
DAG(16:1/18:1),1.23963,1.7697384615384615
DAG(16:1/18:2),1.7729499999999998,5.294123076923078
DAG(16:1/18:3),1.21581,2.7698000000000005
DAG(16:1/20:0),1.2083600000000003,2.1536923076923076
DAG(16:1/20:2),1.19598,2.3159923076923077
DAG(16:1/20:4),1.22315,2.0384153846153845
DAG(18:0/18:1),1.554645,2.1965846153846154
DAG(18:0/18:2),1.586565,2.9203923076923077
DAG(18:0/18:3),1.25576,1.9498076923076924
DAG(18:1/20:1),1.8827849999999997,3.6890307692307696
DAG(18:1/20:3),1.19659,2.4642692307692307
DAG(18:1/20:4),1.2031399999999999,2.329307692307693
DAG(18:1/22:4),1.1279899999999998,1.9047000000000003
DAG(18:1/22:5),1.072945,1.8830769230769233
