TaxoName, mean0_tolerant, mean1_sensitive
Slackia_isoflavoniconvertens,0.1493445,0.0211968
Streptococcus_salivarius,0.4472335,0.1449996
Romboutsia_ilealis,0.06466875000000001,0.0242292
