TaxoName, mean0_tolerant, mean1_sensitive
"androstenediol (3beta,17beta) disulfate (2)",0.48095999999999994,1.2884315789473686
"androstenediol (3beta,17beta) monosulfate (1)",0.40933499999999995,1.1082105263157893
arachidonate (20:4n6),1.8299383333333334,2.340921052631579
arachidoyl ethanolamide (20:0)*,0.9895650000000001,1.3671631578947367
argininosuccinate,0.33714333333333335,0.7460157894736843
azelate (nonanedioate; C9),1.7769883333333338,0.9873552631578948
beta-alanine,1.0920633333333332,2.453897368421052
beta-sitosterol,1.783596666666667,2.450063157894737
biliverdin,1.277016666666667,2.243721052631579
campesterol,2.1335883333333334,2.859397368421052
carboxyethyl-GABA,1.1848366666666668,0.9050921052631582
cerotoylcarnitine (C26)*,1.161875,0.9360868421052632
chenodeoxycholic acid sulfate (1),0.5207666666666666,1.0603736842105265
chenodeoxycholic acid sulfate (2),0.09900500000000001,0.5854842105263159
cholesterol,1.6088283333333335,2.2907552631578945
phosphocholine,1.898771666666667,4.322715789473683
cinnamate,0.9831883333333334,0.9096921052631579
cortolone,0.7430716666666667,1.2299236842105261
dehydroepiandrosterone sulfate (DHEA-S),0.5290216666666666,1.2703131578947369
deoxycholic acid 3-sulfate,0.09598166666666667,0.5237842105263159
dihomolinolenate (20:3n3 or 3n6),2.290683333333333,3.024392105263158
dipicolinate,1.6780500000000003,1.0877368421052633
docosapentaenoate (DPA; 22:5n3),2.6211716666666667,2.7811236842105265
eicosenoylcarnitine (C20:1)*,1.1511216666666664,1.4389552631578946
enterolactone,1.3749766666666665,2.9584500000000005
ergosterol,1.2929883333333334,2.164528947368421
gamma-glutamylglycine,1.0761150000000002,0.7057263157894736
gamma-glutamylisoleucine*,1.2304783333333333,0.894907894736842
gamma-glutamylmethionine,1.3557533333333334,0.9867026315789474
gamma-tocotrienol,1.1544333333333334,0.8674368421052631
gluconate,1.8822266666666667,3.8603973684210526
glutarate (C5-DC),1.3027033333333333,0.9405842105263159
glycerophosphorylcholine (GPC),1.4230266666666664,3.68591052631579
hexadecatrienoate (16:3n3),0.9916433333333334,4.457302631578948
I-urobilinogen,5.304331666666666,4.989868421052631
isoursodeoxycholate sulfate (1),0.37885833333333335,0.9222657894736843
laurate (12:0),16.29125,2.396147368421053
lignoceroylcarnitine (C24)*,1.226868333333333,0.9645815789473684
linoleoylcarnitine (C18:2)*,0.5626916666666667,1.5198578947368424
lithocholate sulfate (1),0.6372383333333335,0.9890052631578947
lithocholic acid sulfate (2),3.111026666666666,5.838778947368421
mead acid (20:3n9),3.33997,4.903634210526317
methionine sulfoxide,1.066365,1.2767631578947367
N-acetylaspartate (NAA),1.4772616666666667,1.6811052631578947
N-acetylhistidine,1.3364983333333333,1.0190157894736842
N-acetyltaurine,1.602865,5.6391842105263175
N-alpha-acetylornithine,1.231225,0.9395131578947369
N-carbamoylputrescine,1.3897516666666665,2.3663605263157894
"N1,N12-diacetylspermine",0.6533883333333335,2.533726315789473
N1-Methyl-2-pyridone-5-carboxamide,0.9875933333333333,1.6262368421052633
octadecanedioate (C18),1.5330383333333333,0.9351394736842105
oleoyl ethanolamide,3.3384899999999997,2.8712
oleoylcarnitine (C18),0.5595366666666666,1.0972394736842104
palmitoleoylcarnitine (C16:1)*,0.6011333333333333,2.8002736842105267
palmitoyl ethanolamide,2.5942950000000002,2.544918421052632
phenol sulfate,0.8021233333333332,5.5150500000000005
phenylpyruvate,1.44577,0.9457052631578948
pheophytin A,2.557598333333333,3.855892105263157
pimelate (C7-DC),1.34979,0.8558421052631578
piperine,4.30307,29.114763157894732
pregnen-diol disulfate*,0.32052333333333327,0.9882736842105265
pregnenediol sulfate (C21H34O5S)*,0.399655,1.0122421052631578
pregnenetriol sulfate*,0.28505833333333336,0.5969578947368421
pregnenolone sulfate,0.4527016666666667,0.6264763157894737
pyridoxate,1.2623016666666667,0.891157894736842
pyridoxine (Vitamin B6),1.9232866666666666,1.1864210526315788
quinate,3.793658333333334,3.816942105263158
ribitol,1.4815683333333334,0.9675552631578948
S-methylmethionine,0.5728649999999998,0.6843236842105265
sebacate (C10-DC),1.3819966666666668,0.9329157894736843
skatol,0.9796899999999997,0.7081105263157895
sphingosine,1.3358266666666663,2.660752631578948
stearoyl ethanolamide,2.0026300000000004,2.6461973684210527
stearoylcarnitine (C18),0.5962316666666666,0.7581052631578948
stigmasterol,1.255571666666667,1.7926657894736844
suberate (C8-DC),1.2545616666666668,0.9292473684210526
succinylglutamine,0.719035,1.2367868421052632
taurine,2.8574066666666664,8.479328947368419
taurodeoxycholate,1.9334833333333337,0.6103947368421053
tetrahydrocortisol sulfate (2),0.6656583333333332,0.9247026315789474
thymine,1.1921266666666668,0.9297552631578949
trimethylamine N-oxide,1.1749716666666667,4.555371052631578
tryptophylglycine,0.5672233333333332,1.1508421052631579
undecanedioate (C11-DC),1.182101666666667,1.0980447368421056
xanthopterin,0.9644949999999999,1.1462105263157893
X - 12026,0.492855,0.7783026315789473
X - 12101,1.7658583333333333,1.5559078947368423
X - 12828,0.6562783333333334,1.244155263157895
X - 13728,1.4029733333333334,0.8178236842105263
X - 13835,2.803734999999999,4.808836842105264
X - 15666,0.9918933333333334,1.2575315789473684
X - 16946,0.6677616666666666,0.8525052631578948
X - 17438,1.7832866666666667,1.3026
X - 17749,1.241636666666667,0.8297473684210527
X - 17852,0.9180033333333335,0.6791605263157893
X - 17877,1.1593899999999995,0.808784210526316
X - 17910,0.9636166666666667,0.6998736842105263
X - 19232,1.1960033333333335,0.7801210526315789
X - 19751,0.6929216666666667,1.3051947368421049
X - 20197,1.1420216666666667,1.027934210526316
X - 21448,0.8224566666666665,1.1680052631578948
X - 21471,0.4424233333333332,0.5781210526315789
X - 21788,0.40700833333333325,1.7139868421052633
X - 21796,1.0062966666666668,1.2597526315789473
X - 22835,1.8314483333333331,0.8143236842105264
X - 23060,2.693885,0.9342421052631582
X - 23062,2.285943333333334,0.9861184210526313
X - 23105,2.5019599999999995,0.72015
X - 23470,0.8978983333333335,1.1083605263157892
X - 23581,1.30602,0.9142184210526315
X - 23662,2.7620066666666663,4.746378947368421
X - 23734,1.3774516666666667,0.7559
X - 23764,1.8625783333333332,3.6356236842105267
X - 23919,0.8821933333333334,1.0661894736842108
X - 24238,1.4250266666666669,0.9395394736842105
X - 24546,0.4521833333333334,1.0981052631578947
X - 24608,1.5677266666666663,0.9404552631578948
X - 24829,1.6057166666666667,1.1392
X - 25247,1.6290733333333334,0.8689631578947367
X - 25492,0.71522,1.3887
X - 25501,1.1567416666666668,0.5243868421052632
X - 25509,1.175055,0.6668105263157895
X - 25518,2.021575,0.9183763157894739
X - 25562,0.68542,0.9767263157894736
X - 25837,1.58863,1.4315447368421053
X - 25854,0.5876533333333334,0.8955447368421053
X - 25936,0.9937533333333334,1.4185368421052633
X - 25941,1.176243333333333,0.6985236842105264
X - 25942,4.015381666666666,0.6756578947368422
X - 25943,2.472231666666667,0.6253473684210527
X - 25945,1.3107466666666667,0.8425921052631578
X - 25946,1.10091,0.5055605263157895
