TaxoName, mean0_tolerant, mean1_sensitive
CE(14:1),1.1171616666666668,1.8989078947368423
CE(18:3),1.187428333333333,1.7798526315789474
CER(16:0),1.2893283333333334,1.989042105263158
CER(18:0),1.5354866666666669,2.7860684210526316
CER(20:0),1.445685,2.1976157894736845
CER(22:0),1.3657999999999997,2.1459500000000005
CER(22:1),1.1379316666666666,2.228273684210526
CER(24:0),1.3910033333333334,2.069339473684211
CER(24:1),1.3548666666666667,1.9676315789473684
DAG(16:1/18:3),1.0078983333333331,1.8371868421052633
DCER(22:0),1.1481433333333333,1.3711342105263156
FFA(18:0),1.2360433333333334,0.9839421052631581
FFA(18:1),1.1877033333333331,0.889328947368421
FFA(20:0),1.4440533333333332,1.1192105263157897
FFA(20:1),1.2626883333333334,1.0036657894736842
FFA(22:0),1.804106666666667,1.1
HCER(22:1),1.7811766666666666,2.138773684210526
HCER(26:0),1.2954400000000001,1.9270105263157897
HCER(26:1),1.854975,2.315244736842105
LCER(14:0),1.1506583333333331,1.8987236842105262
LCER(16:0),1.7127583333333334,3.7256605263157887
LCER(18:0),1.7636383333333332,4.7786289473684205
LCER(18:1),0.9913583333333332,1.0986052631578946
LCER(20:0),1.5576766666666662,3.3658131578947366
LCER(20:1),1.1245350000000003,1.9752631578947366
LCER(22:0),2.021,4.474921052631578
LCER(22:1),1.1754516666666666,2.377873684210526
LCER(24:0),1.9544749999999995,4.421457894736842
LCER(24:1),1.8892983333333333,4.374094736842106
LCER(26:0),1.1860433333333333,2.2394526315789474
LCER(26:1),1.0454633333333332,1.6952894736842108
LPC(16:0),0.6979699999999998,2.148460526315789
LPC(18:0),0.6941183333333333,1.9569710526315796
LPC(18:1),0.1925983333333334,0.4014578947368422
LPC(18:2),0.6425866666666666,0.7809499999999998
LPE(15:0),0.8784833333333333,2.2239368421052625
LPE(16:0),1.178078333333333,2.674757894736842
LPE(16:1),0.47538666666666674,1.0721947368421052
LPE(17:0),0.9993133333333333,2.169976315789474
LPE(18:0),1.2567383333333333,2.60885
LPE(18:1),0.9713916666666665,1.9658815789473683
LPE(20:1),0.5235333333333334,0.7162526315789473
MAG(15:0),0.9050083333333334,1.466728947368421
MAG(16:0),1.0036316666666665,1.3243605263157894
MAG(16:1),0.9109133333333334,1.3874157894736843
MAG(17:0),0.9233616666666664,1.157905263157895
MAG(18:0),1.0028783333333333,1.212807894736842
MAG(18:3),1.300706666666667,1.9548421052631577
MAG(20:0),1.0314166666666666,1.3982552631578946
MAG(20:1),1.0381566666666666,1.615857894736842
MAG(20:2),0.9759966666666667,1.3302184210526318
MAG(20:3),0.9589416666666668,1.3028236842105263
MAG(20:5),0.9786899999999998,1.1301552631578946
MAG(22:1),1.1201866666666667,1.6102157894736842
MAG(22:5),0.9987033333333334,1.2087131578947368
MAG(24:0),1.0528966666666666,1.4225447368421051
PC(16:0/16:0),0.498595,0.8715394736842105
PE(16:0/15:0),1.4741283333333335,3.012636842105263
PE(16:0/16:1),0.4796633333333335,0.7219368421052634
PE(O-16:0/16:0),1.3002200000000002,2.0801078947368428
PE(P-16:0/16:1),0.6288666666666668,0.49716052631578966
PE(P-18:1/16:0),1.051805,1.4799394736842104
SM(18:0),1.5290366666666662,4.394363157894737
SM(18:1),0.6839799999999999,1.362952631578947
SM(22:1),1.03677,1.4837394736842107
SM(24:0),0.9657483333333332,1.2082526315789477
TAG44:2-FA16:1,1.2936949999999998,2.100942105263158
TAG45:1-FA15:0,1.0004633333333333,1.4805605263157893
TAG46:1-FA14:1,0.9111516666666666,1.6747605263157894
TAG46:3-FA16:1,1.099065,1.5728973684210528
TAG48:1-FA14:1,0.9491249999999999,1.8882736842105263
TAG49:1-FA14:0,1.1004900000000002,3.4855052631578936
TAG49:1-FA17:0,1.041705,1.6946736842105263
TAG49:3-FA15:0,1.0888833333333332,2.234073684210527
TAG51:2-FA16:1,0.9170583333333333,1.6277052631578945
TAG52:1-FA16:1,0.9524133333333334,1.9054105263157892
TAG52:2-FA20:1,0.9798516666666667,1.7536921052631582
TAG52:3-FA20:1,1.0333116666666666,2.0222131578947367
TAG52:6-FA20:4,1.0101499999999999,1.4262578947368423
TAG52:7-FA22:6,1.055465,1.564173684210526
TAG52:8-FA16:1,0.9882849999999999,1.9522842105263152
TAG53:1-FA18:0,1.105715,3.7358421052631576
TAG53:5-FA20:4,1.0115483333333333,1.4808605263157895
TAG54:5-FA22:4,1.0443616666666666,1.630021052631579
TAG54:5-FA22:5,0.9561333333333334,1.400086842105263
TAG54:7-FA22:6,1.0106933333333332,1.5891447368421052
TAG54:8-FA20:4,1.4354216666666664,7.095792105263157
TAG55:5-FA20:4,1.0044716666666667,3.09395
TAG56:5-FA22:5,1.03353,1.6616473684210527
TAG56:7-FA22:4,1.1009966666666666,1.975242105263158
TAG56:8-FA16:0,1.04748,2.084771052631579
TAG56:8-FA16:1,0.99419,1.454157894736842
TAG56:8-FA18:3,1.042245,2.145423684210526
TAG58:8-FA20:3,1.2330666666666668,2.7704526315789475
TAG60:11-FA22:5,1.0615116666666666,1.8499263157894734
TAG60:11-FA22:6,1.0225033333333333,1.7482736842105266
