TaxoName,pValue,fdrCorrectedpVal,CohenEffectSize,foldChanges,Mean0_tolerant,mean1_sensitive
(N(1) + N(8))-acetylspermidine,0.04341456808433513,0.24948837815472333,0.23544224647478854,0.5254393978464866,1.7587949999999997,3.3472842105263156
"1,7-dimethylurate",0.012295289435134603,0.13807634661790583,0.27994193186181937,0.45407667068139507,0.7867583333333333,1.7326552631578949
1-methylhypoxanthine,0.0077276465757777765,0.10589673725767487,0.2720962766575814,0.5188091798805133,0.8298516666666667,1.5995315789473683
1-methylnicotinamide,0.001776351782072678,0.06941459478939081,0.14683075229005133,0.09969799285307518,0.7065683333333334,7.08708684210526
1-methylurate,0.005701284377453363,0.10064064597585462,0.2902954662830477,0.2651595450838923,0.9957766666666664,3.7553868421052634
1-methylxanthine,0.0014777825591792146,0.06797799772224387,0.38094651121027995,0.42821943148811525,1.3747083333333334,3.2102894736842105
1-palmitoyl-2-linoleoyl-digalactosylglycerol (16:0/18:2)*,0.0039539815906967065,0.09793708247725688,0.1081614530283602,1.3873509307737057,1.8744133333333333,1.3510736842105262
1-palmitoyl-2-linoleoyl-galactosylglycerol (16:0/18:2)*,0.0003589434245522499,0.039470794191597706,0.10681429797073624,1.4003454521097887,1.164538333333333,0.8316078947368423
11-ketoetiocholanolone sulfate,0.021919466468602967,0.18559338179613877,0.15099310337120722,0.7297545621025164,0.5470566666666666,0.7496447368421052
2'-deoxyguanosine,0.029244759811570636,0.21401846953013054,0.25264437581810456,0.5430830632681578,1.2316966666666664,2.2679710526315793
2'-deoxyinosine,0.02519240816296507,0.19625698617277626,0.2666142598531774,0.6598428893144771,1.113405,1.687378947368421
"2,8-quinolinediol",0.027697420290199844,0.20581313846410038,0.08165938899087273,1.6727045800532607,7.447536666666665,4.452392105263159
2-aminophenol,0.00032683084967606194,0.039470794191597706,0.21941657175803206,1.954462201100602,1.6558666666666668,0.8472236842105264
2-oxo-1-pyrrolidinepropionate,0.019069409804395865,0.16900045753253584,0.21180940244004132,1.2075166850225447,1.1252466666666665,0.9318684210526315
3-(4-hydroxyphenyl)lactate (HPLA),0.0107119206731725,0.12970937655597445,0.1579068881867194,1.4210596445643666,1.4219833333333336,1.00065
3-formylindole,0.0037958110596768434,0.09793708247725688,0.24138928125387218,1.4659505613374813,1.506785,1.0278552631578945
3-hydroxybutyrate (BHBA),0.006978268541908988,0.10064064597585462,0.21241773982113535,2.411062036367231,2.82428,1.1713842105263157
3-hydroxyoleate*,0.003884906622119404,0.09793708247725688,0.2935981442544412,2.187887957052774,2.241520000000001,1.0245131578947364
