TaxoName, mean0_tolerant, mean1_sensitive
DAG(16:1/18:3),0.8693700000000002,1.3413916666666665
LPC(16:0),0.705475,4.1906
LPC(18:1),0.24394499999999994,0.69875
LPE(17:0),0.9747299999999999,2.7811833333333333
LPE(18:1),1.0443449999999999,3.0028166666666665
MAG(16:1),0.9043050000000001,1.7305666666666666
MAG(20:0),1.039255,1.5505416666666667
TAG42:1-FA16:1,0.9814550000000001,2.856875
TAG46:2-FA14:1,0.97219,2.950916666666666
TAG46:3-FA16:1,0.9419450000000001,2.0559
TAG49:1-FA14:0,0.97299,2.9340416666666673
TAG52:8-FA16:1,0.989695,2.318791666666667
