,TaxoName,Diets
0,2.7.11.32,['all']
1,2.7.4.27,['all']
2,3.6.1.61,['all']
3,4.1.2.29,['all']
4,4.99.1.4,"['all', 'BAndBS']"
5,6.3.1.5,['all']
