TaxoName,sensitiveSample_1,sensitiveSample_2,sensitiveSample_3,sensitiveSample_4,sensitiveSample_5,sensitiveSample_6,sensitiveSample_7,sensitiveSample_8,sensitiveSample_9,sensitiveSample_10,sensitiveSample_11,sensitiveSample_12,sensitiveSample_13,sensitiveSample_14,sensitiveSample_15,sensitiveSample_16,sensitiveSample_17,sensitiveSample_18,sensitiveSample_19,sensitiveSample_20,sensitiveSample_21,sensitiveSample_22,sensitiveSample_23,sensitiveSample_24,sensitiveSample_25,sensitiveSample_26,sensitiveSample_27,sensitiveSample_28,sensitiveSample_29,sensitiveSample_30,sensitiveSample_31,sensitiveSample_32,sensitiveSample_33,sensitiveSample_34,sensitiveSample_35,sensitiveSample_36,sensitiveSample_37,sensitiveSample_38,tolerantSample_1,tolerantSample_2,tolerantSample_3,tolerantSample_4,tolerantSample_5,tolerantSample_6,tolerantSample_7,tolerantSample_8,tolerantSample_9,tolerantSample_10,tolerantSample_11,tolerantSample_12,tolerantSample_13,tolerantSample_14,tolerantSample_15,tolerantSample_16,tolerantSample_17,tolerantSample_18,tolerantSample_19,tolerantSample_20,tolerantSample_21,tolerantSample_22,tolerantSample_23,tolerantSample_24,tolerantSample_25,tolerantSample_26,tolerantSample_27,tolerantSample_28,tolerantSample_29,tolerantSample_30,tolerantSample_31,tolerantSample_32,tolerantSample_33,tolerantSample_34,tolerantSample_35,tolerantSample_36,tolerantSample_37,tolerantSample_38,tolerantSample_39,tolerantSample_40,tolerantSample_41,tolerantSample_42,tolerantSample_43,tolerantSample_44,tolerantSample_45,tolerantSample_46,tolerantSample_47,tolerantSample_48,tolerantSample_49,tolerantSample_50,tolerantSample_51,tolerantSample_52,tolerantSample_53,tolerantSample_54,tolerantSample_55,tolerantSample_56,tolerantSample_57,tolerantSample_58,tolerantSample_59,tolerantSample_60
3-indoleglyoxylic acid,0.6718,2.4707,0.921,0.6598,0.9802,0.7569,0.7722,0.8906,0.98,0.3582,4.3844,0.3275,0.6567,0.2348,0.395,0.6707,0.7677,0.909,0.4087,2.9925,1.4018,1.4421,1.4059,0.1293,1.6981,1.0,2.0556,0.6363,0.4365,0.4422,2.296,1.1684,2.0393,0.3391,0.3987,2.1151,0.1814,0.9259,3.9375,1.3646,1.7026,2.3905,1.1011,0.7096,1.9737,2.1016,0.7673,0.5225,2.5896,0.3974,0.8773,1.7044,0.14,2.9196,1.4236,0.9713,0.2283,1.0101,2.8639,4.4585,1.2676,2.1469,1.6754,1.0069,0.7685,2.0205,0.7581,0.7139,1.183,0.6384,1.2703,3.9688,1.9171,2.5875,2.2266,1.0731,0.2513,0.5502,1.6631,0.8917,0.9295,0.6938,4.6087,2.2102,3.7243,1.4701,1.7763,0.2853,0.5099,3.158,5.1892,1.0107,1.3693,0.9587,0.8158,0.4318,1.4255,4.9424
3-ketosphinganine,7.0224,1.0464,1.2012,1.6513,0.9821,1.4335,0.7048,0.8102,0.8015,3.7282,0.8037,1.8548,2.5694,10.9896,4.2474,2.111,9.2707,10.7539,5.1032,0.5257,2.3667,0.8015,3.2057,3.544,0.5489,1.2887,0.8634,0.5933,0.5288,1.6952,0.3281,10.8457,6.1383,1.2355,0.78,0.1659,1.3972,1.4045,1.0179,1.5924,0.4128,1.0244,0.6223,4.2878,1.1999,1.2284,0.5194,2.4814,0.8179,0.5674,0.8421,0.3651,0.3945,2.8506,0.9721,1.5927,0.966,1.6094,0.4889,0.5409,4.0371,1.7157,0.446,0.3877,0.9395,0.6651,0.7501,1.5569,8.0619,3.192,0.5481,0.6664,1.306,0.9507,0.1659,0.7028,5.1212,3.9167,0.4263,0.3594,0.5801,0.6323,0.8733,0.4112,1.6861,0.7546,0.2021,0.1659,1.7187,1.3249,0.3613,1.1553,0.622,1.1227,0.814,0.372,1.2801,2.8081
3-methyl-2-oxobutyrate,1.4566,3.9399,1.1941,0.1038,0.9693,1.56,0.1965,0.3753,0.7246,0.3035,2.0165,0.2038,1.2586,0.0852,0.5403,0.5714,0.2385,0.3438,0.2022,1.998,0.7136,1.2256,1.1791,0.0529,1.9288,0.8072,3.3672,1.3752,0.16,0.3923,1.0,0.4043,1.5777,0.5194,0.0772,1.6344,0.2795,0.2862,1.3317,1.05,0.5508,3.1123,2.444,0.0979,1.2597,1.4421,1.6285,0.8626,3.4475,1.5834,2.2517,1.3219,0.0527,1.5225,0.5868,1.5115,0.1925,1.8958,0.2922,0.7712,3.2232,4.1716,0.3877,0.3483,1.0351,3.7673,0.2686,1.0307,2.8038,0.5026,6.0818,2.6415,1.2499,2.2254,1.1967,0.3886,0.0797,0.9649,1.2666,1.2388,3.6007,2.177,1.1321,2.6235,1.9777,1.2073,1.437,0.1541,0.463,1.3263,2.7968,0.8712,1.2363,0.3644,0.4636,0.4192,1.8258,3.2588
3-methyl-2-oxovalerate,0.7405,1.9706,0.8319,0.3903,1.0,1.5329,0.2737,0.3813,0.8821,0.2692,1.983,0.3646,0.9405,0.0211,0.3203,0.5876,0.4543,0.2757,0.2412,2.1952,0.8834,1.4554,1.3961,0.0484,1.9942,0.8822,3.1021,1.3301,0.2152,0.3058,1.3372,0.5005,2.1225,0.5594,0.1238,3.1029,0.4558,0.3822,1.6458,1.6932,1.4004,3.0156,2.121,0.1365,1.2626,1.4523,1.7638,0.7448,3.3374,1.0551,1.9453,1.3686,0.1051,1.2413,0.8734,1.0724,0.2676,1.1274,0.6919,1.2209,2.6909,3.8065,0.7448,0.7466,1.3395,2.9682,0.2885,1.3163,2.393,0.5792,2.3611,1.9565,0.632,1.2538,1.4867,0.7882,0.0971,0.844,1.4389,1.2458,2.1717,1.6033,1.2597,2.7441,2.7416,1.3835,1.8143,0.2694,0.1579,1.6701,3.1067,1.1912,0.9969,0.4997,0.5884,0.6301,1.4494,2.141
3-methyladipate,0.4983,1.1765,1.4226,0.4219,1.0046,1.2015,1.224,1.2458,1.2308,5.952,0.2707,0.1199,0.9985,0.1199,0.5564,0.6165,0.6603,0.1199,0.4046,0.3136,3.2261,1.1904,0.6717,0.3194,1.0679,0.3719,0.8173,0.6551,0.678,0.341,1.2125,0.8374,1.0,0.4773,0.8496,0.4187,0.1199,1.2551,0.6522,16.9934,15.91,0.7713,35.7569,0.2829,10.6109,0.5251,1.0225,0.691,15.0317,1.419,0.6077,33.9213,2.72,0.8628,0.5832,1.0237,0.9954,1.0,0.6326,0.4856,10.3891,21.1581,43.6604,27.6115,0.789,0.8677,33.9932,56.8448,0.5877,0.5983,12.0374,13.9351,1.9748,1.5398,1.2097,0.9133,2.7468,0.7491,19.7624,20.3803,0.1199,2.6952,0.5205,0.9344,15.1021,11.7703,1.6821,1.2386,0.1199,1.0526,0.9031,0.9332,1.5434,0.9563,1.1049,0.6768,0.7233,0.7838
3-methylhistidine,0.1627,10.8481,1.4126,4.4573,0.8282,2.4607,0.6091,4.3821,1.7938,0.5675,0.0794,0.1889,0.4479,1.2409,1.9119,15.1144,4.1181,1.9063,0.7364,6.7499,19.5673,2.1264,16.6196,5.7866,0.6797,2.726,2.2782,2.7417,2.0055,1.1921,13.2397,0.3211,0.1467,2.9622,2.4671,0.0475,1.2866,18.1674,0.3638,0.3208,0.6609,0.6595,0.0463,0.0889,2.5872,1.8563,0.189,1.204,1.7605,0.2514,0.232,0.5427,0.4409,0.302,1.291,0.2106,0.187,17.0223,0.6706,1.1128,0.4766,0.3465,0.2773,1.0412,0.4484,5.4792,0.8525,2.1676,34.0806,3.2835,1.9979,15.8107,18.9504,0.3751,0.5808,0.3468,0.1964,1.0527,2.0059,0.8875,3.5345,0.5337,0.1663,0.2531,7.3261,1.005,0.1811,1.2929,0.5552,3.0815,5.4155,0.1196,0.1543,0.1571,1.5399,0.6115,0.1983,2.9676
4-hydroxycyclohexylcarboxylic acid,0.2806,0.2806,0.2806,0.2806,0.2806,0.2806,1.0989,0.2806,1.4277,0.2806,0.2806,0.2806,2.96,0.2806,3.8054,0.2806,0.2806,0.3913,0.2806,0.5668,0.2806,0.2806,0.2806,0.2806,0.8549,0.2806,0.2806,0.9948,0.2806,0.2806,3.8607,3.1667,1.0776,0.2806,0.2806,0.2806,0.2806,3.4331,0.2806,1.1641,0.2806,0.6626,0.2806,0.2806,0.2806,0.2806,0.7184,0.9636,0.6182,1.3391,0.2806,0.2806,0.8739,2.2184,0.2806,0.7484,0.2806,1.9732,0.2806,0.2806,0.2806,0.72,1.3394,1.3309,0.5341,0.2806,1.0795,0.357,0.2806,1.0,0.2806,0.5871,0.2806,0.6179,0.2806,0.4946,0.3155,0.6869,1.7418,0.7267,0.2806,3.3769,1.6554,0.685,0.2806,0.2806,5.6881,0.2806,0.2806,2.8605,0.6171,2.6757,1.1048,2.4893,0.882,1.4471,0.2806,0.9404
4-hydroxyphenylpyruvate,0.8249,2.2877,1.5918,0.3404,0.9715,2.0963,0.3002,0.4996,0.7222,0.33,2.0121,0.409,0.9346,0.0793,0.3858,0.3399,0.2183,0.5859,0.3258,2.1183,0.6932,1.6299,0.9277,0.1045,1.6888,1.107,3.6381,1.4015,0.4769,0.2597,1.602,0.6801,2.0647,0.6614,0.2567,2.6096,0.3735,0.3391,2.2544,1.6307,1.3156,3.2016,2.6515,0.1522,0.6168,1.5089,1.81,0.886,3.6484,1.5215,2.7447,1.7593,0.0935,1.0968,0.7685,1.3899,0.3902,1.3804,0.795,1.5553,3.0038,4.6555,0.6334,0.5692,1.0858,3.4572,0.3735,1.1051,3.3267,0.4779,3.6538,1.7385,0.3911,0.8291,1.5774,0.8491,0.1588,1.1205,1.6509,1.2625,2.9748,2.2772,1.2746,3.0346,3.2812,1.6409,1.9521,0.3555,0.4328,1.1777,3.6068,0.9812,1.6616,0.5207,0.6005,0.669,1.4227,1.6838
4-methyl-2-oxopentanoate,0.538,2.1998,0.9702,0.1631,1.173,1.6899,0.2783,0.3642,0.856,0.2678,2.0246,0.2335,0.8486,0.0243,0.3411,0.4948,0.3214,0.3314,0.2903,2.4293,0.9421,1.8881,1.2584,0.0508,1.6655,0.7982,3.4352,1.2182,0.1979,0.3488,1.1236,0.6322,2.061,0.5775,0.195,3.2567,0.1579,0.3808,1.8402,1.5262,1.4663,3.2804,2.0424,0.1395,1.2929,1.428,1.6564,0.7369,3.1315,0.9483,1.9996,1.1159,0.0883,1.1005,0.9801,1.0427,0.2409,1.1143,0.6626,1.2023,2.4088,3.4266,0.769,0.7668,1.2921,3.0329,0.2464,1.3417,2.5189,0.5737,2.395,1.9056,0.6621,1.3327,1.6176,0.7959,0.0976,0.9134,1.3327,1.1431,2.008,1.6121,1.3555,2.7218,2.6243,1.4175,1.883,0.2858,0.2159,1.7217,3.182,1.0628,1.1887,0.4617,0.5483,0.5782,1.2975,2.126
4-methylthio-2-oxobutanoate,0.5917,1.8631,1.1411,0.1076,1.1433,2.1271,0.2206,0.3663,0.6611,0.1386,1.7208,0.1853,0.8698,0.1076,0.3339,0.1818,0.1076,0.2499,0.2222,1.81,0.4579,0.8901,1.0785,0.1076,0.9903,0.9251,4.2126,1.1882,0.2174,0.1148,1.3254,0.4231,1.6477,1.0237,0.1363,3.1497,0.1372,0.2929,1.504,1.4325,0.901,3.7162,2.2025,0.1076,0.8453,1.4826,1.7164,1.0197,2.4917,1.2889,2.5476,1.1976,0.1076,1.2195,0.5709,1.3167,0.2452,1.9195,0.5294,0.9328,4.8499,4.3135,0.3575,0.5152,1.1033,2.2701,0.1384,1.0625,2.4929,0.4381,3.1406,2.031,0.5561,1.8145,1.2587,0.6964,0.1076,0.9988,0.9621,0.8476,2.5708,2.3437,1.045,2.11,2.7278,1.0867,2.1452,0.2543,0.165,1.0012,2.7753,0.6036,1.0074,0.3094,0.3992,0.4811,1.6851,1.3375
"5,6-dihydrouridine",0.8926,2.2002,1.878,1.5601,1.1041,2.0589,0.8052,1.6106,1.0976,0.1116,2.5126,0.5981,0.448,3.2132,2.1953,0.5126,1.0876,1.7108,1.4255,1.3992,5.3526,1.8419,0.9802,1.5976,0.3728,0.1589,0.5978,1.7662,1.6769,2.6222,2.2761,0.1127,0.5271,2.4918,1.8386,1.7163,0.5491,0.6547,0.7952,0.4144,1.2741,1.2456,0.1922,1.0367,2.6187,1.5707,1.2324,1.0838,0.4035,0.6848,0.7266,0.4838,1.3932,0.7196,0.1373,0.7748,0.6692,0.8674,2.0336,1.7604,0.3405,0.3042,1.1687,1.2072,2.0055,0.4607,1.4351,1.5057,2.202,1.4018,1.7576,0.9581,0.1116,1.0246,0.4111,1.5663,0.6276,0.6454,0.5507,0.4302,1.1809,0.763,1.3999,0.6608,1.1131,0.7695,1.6527,2.132,0.1255,1.8768,0.2265,0.2896,0.4194,1.1938,0.3961,0.7748,0.1234,0.5455
5-oxoproline,0.2791,0.9892,0.5467,0.4758,0.7196,3.3853,0.5739,10.0757,1.7761,0.3814,1.1636,0.1714,0.3561,4.05,0.5953,0.4269,0.6711,0.4089,0.5097,1.5123,1.4616,1.0811,0.6387,0.5069,3.922,0.3511,0.3501,4.5385,7.2079,0.4549,2.9648,0.2807,1.194,0.3308,0.6214,2.1102,0.2736,0.3432,2.1497,1.67,3.3931,0.9885,1.9895,0.2938,1.0084,1.0,4.8753,0.421,0.7104,0.3535,1.8273,2.0959,0.6456,1.5308,0.4287,0.5918,0.6025,0.3317,7.9439,4.7067,2.7214,1.8976,2.1295,3.6499,4.3883,2.9385,9.8004,3.1451,0.7517,0.4373,1.539,2.2463,0.5649,0.5886,1.9143,2.2685,0.2586,0.3322,0.9495,0.5506,0.7389,0.4304,2.8213,2.8377,0.7993,1.5687,3.082,1.5184,0.1129,4.9232,0.7134,1.0062,1.2814,1.2156,1.0072,1.9888,0.3898,0.5262
"5alpha-androstan-3alpha,17beta-diol disulfate",0.3033,0.2911,0.2911,0.2911,8.4829,0.2911,0.5095,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,1.2627,1.0,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,8.487,6.6545,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.6127,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911,0.2911
"5alpha-pregnan-3beta,20alpha-diol disulfate",0.716,1.1042,1.4082,0.2957,0.2108,1.2912,1.1134,0.2108,0.2108,0.2108,0.2108,1.9517,0.2952,1.8752,2.0266,0.4031,4.795,1.0254,1.6577,0.432,0.2446,0.2108,0.2108,1.2296,0.2108,1.6631,1.4528,0.2108,0.2108,0.2108,0.2108,0.2108,0.2108,0.2108,0.2108,0.2108,1.1523,0.2851,0.2108,0.2108,0.2108,0.7146,0.2108,1.689,0.2108,0.276,0.2108,0.2811,0.2108,0.2108,0.2108,0.2108,0.2108,0.2108,0.6537,0.2108,0.2108,1.0,0.2108,0.2108,0.2108,0.2108,0.2108,0.2108,0.7777,0.3633,0.2108,0.2108,0.4207,2.4829,0.2108,0.2108,0.2792,0.2108,0.2108,0.2108,0.2108,0.5499,0.2108,0.2108,0.2108,0.2108,0.2108,0.2108,0.2108,0.2108,0.2108,0.2108,0.2108,0.2108,2.7762,0.3215,0.2108,0.2108,0.2108,0.2108,0.7668,1.1098
"5alpha-pregnan-3beta,20beta-diol monosulfate (1)",2.5074,1.1094,0.1964,0.2438,1.1173,0.1964,2.1733,0.1964,0.1964,0.1964,0.1964,0.3511,0.1964,3.1383,7.2028,0.8906,0.5147,0.1964,0.5326,0.1964,0.1964,2.0977,2.3151,0.1964,0.1964,0.1964,1.7404,0.1964,0.1964,0.1964,0.1964,0.1964,0.1964,0.1964,0.1964,0.1964,0.2776,0.1964,0.1964,0.1964,0.1964,0.1964,0.1964,4.4578,0.1964,0.1964,0.1964,4.9858,0.1964,0.1964,0.1964,0.1964,0.1964,0.3279,0.1964,0.1964,0.5477,0.1964,0.1964,0.1964,0.1964,0.1964,0.1964,0.1964,0.1964,0.1964,0.1964,0.1964,1.9977,4.2484,0.1964,0.1964,0.1964,0.1964,0.1964,0.1964,1.127,2.6822,0.1964,0.2461,0.1964,0.1964,0.1964,0.1964,0.1964,0.1964,0.1964,0.1964,0.1964,0.3594,0.1964,0.1964,0.1964,0.1964,0.5183,0.1964,0.1964,0.2376
alpha-tocopherol,1.6366,0.5013,0.9888,0.277,0.6353,1.0483,0.9349,1.2263,1.0512,0.833,0.6546,0.9572,1.2171,0.6686,0.6652,0.8232,0.7626,0.684,0.6712,0.7699,0.8609,0.6725,1.2953,0.4929,1.5679,0.5977,0.4457,1.0181,1.0219,0.2409,0.6657,0.7272,0.6373,0.7612,0.8188,0.9268,0.993,1.8505,1.6761,1.1921,1.1479,1.6572,1.8663,0.6799,2.3987,1.2958,0.8636,2.0423,1.3019,1.2283,1.216,0.8329,0.5814,0.7729,1.0252,1.1781,0.7728,0.7569,1.4454,1.1994,1.1676,1.304,1.2482,1.0342,2.5646,1.1973,1.2261,0.5085,0.8235,1.2805,1.7345,2.6504,0.6481,0.8765,0.6094,0.8802,0.9873,2.426,0.9145,1.0,1.2215,1.3646,1.8503,1.3949,1.2363,2.6142,0.997,0.7138,0.313,0.9387,0.8499,2.0639,2.8392,1.7706,1.4001,1.0986,0.4638,0.4219
alpha-tocotrienol,1.652,0.3986,1.4006,0.0344,1.3396,0.8812,0.903,1.3741,1.0771,1.4025,0.1641,0.507,1.3797,0.1497,0.2228,1.8597,0.1568,0.5094,0.8631,0.1381,0.714,1.0209,1.4347,0.0962,1.0811,0.6137,0.9985,0.2582,0.3638,0.0353,0.3917,0.339,0.1219,0.0821,0.2718,0.2778,0.3028,1.602,1.146,1.2732,2.5426,1.0277,1.7678,1.4741,3.2481,2.6768,0.9987,1.4611,0.7712,1.5435,1.0116,1.6509,1.2595,1.2199,0.5412,2.1589,0.825,0.5094,0.5194,0.393,2.474,2.6454,0.2396,0.559,1.5024,1.0874,0.7182,0.0275,1.3594,0.0275,2.4108,2.5893,1.0349,0.7037,0.7508,0.6125,3.9887,1.6788,1.0211,0.9789,1.0139,3.3411,3.5906,0.6927,0.4941,1.75,1.0013,1.0104,0.2417,0.478,0.0692,0.8081,1.0221,1.749,1.6996,0.5064,1.2136,0.1119
"androstenediol (3alpha, 17alpha) monosulfate (2)",0.1744,0.1744,0.3022,0.1744,1.8664,0.1744,0.1744,1.2495,0.1744,1.3011,0.1744,0.1744,0.1744,0.1744,0.1744,0.1744,0.1744,0.4891,0.4482,0.1744,0.1744,1.7126,1.0568,0.1744,0.1744,0.1744,0.1744,0.1744,1.564,0.1744,0.1744,0.4497,1.2577,0.3905,0.713,0.1744,0.1744,0.1744,0.1744,0.1744,0.1744,0.1744,0.1744,0.1744,0.5453,0.1744,0.1744,0.1744,0.1744,0.1744,0.1744,1.2519,0.1744,0.1744,0.9432,2.849,0.1744,0.1744,0.1744,0.1744,0.1744,0.1744,0.1744,0.1744,0.1744,0.1744,0.1744,0.1744,0.1744,0.1744,0.1744,0.1744,0.1744,0.1744,0.1744,0.1744,0.1744,0.1744,0.1744,0.1744,0.1744,0.1744,0.1744,0.1744,0.1744,0.8962,0.1744,0.1744,0.1744,0.1744,0.1744,0.326,3.0686,2.3995,0.1744,0.1744,0.1744,0.1744
"androstenediol (3beta,17beta) disulfate (1)",2.9815,1.4754,2.1562,0.6217,0.1452,0.1452,5.6657,0.1452,0.1452,0.1452,0.6543,3.7775,0.7682,3.1978,2.6506,1.0737,2.4158,2.7465,6.7417,0.5493,0.7825,0.1452,0.1452,1.4037,0.1452,1.2358,3.5961,0.1452,0.1452,0.1452,0.1452,0.1452,0.1452,0.1452,0.2318,0.2516,3.7632,0.8363,0.8873,0.1452,0.1452,0.4587,0.1452,0.5677,0.1452,0.7644,0.9249,0.9542,0.1452,0.1452,0.1452,0.1452,0.1452,0.1452,1.1575,0.1452,0.1452,1.0299,1.1094,1.5802,0.1452,0.1452,0.1452,0.1452,0.5673,0.5903,0.1452,0.1452,0.4296,1.0,0.1452,0.1452,0.4403,0.2101,0.6952,1.4448,0.6872,0.9517,0.1452,0.1452,0.1452,0.1452,0.1452,0.1452,0.1452,0.1452,0.1452,0.1452,0.1452,0.1452,1.6227,0.1452,0.1452,0.1452,0.1452,0.1452,1.0044,1.2716
"androstenediol (3beta,17beta) disulfate (2)",1.9097,1.6973,3.2207,0.7398,0.5301,0.0941,2.4975,0.08,0.0454,0.0454,0.3419,2.719,0.9374,2.1334,2.0403,1.7638,3.1735,4.5417,5.4735,1.4108,1.0915,0.9727,1.3181,0.7016,0.0454,1.0273,1.7863,0.0454,0.0454,0.2395,0.0454,0.0454,0.0454,0.1282,0.2129,2.1064,2.6726,1.0356,0.7036,0.0454,0.0454,0.6782,0.0454,0.7426,0.1224,0.5889,1.3157,1.5113,0.082,0.5305,0.0454,0.0454,0.0454,0.0867,1.0639,0.0454,0.0454,1.4819,0.8306,1.2023,0.0454,0.0454,0.0454,0.0454,0.8005,0.8035,0.0454,0.0895,0.739,0.9694,0.0454,0.0454,0.3873,0.302,1.2416,1.7716,1.0926,1.7652,0.0454,0.0454,0.3869,0.4728,0.0454,0.0454,0.0614,0.0454,0.0454,0.0454,0.0454,0.1076,1.6484,0.1562,0.0454,0.0527,0.0454,0.0454,1.5738,2.3146
"androstenediol (3beta,17beta) monosulfate (1)",2.4042,5.7405,0.4328,0.2811,0.1035,0.1035,1.6456,0.1035,0.1035,0.1035,0.5409,2.5976,3.6394,0.4528,0.5691,5.2569,2.7019,0.1035,1.637,0.1035,0.6499,0.1177,1.1099,0.5745,0.1035,1.0505,1.4172,0.1035,0.1035,0.1035,0.1035,0.1035,0.1035,0.1035,0.1035,0.1035,4.1746,3.3584,2.1637,0.1035,0.1035,0.8614,0.1035,0.3623,0.1035,2.0293,0.4042,0.1035,0.1035,0.1035,0.1035,0.1035,0.1035,0.1035,1.0157,0.1035,0.1035,0.4796,2.0071,3.638,0.1035,0.1035,0.1035,0.1035,0.9636,0.6134,0.1035,0.1035,0.1035,1.0371,0.1035,0.1035,0.9843,0.1035,0.1249,0.9342,0.1035,0.1035,0.1035,0.1035,0.1035,0.1035,0.1035,0.1035,0.1035,0.1035,0.1035,0.1035,0.1035,0.1035,0.8613,0.104,0.1035,0.1035,0.1035,0.1035,0.2577,1.4748
arachidonate (20:4n6),0.7629,2.151,2.6266,0.1633,1.1225,1.6033,1.3727,1.4785,0.9159,0.09,1.9178,1.2406,0.5625,1.2471,13.2429,3.3926,1.4219,4.2308,15.7661,0.8672,8.0283,1.885,1.4326,1.2579,0.3123,2.0456,1.3639,0.974,0.4967,5.6532,1.6377,0.3945,0.2591,1.2285,3.3809,0.5444,0.6887,1.1955,0.8327,0.1934,1.7158,2.3048,1.3562,2.4328,1.1095,3.0336,0.9825,4.5766,0.4394,0.1615,0.641,1.331,0.0795,0.6843,0.6359,0.2341,0.178,0.9439,1.1213,0.6739,0.6052,0.2746,0.3265,1.4612,4.459,1.6597,1.0073,8.9377,3.8693,6.3212,0.4812,0.4532,1.9625,1.1656,0.8855,0.9152,12.0226,7.1933,0.3248,0.4494,0.1329,0.4708,0.8814,1.3751,16.9874,0.6295,0.4954,0.1596,0.6813,1.6604,1.0507,1.7338,0.5161,0.2138,0.1734,0.1618,1.038,0.9982
arachidoyl ethanolamide (20:0)*,2.6825,1.0127,2.9855,0.3387,0.7445,0.9436,1.9821,0.7386,0.7631,0.1296,3.9131,0.9986,2.0546,0.4087,1.2501,1.6318,4.4162,1.7803,1.4281,1.0499,1.0501,0.7078,0.4666,0.7872,0.1984,3.3475,1.1088,0.3464,0.1296,0.3941,0.1911,0.1296,0.2045,1.906,2.8644,2.5926,1.283,2.9922,0.9416,0.1296,0.5007,2.8537,0.1296,0.7471,0.4655,2.6261,0.3059,2.7007,0.1296,0.1296,0.3672,0.2653,1.7754,0.9884,1.7441,0.1296,0.1296,0.9947,0.1296,1.4146,0.1873,0.2825,0.284,0.4718,4.7131,2.2738,0.2434,0.294,1.8952,1.0014,0.1296,0.1296,1.491,3.0266,0.2154,0.2644,3.4717,3.2369,0.262,0.1296,0.2552,0.1296,0.1787,0.8765,1.7864,1.0166,1.0633,2.5082,0.1296,1.4345,1.6351,1.9998,0.214,0.1296,0.3486,0.3185,0.9962,0.752
argininosuccinate,0.1828,1.6823,0.1828,0.1828,0.1828,0.1828,3.8704,0.1828,0.1828,0.1828,4.0532,0.1828,0.7335,3.4776,0.1828,0.1828,0.9288,0.3328,0.1828,1.9187,2.8574,0.1828,0.1828,0.216,0.1828,0.4299,0.5829,0.1828,0.1828,1.0,0.1828,0.1828,0.1828,1.5046,0.2799,0.1828,0.459,0.1828,0.1828,0.1828,0.1828,0.7578,0.1828,0.1828,0.1828,0.1828,0.1828,0.1828,0.1828,0.1828,0.1828,0.1828,0.4391,0.1828,0.1828,0.1828,0.1828,0.1828,0.8687,1.0267,0.1828,0.1828,0.1828,0.1828,2.2545,0.1828,0.1828,0.1828,0.1828,0.1828,0.1828,0.1828,0.4461,0.1828,0.1828,0.1828,0.1828,0.1828,0.1828,0.1828,0.1828,0.1828,0.1828,0.1828,1.0,0.1828,0.6809,1.2793,0.1828,0.1828,1.2088,0.1828,0.1828,0.1828,0.1828,0.1828,0.1828,1.3095
azelate (nonanedioate; C9),0.3688,0.8226,0.6674,0.2752,0.8032,1.0578,0.9308,0.9991,5.6494,0.5806,0.914,0.8184,0.7439,0.0894,0.5553,0.9313,0.4225,0.5547,0.6022,0.4572,0.6534,0.992,0.8376,0.4881,2.6562,0.7393,0.5875,0.7733,0.6004,0.4762,3.2118,0.7567,1.6297,0.6148,0.8204,1.1445,0.8356,1.4582,1.0212,3.4011,1.1144,1.3916,3.9282,0.2621,2.9354,0.8022,3.1663,1.0642,1.1994,1.0289,0.7039,5.1838,1.4911,0.9818,0.5986,4.3258,1.0582,1.0,1.2035,1.0263,4.1492,8.3935,1.9672,1.6387,1.2507,0.862,1.8455,3.7607,0.249,0.3222,3.1088,6.187,0.4707,0.6998,2.5292,1.7848,0.8556,0.7543,1.3693,1.2283,1.3811,1.5981,0.9267,1.357,1.1188,3.7661,2.0135,1.5255,0.0794,0.8167,0.3118,1.0599,2.5638,1.9539,1.1356,0.7801,0.9304,0.9864
beta-alanine,0.4775,1.4398,1.558,0.7879,0.8369,0.9205,0.4307,1.182,0.9876,0.5865,2.336,0.5108,0.6479,1.5201,1.3725,1.3163,0.9152,2.2225,1.3016,1.8372,1.5269,1.6887,0.9349,0.6872,0.6393,29.4848,21.137,1.7023,1.0061,0.9781,2.0842,1.0,0.9028,1.5547,1.6779,1.8364,0.7965,0.4228,0.8238,1.1088,1.795,0.7527,0.6039,0.724,1.297,1.5598,0.7439,0.3774,1.1169,0.4305,0.6328,1.1417,0.7492,0.6917,0.6265,0.687,0.4183,0.7997,1.8216,1.3834,1.2911,1.0423,1.3832,1.1074,0.7011,0.5904,1.1357,1.1786,1.2644,3.6694,1.4593,0.9974,8.1329,1.2874,0.5452,0.6844,0.3534,0.3138,1.2136,0.736,1.0,0.6014,0.5625,0.8876,1.2238,1.2327,1.3985,1.2085,0.7173,0.8031,1.3266,0.9161,0.3791,1.4294,0.5544,0.4797,0.5689,0.8616
