TaxoName,sensitiveSample_1,sensitiveSample_2,sensitiveSample_3,sensitiveSample_4,sensitiveSample_5,sensitiveSample_6,sensitiveSample_7,sensitiveSample_8,sensitiveSample_9,sensitiveSample_10,sensitiveSample_11,sensitiveSample_12,sensitiveSample_13,sensitiveSample_14,sensitiveSample_15,sensitiveSample_16,sensitiveSample_17,sensitiveSample_18,sensitiveSample_19,sensitiveSample_20,sensitiveSample_21,sensitiveSample_22,sensitiveSample_23,sensitiveSample_24,sensitiveSample_25,sensitiveSample_26,sensitiveSample_27,sensitiveSample_28,sensitiveSample_29,sensitiveSample_30,sensitiveSample_31,sensitiveSample_32,sensitiveSample_33,sensitiveSample_34,sensitiveSample_35,sensitiveSample_36,sensitiveSample_37,sensitiveSample_38,tolerantSample_1,tolerantSample_2,tolerantSample_3,tolerantSample_4,tolerantSample_5,tolerantSample_6,tolerantSample_7,tolerantSample_8,tolerantSample_9,tolerantSample_10,tolerantSample_11,tolerantSample_12,tolerantSample_13,tolerantSample_14,tolerantSample_15,tolerantSample_16,tolerantSample_17,tolerantSample_18,tolerantSample_19,tolerantSample_20,tolerantSample_21,tolerantSample_22,tolerantSample_23,tolerantSample_24,tolerantSample_25,tolerantSample_26,tolerantSample_27,tolerantSample_28,tolerantSample_29,tolerantSample_30,tolerantSample_31,tolerantSample_32,tolerantSample_33,tolerantSample_34,tolerantSample_35,tolerantSample_36,tolerantSample_37,tolerantSample_38,tolerantSample_39,tolerantSample_40,tolerantSample_41,tolerantSample_42,tolerantSample_43,tolerantSample_44,tolerantSample_45,tolerantSample_46,tolerantSample_47,tolerantSample_48,tolerantSample_49,tolerantSample_50,tolerantSample_51,tolerantSample_52,tolerantSample_53,tolerantSample_54,tolerantSample_55,tolerantSample_56,tolerantSample_57,tolerantSample_58,tolerantSample_59,tolerantSample_60
DCER(22:0),2.8192,1.8925,2.0532,1.2848,1.1267,0.9436,1.1143,0.7384,1.349,2.2439,1.6025,1.2581,1.0435,0.9993,2.2549,1.5666,1.8095,2.9408,2.7157,1.1238,1.5167,1.5232,2.5256,1.4681,0.3509,1.0275,1.1777,0.9866,0.4153,0.9767,0.3509,1.5214,1.2859,1.1707,0.8809,0.4858,0.8684,0.6905,0.7351,1.1408,0.7318,1.2443,1.3429,1.277,0.7605,1.8589,0.5135,2.5562,1.0313,0.951,0.6985,0.6087,0.5303,0.704,0.5704,0.7836,0.5818,1.2686,0.6439,0.8815,1.799,3.4022,0.9191,0.6584,3.3614,0.9386,1.2738,0.5721,2.9827,1.1341,0.8183,0.5893,1.007,1.289,0.8732,0.8103,4.442,3.6889,0.6014,0.5739,0.7232,0.8905,0.4904,0.5976,1.9096,0.9217,0.6359,0.7784,0.4856,0.8708,1.2069,1.0061,0.6677,0.7603,1.1861,0.6977,0.9599,0.9509
FFA(18:0),1.26,0.9781,1.4283,1.0533,0.9378,0.9433,0.7088,1.6878,0.8842,1.4663,0.6656,0.5813,0.8389,0.3171,0.39,1.4377,0.6857,0.8345,0.724,0.6955,0.735,2.2739,3.1293,0.7572,0.1673,0.7397,0.5531,1.3676,1.4271,0.3594,0.4613,2.2222,1.3308,0.4771,0.5658,0.9097,0.8598,0.5353,1.9042,2.275,1.1063,1.559,4.2699,0.3406,0.6355,1.6218,1.1133,0.8793,1.2911,0.9215,1.5588,1.2182,2.1749,1.4746,1.1014,1.0984,1.3009,0.4813,0.8815,1.7136,1.2934,1.6075,1.1854,0.8754,1.4941,2.1999,1.2131,0.6716,0.8225,0.2569,1.0908,2.0856,0.7021,0.6246,2.2223,2.3742,0.9857,1.2145,1.1915,0.9967,0.8667,1.1406,1.8142,0.736,0.6805,1.0957,2.0367,1.6663,0.1673,0.5208,0.2107,0.9017,1.2899,0.9978,1.4708,1.3891,0.7639,0.385
FFA(18:1),0.955,0.9035,1.0975,0.618,0.9809,0.9451,0.72,1.477,0.961,1.0033,0.6212,1.3653,0.7206,0.4347,0.4116,1.2728,0.6657,0.6723,0.6501,0.6078,0.9534,1.9139,2.7669,0.6783,0.2404,1.5167,0.5826,0.8072,0.8862,0.4046,0.3757,1.6414,1.1351,0.4514,0.5169,0.7277,0.5614,0.5513,1.8604,1.9402,0.8289,1.8016,2.2379,0.5107,0.7475,1.6152,1.3364,0.8732,1.5425,0.5361,1.4065,1.1363,2.4175,1.3784,1.2164,1.2763,1.7337,0.4531,1.4317,1.7414,1.3203,1.1724,0.3643,0.3996,1.4512,1.6963,0.9158,0.7212,0.9967,0.4758,1.1873,2.0133,0.8798,0.6049,1.8693,2.8031,0.9408,1.3569,1.3343,1.0619,0.5225,1.0986,1.8637,0.7259,0.596,0.6333,2.1144,1.614,0.2404,0.5993,0.347,1.2652,1.4996,1.2106,1.3287,0.8594,0.665,0.4915
FFA(20:0),1.2128,0.5872,1.4942,0.6132,0.8916,1.3945,0.4403,1.2717,1.4776,1.3798,0.4934,0.5332,1.1226,0.3474,0.331,1.3561,0.5749,0.7556,0.5274,0.631,0.5404,3.2964,9.6297,0.5665,0.1092,0.5705,0.3132,1.4046,1.3485,0.2717,0.4795,2.4348,1.0962,0.3556,0.3682,1.2125,0.6242,0.4728,1.4625,3.3934,1.6233,1.7018,5.2382,0.1878,0.5641,1.4375,0.8972,0.4832,1.9577,0.653,2.0065,2.1233,1.7032,0.8915,0.6138,2.7689,1.7296,0.4051,0.4268,1.025,4.2257,2.8762,2.1436,0.7395,1.6099,2.8516,1.4346,0.5694,0.693,0.1595,1.4259,2.3196,0.5365,0.3494,2.2994,1.8068,0.6134,0.6801,1.9591,0.9084,0.9295,1.3762,2.7941,0.594,0.6497,0.7255,2.2176,3.0757,0.1092,0.5731,0.5307,0.5695,1.8882,2.3614,1.8482,1.0389,1.6852,0.1815
FFA(20:1),0.7128,0.7064,1.6209,0.4887,1.0818,1.4348,0.4137,1.0049,1.2872,1.177,0.2745,0.9951,0.9547,0.4208,0.4058,1.15,0.5274,0.4957,0.4416,0.6007,0.9206,3.6523,6.4417,0.654,0.2025,0.6171,0.3398,1.8057,1.2207,0.4928,0.4382,1.9903,0.972,0.2637,0.2467,0.8251,0.4061,0.4555,1.8805,1.9462,1.4751,1.385,3.6472,0.2478,0.8524,0.7116,0.797,0.8036,1.5628,0.4118,1.5967,4.9294,1.9506,1.0221,0.6196,1.9778,1.7859,0.3107,0.5608,1.5445,1.6104,1.3792,0.7319,0.3661,1.3829,1.3175,1.3725,0.6597,1.0108,0.2025,1.2807,2.3616,0.7578,0.4166,1.6974,2.2455,1.8743,2.4186,1.8025,0.6367,0.4386,0.6761,1.7576,0.6942,1.9252,0.3954,2.1638,1.6718,0.2225,0.9766,0.214,1.0648,1.725,1.7825,1.058,0.7518,0.4956,0.2035
FFA(22:0),1.683,0.4208,2.6115,0.6307,0.8001,1.5028,0.3821,1.362,1.4024,1.2668,0.4624,0.3487,1.14,0.4335,0.3131,1.0028,0.9972,0.8797,0.6609,1.1889,0.6022,2.9995,6.4426,0.4551,0.0969,0.3916,0.261,0.9392,0.9444,0.262,0.4955,2.4298,1.4551,0.4018,0.6347,2.3854,0.4403,0.6735,1.3916,3.8177,1.3879,2.4518,4.9459,0.1688,0.6472,1.1299,0.9037,0.3978,2.1774,0.5005,1.9454,1.7828,1.7927,0.8421,0.6597,6.3604,2.047,0.6337,0.4571,1.4127,6.7167,1.7433,3.4531,0.7144,1.9694,3.2705,1.8816,0.6735,1.0915,0.2345,1.3501,2.5609,0.6086,0.4636,3.0882,2.2129,0.5234,0.5505,3.7225,0.8596,0.7266,0.909,2.9798,0.7694,0.8202,0.6498,3.7524,4.3286,0.0969,1.2028,2.284,0.7704,4.7148,3.6056,2.9141,0.8967,0.9667,0.316
HCER(22:1),1.3929,4.9746,0.936,12.1821,0.8782,1.1754,2.3763,0.7105,1.0289,1.4981,3.6594,5.6795,1.015,1.7513,2.7881,4.6849,4.4624,1.4612,2.5698,0.4974,1.1542,1.3277,4.8001,1.7438,0.1857,1.966,1.7771,1.4598,0.1857,1.4171,0.294,1.8647,1.0396,0.6382,0.6753,0.2896,3.9188,0.814,0.5224,1.1268,0.4879,2.5362,1.6342,3.5138,0.7175,2.2359,0.5297,7.986,0.9517,3.3158,0.5067,0.4821,0.7651,0.9132,0.7545,0.2652,0.6348,1.6756,0.3599,0.9835,1.7194,0.985,0.5672,0.5041,4.2422,1.3252,1.0895,0.4193,4.8197,1.4656,1.0232,0.7112,1.2927,0.9828,0.8486,0.4991,9.817,25.1568,0.4865,0.3216,0.4085,0.6442,0.2637,0.339,1.359,0.8898,0.3262,0.4645,0.5736,1.2576,1.6344,0.6662,0.5585,0.5182,0.4452,0.293,2.1289,2.9249
HCER(26:0),3.8029,3.0318,1.2518,3.4672,1.0371,1.1529,1.8025,1.5665,2.4619,6.472,1.0214,2.2459,1.8171,1.2499,2.3177,2.9104,2.6622,2.0291,2.1091,0.3071,0.6782,2.2205,6.4893,1.1131,0.1908,1.2862,1.4222,1.0583,0.2888,0.802,0.1908,2.6509,5.6364,0.4316,0.4328,0.254,1.5507,1.8133,1.6288,2.4525,0.5589,1.2286,0.8112,1.9365,0.3849,1.2256,0.2778,2.2206,0.8582,1.2637,0.6259,0.3831,0.2574,0.5389,0.5406,0.7741,0.406,1.4571,0.5267,1.2321,9.6583,5.0615,0.5151,0.4513,3.7147,1.2993,0.9673,0.3678,3.154,1.0423,0.557,0.5131,0.9786,0.5559,0.441,0.5889,4.2395,7.5772,0.8842,0.7351,0.3481,0.5117,0.4183,0.5762,0.8132,0.5091,0.259,0.6676,0.4946,1.7056,0.8544,0.6351,0.5233,0.7091,0.8199,0.5444,1.1007,1.3448
HCER(26:1),5.374,5.7854,4.7944,2.2452,0.731,0.7142,2.7183,1.1771,1.9424,4.1754,1.2049,1.5021,1.5083,1.0256,3.4607,7.4864,5.2883,3.0535,3.0011,0.4806,1.279,1.9646,11.267,1.4285,0.1463,1.5645,1.5684,1.0247,0.3297,0.8324,0.173,2.4793,3.341,0.442,0.3262,0.1463,0.9769,1.0206,1.2986,1.9026,0.4767,1.9933,0.5985,1.3746,0.3693,1.1572,0.2117,7.0853,0.5082,0.9299,0.3835,0.3549,1.1659,0.6771,0.6896,0.5297,0.7553,1.5279,0.654,1.9209,5.4214,2.8117,0.622,0.4022,4.9255,1.2374,0.9239,0.4036,4.228,0.528,0.4443,0.3629,1.528,1.0179,0.3016,0.8402,14.2783,30.2896,0.3749,0.3899,0.3544,0.4947,0.2718,0.3213,1.1062,0.3999,0.2631,1.3878,0.2102,1.2506,0.7307,0.9267,0.5908,1.2131,1.2104,0.6592,0.9641,1.0475
LCER(14:0),3.2356,5.2117,1.3157,2.5022,1.9974,0.8291,2.7417,1.0935,1.0016,1.9964,2.5241,1.9586,1.0929,1.5608,4.0501,6.8786,3.3192,1.5511,2.1461,0.7677,1.1867,1.5323,5.3719,1.9586,0.2751,2.1734,2.8305,0.9545,0.2959,1.1333,0.3084,1.1008,1.1586,0.97,0.8855,0.2751,1.4118,0.555,0.6828,1.1949,0.4813,0.9517,0.8108,3.6505,0.7752,1.5022,0.4377,3.0875,0.7103,1.1464,0.4388,0.4334,0.7133,0.7531,0.5812,0.5032,0.7321,2.4102,0.6021,1.4964,1.4977,1.5513,0.8047,0.6281,3.5187,0.6534,0.9394,0.4447,2.054,1.0386,0.658,0.6678,1.8512,1.0358,0.6219,0.4908,3.0504,4.8821,0.4974,0.4879,0.5497,0.6517,0.3084,0.5259,1.0679,0.4582,0.321,0.6995,0.7471,1.0243,3.1422,0.8275,0.6836,0.6422,0.9984,0.5227,1.9311,2.4691
LCER(16:0),1.5976,14.3889,0.7872,7.1914,4.0359,1.276,8.3971,0.8058,0.7172,1.023,5.9443,4.9323,0.3621,2.7826,10.2447,21.5467,3.8449,2.0234,3.3004,1.1494,1.8245,3.2751,10.1935,4.5607,0.1217,5.1743,7.1159,0.6756,0.1274,3.7033,0.2044,0.6927,0.5554,1.6521,1.9049,0.1641,2.8879,0.3907,1.5086,0.3845,0.3651,0.5513,0.391,7.3129,1.1072,0.9229,0.5025,10.6256,0.7999,2.4914,0.2016,0.1601,0.2324,1.0989,0.5607,0.1315,0.7693,4.7507,0.977,1.7047,0.5588,0.5189,0.311,0.6665,8.3047,0.4033,1.3698,0.2929,1.2966,1.8922,0.2889,0.3312,3.2811,0.725,0.4919,0.6881,7.0414,8.7424,0.3215,0.1898,0.2012,1.0713,0.1217,0.1932,1.5357,0.3016,0.2089,0.4015,1.7527,1.7321,6.5949,1.5153,0.5052,0.2437,1.2665,0.3148,4.9614,4.578
LCER(18:0),1.5647,36.8354,0.9883,5.3938,4.9795,1.55,3.0189,2.2705,0.7262,1.1013,3.1002,6.105,0.6128,1.2097,7.995,47.4531,3.0336,1.9239,1.8885,1.0117,2.8922,2.7553,13.5924,5.3642,0.1923,4.1579,5.6236,2.1997,0.2792,3.8311,0.2245,0.808,0.7696,1.1877,1.0296,0.1923,3.0682,0.658,1.3808,0.5222,0.6868,0.565,0.3071,3.9548,0.8197,0.9498,0.4206,10.1868,1.2579,2.5753,0.3485,0.2206,0.21,1.0758,0.5441,0.2009,0.6401,5.0206,0.9411,1.2408,0.5895,0.5099,0.4925,0.9561,8.104,0.3032,0.4518,0.3195,1.648,1.7874,0.3177,0.2935,4.9431,1.392,0.3539,0.4611,4.2252,13.7471,0.4109,0.3706,0.4154,0.3948,0.2289,0.2671,1.4032,0.3536,0.2194,0.283,0.7339,1.6781,7.5662,1.4794,0.426,0.3168,0.7906,0.4083,8.3042,4.8031
LCER(18:1),1.2989,1.4408,1.1581,0.958,0.884,1.0128,1.1181,1.0035,1.0559,1.2275,1.1409,1.021,1.0072,1.1976,1.6027,1.7813,1.4527,1.046,1.1995,0.9058,1.1284,1.0064,1.3534,1.0647,0.7182,1.1437,1.278,0.8336,0.9081,1.0441,0.9605,1.0487,1.1314,1.0789,1.0499,0.7182,0.7664,1.0021,0.8179,0.9662,0.975,0.9125,1.127,1.2345,0.9621,0.9549,0.8942,1.3127,1.0389,0.7748,0.9446,0.8511,1.0386,0.8037,0.7226,0.9165,1.0074,1.0533,0.7324,0.9711,0.9164,1.2285,0.8666,1.1142,1.3303,0.8892,1.1041,1.0508,1.0498,0.8534,0.9857,1.0227,1.1882,0.831,0.9836,1.0501,1.0797,1.4272,0.9553,0.869,0.9027,1.009,0.9678,0.8877,0.9552,0.9415,0.9562,0.8631,0.8681,1.1092,1.0157,0.944,0.9933,0.9875,0.9609,0.8345,1.327,1.1503
LCER(20:0),4.5757,13.0573,2.0467,6.8207,3.2763,1.4017,4.7861,1.1364,1.0891,3.422,3.5349,4.7648,0.6771,1.4351,7.7816,14.5703,3.4474,3.4196,3.1944,0.562,1.3759,2.4041,11.7013,4.3938,0.1882,7.4166,4.333,0.6505,0.1882,1.625,0.2268,1.3036,0.9815,0.9871,1.3374,0.2079,2.8978,0.683,0.9927,0.969,0.635,0.6069,0.7118,5.1416,1.0964,0.8226,0.3938,8.4702,1.0073,2.5559,0.2683,0.2887,0.3585,0.7495,0.6256,0.2521,0.9199,5.8596,0.65,1.0545,1.2476,0.938,0.5529,0.7364,5.0778,0.4197,0.7086,0.4094,2.4537,1.789,0.3275,0.3709,2.8376,0.7749,0.2897,0.6163,4.7527,10.1528,0.4615,0.3953,0.4258,0.528,0.2177,0.3202,1.9271,0.4367,0.2389,0.4788,0.8786,1.3485,5.0592,1.3769,0.3549,0.5095,1.4527,0.5423,4.2832,3.3394
