,F1 scores,Accuracy Scores,AUC Scores
0,0.48189694482444145,0.5666666666666667,0.5401785714285714
1,0.6534798534798535,0.6333333333333333,0.6306818181818182
2,0.7801242236024845,0.8,0.6984126984126984
3,0.6268939393939393,0.6666666666666666,0.5837320574162679
4,0.6243386243386245,0.6666666666666666,0.6244343891402715
5,0.7899999999999999,0.8,0.763888888888889
6,0.521112929623568,0.6333333333333333,0.5416666666666666
7,0.8,0.8,0.7749999999999999
8,0.7538461538461539,0.7666666666666667,0.7398190045248867
9,0.762517099863201,0.7666666666666667,0.7063492063492064
10,0.7487179487179486,0.7666666666666667,0.75
11,0.8244414044687643,0.8333333333333334,0.775
12,0.7024676850763807,0.7,0.6866028708133971
13,0.75421796625627,0.7666666666666667,0.7000000000000001
14,0.7459188326493389,0.7666666666666667,0.7009569377990431
15,0.7936507936507937,0.8,0.7500000000000001
16,0.7212220403709765,0.7666666666666667,0.65
17,0.8222222222222223,0.8333333333333334,0.753968253968254
18,0.5400000000000001,0.6,0.625
19,0.651983584131327,0.7,0.6538461538461539
20,0.7609087348217781,0.7666666666666667,0.748868778280543
21,0.4516666666666667,0.5333333333333333,0.5882352941176471
22,0.6618741976893453,0.7,0.6785714285714286
23,0.707936507936508,0.7333333333333333,0.6805555555555556
24,0.7266666666666667,0.7333333333333333,0.69377990430622
25,0.6935817805383023,0.7333333333333333,0.6249999999999999
26,0.5625,0.6666666666666666,0.5454545454545454
27,0.6618741976893453,0.7,0.6785714285714286
28,0.6416666666666667,0.6666666666666666,0.6334841628959276
29,0.6626538987688098,0.7,0.6388888888888888
30,0.6835164835164835,0.7,0.6719457013574661
31,0.6788189987163029,0.7,0.6527777777777778
32,0.8148148148148148,0.8333333333333334,0.75
33,0.7873015873015873,0.8,0.7464114832535885
34,0.7899999999999999,0.8,0.763888888888889
35,0.6281557552417628,0.6333333333333333,0.575
36,0.856060606060606,0.8666666666666667,0.8
37,0.785,0.8,0.7692307692307692
38,0.7791153670770634,0.7666666666666667,0.7484472049689441
39,0.5923444976076555,0.6,0.5694444444444444
40,0.72,0.7333333333333333,0.6944444444444444
41,0.6243386243386245,0.6666666666666666,0.6244343891402715
42,0.7641025641025642,0.7666666666666667,0.7392344497607655
43,0.7486443381180223,0.7333333333333333,0.7784090909090909
44,0.6666666666666666,0.6666666666666666,0.625
45,0.6411483253588517,0.6666666666666666,0.6666666666666666
46,0.6872913992297818,0.7,0.6483253588516746
47,0.8,0.8,0.7749999999999999
48,0.669683257918552,0.6666666666666666,0.6666666666666667
49,0.8933333333333333,0.9,0.8333333333333333
50,0.6703465982028242,0.7,0.6628959276018099
51,0.6416666666666667,0.6666666666666666,0.6334841628959276
52,0.6534090909090909,0.6666666666666666,0.5714285714285714
53,0.7357142857142857,0.7333333333333333,0.7500000000000002
54,0.7282296650717703,0.7333333333333333,0.7083333333333335
55,0.7333333333333335,0.7333333333333333,0.7000000000000002
56,0.795,0.8,0.7655502392344496
57,0.7614814814814815,0.7666666666666667,0.6818181818181818
58,0.8666666666666667,0.8666666666666667,0.8412698412698412
59,0.7923444976076556,0.8,0.7782805429864253
60,0.6454212454212453,0.6333333333333333,0.6111111111111112
61,0.7121212121212122,0.7333333333333333,0.65
62,0.7015151515151515,0.7333333333333333,0.6555023923444978
63,0.7015151515151515,0.7333333333333333,0.6555023923444978
64,0.6228571428571429,0.6333333333333333,0.6333333333333334
65,0.8,0.8,0.7916666666666667
66,0.6876615746180963,0.7,0.6875
67,0.6975323149236192,0.7,0.6805555555555556
68,0.7384370015948962,0.7333333333333333,0.725
69,0.762517099863201,0.7666666666666667,0.7063492063492064
70,0.75421796625627,0.7666666666666667,0.7000000000000001
71,0.7641025641025642,0.7666666666666667,0.7392344497607655
72,0.5492063492063491,0.6,0.5565610859728507
73,0.589010989010989,0.6333333333333333,0.65625
74,0.7248677248677249,0.7333333333333333,0.6749999999999999
75,0.6501035196687369,0.6666666666666666,0.5340909090909091
76,0.6872913992297818,0.7,0.6483253588516746
77,0.7436029097133077,0.7666666666666667,0.7307692307692308
78,0.7459188326493389,0.7666666666666667,0.7009569377990431
79,0.8319623971797885,0.8333333333333334,0.8194444444444443
80,0.7133333333333333,0.7333333333333333,0.7013574660633485
81,0.7053351573187414,0.7,0.6363636363636364
82,0.569377990430622,0.6,0.6
83,0.7266666666666667,0.7333333333333333,0.69377990430622
84,0.7873015873015873,0.8,0.7464114832535885
85,0.6416666666666667,0.6666666666666666,0.6334841628959276
86,0.57,0.6,0.5656108597285068
87,0.74,0.7333333333333333,0.7142857142857142
88,0.784090909090909,0.8,0.7249999999999999
89,0.5777777777777777,0.6,0.6160714285714286
90,0.6560846560846562,0.6666666666666666,0.6
91,0.6626538987688098,0.7,0.6388888888888888
92,0.6416666666666667,0.6666666666666666,0.6334841628959276
93,0.7511111111111112,0.7666666666666667,0.6746031746031746
94,0.6583333333333333,0.6666666666666666,0.6220095693779905
95,0.6583333333333333,0.6666666666666666,0.6220095693779905
96,0.795,0.8,0.7655502392344496
97,0.7133333333333333,0.7333333333333333,0.7013574660633485
98,0.6602870813397127,0.6666666666666666,0.638888888888889
99,0.6061887974931451,0.6333333333333333,0.6517857142857143
