3003,3004,3005,3007,3008,3009,3012,3013,3014,3016,3020,3021,3022,3023,3025,3026,3027,3028,3029,3030,3031,3032,3033,3036,3037,3039,3042,3043,3044,3046,3047,3048,3049,3003A,3003B,3004A,3004B,3005A,3005B,3007A,3007B,3008A,3008B,3009A,3009B,3012A,3012B,3013A,3013B,3014A,3014B,3016A,3016B,3020A,3020B,3021A,3021B,3022A,3022B,3023A,3023B,3025A,3025B,3026A,3026B,3027A,3027B,3028A,3028B,3029A,3029B,3030A,3030B,3031A,3031B,3032A,3032B,3033A,3033B,3036A,3036B,3037A,3037B,3039A,3039B,3042A,3042B,3043A,3043B,3044A,3044B,3046A,3046B,3047B,3048A,3048B,3049A,3049B
tolerantSample_1,tolerantSample_2,tolerantSample_3,tolerantSample_4,tolerantSample_5,tolerantSample_6,tolerantSample_7,tolerantSample_8,tolerantSample_9,tolerantSample_10,tolerantSample_11,tolerantSample_12,tolerantSample_13,tolerantSample_14,tolerantSample_15,tolerantSample_16,tolerantSample_17,tolerantSample_18,tolerantSample_19,tolerantSample_20,tolerantSample_21,tolerantSample_22,tolerantSample_23,tolerantSample_24,tolerantSample_25,tolerantSample_26,tolerantSample_27,tolerantSample_28,tolerantSample_29,tolerantSample_30,tolerantSample_31,tolerantSample_32,tolerantSample_33,tolerantSample_34,tolerantSample_35,sensitiveSample_1,sensitiveSample_2,tolerantSample_36,tolerantSample_37,sensitiveSample_3,sensitiveSample_4,sensitiveSample_5,sensitiveSample_6,tolerantSample_38,tolerantSample_39,sensitiveSample_7,sensitiveSample_8,tolerantSample_40,tolerantSample_41,sensitiveSample_9,sensitiveSample_10,sensitiveSample_11,sensitiveSample_12,tolerantSample_42,tolerantSample_43,sensitiveSample_13,sensitiveSample_14,sensitiveSample_15,sensitiveSample_16,tolerantSample_44,tolerantSample_45,sensitiveSample_17,sensitiveSample_18,sensitiveSample_19,sensitiveSample_20,tolerantSample_46,tolerantSample_47,tolerantSample_48,tolerantSample_49,sensitiveSample_21,sensitiveSample_22,tolerantSample_50,tolerantSample_51,tolerantSample_52,tolerantSample_53,tolerantSample_54,tolerantSample_55,tolerantSample_56,tolerantSample_57,tolerantSample_58,tolerantSample_59,tolerantSample_60,tolerantSample_61,tolerantSample_62,tolerantSample_63,tolerantSample_64,tolerantSample_65,tolerantSample_66,tolerantSample_67,tolerantSample_68,tolerantSample_69,sensitiveSample_23,sensitiveSample_24,sensitiveSample_25,tolerantSample_70,tolerantSample_71,tolerantSample_72,tolerantSample_73
