,F1 scores,Accuracy Scores,AUC Scores
0,0.626812585499316,0.6333333333333333,0.5476190476190476
1,0.5838509316770186,0.6666666666666666,0.5833333333333334
2,0.6527777777777779,0.6666666666666666,0.6666666666666667
3,0.6839945280437757,0.7,0.625
4,0.5437037037037037,0.6333333333333333,0.5769230769230769
5,0.5492063492063491,0.6,0.5565610859728507
6,0.7227272727272728,0.7333333333333333,0.6507936507936508
7,0.5127222982216143,0.5666666666666667,0.5
8,0.7435406698564593,0.7333333333333333,0.746031746031746
9,0.6415711947626842,0.7,0.575
10,0.651983584131327,0.7,0.6538461538461539
11,0.7511111111111112,0.7666666666666667,0.6746031746031746
12,0.6835164835164835,0.7,0.6719457013574661
13,0.5437037037037037,0.6333333333333333,0.5769230769230769
14,0.653907496012759,0.6666666666666666,0.6425339366515838
15,0.6769230769230768,0.7,0.6830357142857143
16,0.5616051071591427,0.6333333333333333,0.6071428571428571
17,0.7407407407407407,0.7666666666666667,0.6749999999999999
18,0.40340909090909094,0.5333333333333333,0.5333333333333333
19,0.6560846560846562,0.6666666666666666,0.6
20,0.6004140786749482,0.6666666666666666,0.5645933014354068
21,0.56,0.6,0.5803571428571429
22,0.7342062193126022,0.7666666666666667,0.6428571428571428
23,0.626812585499316,0.6333333333333333,0.5476190476190476
24,0.6137710898312814,0.6333333333333333,0.55
25,0.6333333333333333,0.6666666666666666,0.6473214285714286
26,0.5838509316770186,0.6666666666666666,0.5833333333333334
27,0.7333333333333333,0.7333333333333333,0.659090909090909
28,0.61825303564434,0.6333333333333333,0.6205357142857143
29,0.603921568627451,0.7,0.4772727272727273
30,0.44999999999999996,0.6,0.5
31,0.5204545454545454,0.6,0.5475113122171945
32,0.4592592592592593,0.5333333333333333,0.5089285714285714
33,0.7501925545571245,0.7666666666666667,0.7222222222222221
34,0.5360718870346599,0.5666666666666667,0.5138888888888888
35,0.3942028985507246,0.5333333333333333,0.47058823529411764
36,0.37101449275362325,0.5333333333333333,0.5
37,0.7255411255411256,0.7666666666666667,0.6022727272727274
38,0.6268939393939393,0.6666666666666666,0.5837320574162679
39,0.49115646258503404,0.6333333333333333,0.5
40,0.6788189987163029,0.7,0.6527777777777778
41,0.589010989010989,0.6333333333333333,0.65625
42,0.6136363636363635,0.6666666666666666,0.5972222222222222
43,0.6666666666666666,0.6666666666666666,0.6031746031746031
44,0.48074534161490684,0.6,0.5384615384615384
45,0.8063492063492064,0.8,0.784090909090909
46,0.6833333333333333,0.7333333333333333,0.5873015873015872
47,0.8099378881987579,0.8,0.75
48,0.37101449275362325,0.5333333333333333,0.5
49,0.7801242236024845,0.8,0.6984126984126984
50,0.49115646258503404,0.6333333333333333,0.5
51,0.7459188326493389,0.7666666666666667,0.7009569377990431
52,0.6909090909090909,0.7333333333333333,0.6666666666666666
53,0.784090909090909,0.8,0.7249999999999999
54,0.74,0.7333333333333333,0.7142857142857142
55,0.6666666666666666,0.6666666666666666,0.5738636363636364
56,0.6666666666666666,0.7,0.6000000000000001
57,0.6876615746180963,0.7,0.6875
58,0.5204545454545454,0.6,0.5475113122171945
59,0.7212220403709765,0.7666666666666667,0.65
60,0.5800000000000001,0.6,0.5555555555555556
61,0.7303703703703702,0.7666666666666667,0.6818181818181819
62,0.7200828157349897,0.7333333333333333,0.6193181818181818
63,0.5777777777777777,0.6,0.6160714285714286
64,0.6303172737955347,0.6333333333333333,0.611111111111111
65,0.6003787878787878,0.6666666666666666,0.6153846153846154
66,0.7015151515151515,0.7333333333333333,0.6555023923444978
67,0.8194217130387343,0.8333333333333334,0.7272727272727273
68,0.5764705882352941,0.7,0.5
69,0.5006211180124224,0.6,0.5138888888888888
70,0.7164021164021165,0.7333333333333333,0.6746411483253589
71,0.5746466028271774,0.6333333333333333,0.5859728506787331
72,0.707936507936508,0.7333333333333333,0.6805555555555556
73,0.4973096215230278,0.5666666666666667,0.5180995475113122
74,0.37101449275362325,0.5333333333333333,0.5
75,0.8157081014223871,0.8333333333333334,0.6925465838509317
76,0.7342062193126022,0.7666666666666667,0.6428571428571428
77,0.6560846560846562,0.6666666666666666,0.6
78,0.7133333333333333,0.7333333333333333,0.7013574660633485
79,0.4296296296296296,0.5333333333333333,0.5625
80,0.625,0.6666666666666666,0.6666666666666666
81,0.8,0.8,0.7619047619047619
82,0.5164404223227752,0.5333333333333333,0.5610859728506787
83,0.6416666666666667,0.6666666666666666,0.6334841628959276
84,0.42196969696969694,0.5333333333333333,0.5044642857142857
85,0.6733242134062928,0.7,0.6291866028708134
86,0.7255411255411256,0.7666666666666667,0.6022727272727274
87,0.7486443381180223,0.7333333333333333,0.7784090909090909
88,0.6455026455026456,0.6666666666666666,0.6028708133971292
89,0.6626538987688098,0.7,0.6388888888888888
90,0.7266666666666667,0.7333333333333333,0.69377990430622
91,0.61825303564434,0.6333333333333333,0.6205357142857143
92,0.7376196990424077,0.7666666666666667,0.7083333333333334
93,0.5400000000000001,0.6,0.625
94,0.5204545454545454,0.6,0.5475113122171945
95,0.7066666666666668,0.7,0.6055900621118013
96,0.6048237476808905,0.7,0.55
97,0.7701863354037268,0.8,0.7
98,0.6455026455026456,0.6666666666666666,0.6028708133971292
99,0.5127222982216143,0.5666666666666667,0.5
