,F1 scores,Accuracy Scores,AUC Scores
0,0.8717703349282296,0.8666666666666667,0.9047619047619048
1,0.8685185185185186,0.8666666666666667,0.8755980861244019
2,0.7981900452488688,0.8,0.7946428571428571
3,0.636349392871132,0.6333333333333333,0.6148325358851675
4,0.8335187245087134,0.8333333333333334,0.8348214285714286
5,0.8957637997432606,0.9,0.8636363636363636
6,0.8,0.8,0.7619047619047619
7,0.9333333333333333,0.9333333333333333,0.9147727272727273
8,0.7436029097133077,0.7666666666666667,0.7307692307692308
9,0.8982216142270862,0.9,0.865079365079365
10,0.7885167464114833,0.8,0.7857142857142857
11,0.721181001283697,0.7,0.7049689440993789
12,0.86,0.8666666666666667,0.8333333333333333
13,0.795,0.8,0.7655502392344496
14,0.8079545454545455,0.8,0.7701863354037267
15,0.7961722488038278,0.8,0.7777777777777777
16,0.8615629984051036,0.8666666666666667,0.8461538461538461
17,0.9333333333333333,0.9333333333333333,0.8958333333333335
18,0.7981900452488688,0.8,0.7946428571428571
19,0.9316666666666668,0.9333333333333333,0.9090909090909092
20,0.8967032967032966,0.9,0.875
21,0.7501925545571245,0.7666666666666667,0.7222222222222221
22,0.8215661103979461,0.8333333333333334,0.7916666666666667
23,0.7944444444444445,0.8,0.7901785714285714
24,0.7129186602870814,0.7333333333333333,0.7333333333333334
25,0.8148148148148148,0.8333333333333334,0.75
26,0.8708994708994708,0.8666666666666667,0.8693181818181819
27,0.6935817805383023,0.7333333333333333,0.6249999999999999
28,0.6703296703296703,0.7,0.7
29,0.6994708994708995,0.7333333333333333,0.6923076923076923
30,0.9066666666666666,0.9,0.9375
31,0.8666666666666667,0.8666666666666667,0.8611111111111112
32,0.8285714285714285,0.8333333333333334,0.8333333333333333
33,0.7916666666666665,0.8,0.8
34,0.836297309621523,0.8333333333333334,0.8068181818181819
35,0.9316666666666668,0.9333333333333333,0.9090909090909092
36,0.7532314923619272,0.7666666666666667,0.7666666666666666
37,0.8296296296296296,0.8333333333333334,0.7670454545454546
38,0.6769230769230768,0.7,0.6830357142857143
39,0.9316666666666668,0.9333333333333333,0.9090909090909092
40,0.7121212121212122,0.7333333333333333,0.65
41,0.8641148325358851,0.8666666666666667,0.8472222222222222
42,0.7376196990424077,0.7666666666666667,0.7083333333333334
43,0.7961722488038278,0.8,0.7777777777777777
44,0.662037037037037,0.6666666666666666,0.6515837104072397
45,0.7501925545571245,0.7666666666666667,0.7222222222222221
46,0.8582010582010582,0.8666666666666667,0.8181818181818181
47,0.5867351305091998,0.6333333333333333,0.6116071428571428
48,0.8292205248726987,0.8333333333333334,0.8167420814479638
49,0.8315018315018317,0.8333333333333334,0.8110047846889952
50,0.8303693570451436,0.8333333333333334,0.7857142857142857
51,0.827838827838828,0.8333333333333334,0.8055555555555555
52,0.7129186602870814,0.7333333333333333,0.7333333333333334
53,0.8215661103979461,0.8333333333333334,0.7916666666666667
54,0.8,0.8,0.784688995215311
55,0.8356867779204106,0.8333333333333334,0.8174603174603176
56,0.8615629984051036,0.8666666666666667,0.8461538461538461
57,0.651983584131327,0.7,0.6538461538461539
58,0.8641148325358851,0.8666666666666667,0.8472222222222222
59,0.7873015873015873,0.8,0.7464114832535885
60,0.7589743589743588,0.7666666666666667,0.7361111111111112
61,0.8315018315018317,0.8333333333333334,0.8110047846889952
62,0.8148148148148148,0.8333333333333334,0.75
63,0.7133333333333333,0.7333333333333333,0.7013574660633485
64,0.8292205248726987,0.8333333333333334,0.8167420814479638
65,0.8719696969696968,0.8666666666666667,0.8633540372670807
66,0.7573333333333333,0.7666666666666667,0.78125
67,0.8319623971797885,0.8333333333333334,0.8194444444444443
68,0.7961722488038278,0.8,0.7777777777777777
69,0.7066666666666668,0.7333333333333333,0.7142857142857143
70,0.7641025641025642,0.7666666666666667,0.7392344497607655
71,0.9300207039337475,0.9333333333333333,0.875
72,0.7641025641025642,0.7666666666666667,0.7392344497607655
73,0.9333333333333333,0.9333333333333333,0.9282296650717704
74,0.7185185185185186,0.7333333333333333,0.75
75,0.6827262044653349,0.7,0.7000000000000001
76,0.6703465982028242,0.7,0.6628959276018099
77,0.9333333333333333,0.9333333333333333,0.9249999999999999
78,0.8666666666666667,0.8666666666666667,0.8611111111111112
79,0.7376196990424077,0.7666666666666667,0.7083333333333334
80,0.8666666666666667,0.8666666666666667,0.8564593301435407
81,0.7679644048943269,0.7666666666666667,0.7916666666666667
82,0.785,0.8,0.7692307692307692
83,0.8641148325358851,0.8666666666666667,0.8472222222222222
84,0.7538461538461539,0.7666666666666667,0.7398190045248867
85,0.9316666666666668,0.9333333333333333,0.9090909090909092
86,0.768,0.7666666666666667,0.763888888888889
87,0.8629629629629629,0.8666666666666667,0.8571428571428572
88,0.9316666666666668,0.9333333333333333,0.9090909090909092
89,0.7791153670770634,0.7666666666666667,0.7484472049689441
90,0.8624338624338624,0.8666666666666667,0.825
91,0.7981900452488688,0.8,0.7946428571428571
92,0.898901098901099,0.9,0.8827751196172251
93,0.7066666666666668,0.7333333333333333,0.7142857142857143
94,0.9333333333333333,0.9333333333333333,0.9147727272727273
95,0.7231259968102073,0.7333333333333333,0.7104072398190044
96,0.7231259968102073,0.7333333333333333,0.7104072398190044
97,0.826272999572101,0.8333333333333334,0.7918660287081339
98,0.8241758241758242,0.8333333333333334,0.8076923076923077
99,0.8708994708994708,0.8666666666666667,0.8693181818181819
