# Gene Family	3003A	3004A	3005A	3007A	3008A	3009A	3012A	3013A	3014A	3016A	3020A	3021A	3022A	3023A	3025A	3026A	3027A	3028A	3029A	3030A	3031A	3032A	3033A	3036A	3037A	3039A	3042A	3043A	3044A	3046A	3048A	3049A
3.1.3.12	4.821	0	0	13.677	8.523	8.065	0	52.869	10.354	5.599	7.678	63.156	167.595	0	0	110.584	184.852	12.569	47.911	25.851	1203.306	0	0	0	0	75.746	22.4	4.224	18.361	0	3.17	340.905
3.1.3.13	0	0	28.288	0	0	0	0	0	8.604	0	0	0	12.667	0	239.741	0	11.104	5	1221.696	5.682	0	2.874	149.879	1285.696	8.207	0	0	0	0	8.547	0	0
3.1.3.15	3287.133	2191.659	901.613	3565.45	1367.729	108.223	3032.99	2173.962	1924.24	1905.694	2220.525	3934.263	1722.227	3943.84	393.716	1963.98	2054.727	1397.98	109.238	2099.479	2333.416	1104.743	1763.63	238.174	2993.851	1200.174	1423.71	1715.934	212.227	451.475	124.66	1895.987
3.1.3.16	3308.328	4657.791	3255.193	1602.802	2833.314	958.085	1131.945	1673.328	9346.21	2072.939	1030.669	3915.28	6234.901	2207.615	1431.461	3549.038	5441.806	4939.737	501.537	4101.374	9439.661	4435.19	1185.237	1795.81	3013.054	4332.983	2233.011	3075.601	1052.563	4565.074	2358.587	5652.482
3.1.3.18	2513.317	1198.547	2058.193	1135.856	1962.644	629.748	871.067	896.213	5427.031	1237.135	2081.104	2287.102	5366.298	4518.299	880.936	2498.026	3835.105	3165.003	146.677	3521.222	9138.085	4657.271	1272.33	1920.777	1850.052	2119.72	3594.702	3934.466	415.853	3232.817	3307.06	3991.553
3.1.3.2	1089.129	562.965	101.742	1830.927	813.725	0	1747.511	538.523	248.234	544.682	1141.643	1128.239	1000.686	1418.824	108.451	899.503	1505.923	331.56	57.492	648.779	9830.44	139.365	806.364	5.917	1880.727	530.227	743.634	598.65	45.992	30.143	183.452	1867.777
3.1.3.22	0	0	0	0	0	0	0	12.076	0	2.078	7.984	69.614	78.184	5.88	0	0	39.579	0	0	0	791.806	0	0	0	0	0	9.759	0	0	0	0	0
3.1.3.23	284.852	335.293	395.888	72.176	408.193	158.203	120.525	477.233	1333.168	203.755	235.522	483.566	2363.604	984.534	246.08	686.957	1960.687	511.766	96.571	1062.938	8986.419	582.015	287.899	500.127	274.247	223.35	403.569	128.966	40.218	735.424	1190.07	1631.089
3.1.3.25	955.074	709.369	1692.854	2113.013	1403.273	862.993	1997.865	1840.817	2204.357	589.876	1414.199	1471.329	1124.043	1897.655	337.717	2278.568	1759.085	1066.15	245.526	1175.62	3602.416	865.395	1210.543	392.563	1891.139	1536.147	612.591	796.328	309.506	594.112	1429.287	1097.59
3.1.3.26	108.919	5.357	0	105.231	23.81	0	0	207.836	5.06	3.856	76.914	92.595	460.079	78.682	0	113.338	715.469	30.534	0	108.663	8517.048	0	0	7.722	0	0	30.312	0	0	0	38.924	1527.645
3.1.3.27	1184.897	293.156	103.178	807.856	173.665	0	383.737	346.551	102.951	1289.039	637.052	651.221	671.671	1207.648	154.351	459.66	407.952	264.694	8.496	387.094	4887.654	152.954	505.724	25.712	849.54	214.873	1543.052	756.996	58.262	51.572	80.514	1225.815
3.1.3.3	1133.279	2870.688	1625.654	1142.878	927.4	599.997	1206.726	1034.676	3007.46	869.044	1087.083	1583.735	3573.377	2322.852	797.126	2077.886	2367.024	2243.099	178.312	1865.091	4987.711	1958.573	714.853	1054.473	1021.362	1725.231	3233.787	3317.417	728.496	2220.991	1730.125	3971.774
3.1.3.31	0	4.972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.391	0	16.558	0	16.552	0	0	0	0	0	0	0	0	0	0
3.1.3.37	212.292	2055.904	11.922	8.75	33.236	32.548	29.333	11.811	18.678	5.161	43.114	200.636	300.932	157.262	0	129.775	32.685	296.822	27.957	43.553	35.868	117.365	122.581	0	105.724	52.331	153.158	852.422	531.813	19.021	510.084	387.532
3.1.3.4	206.842	1683.685	5.041	46.525	589.695	8.229	82.498	62.806	53.885	0	49.202	259.845	1393.234	597.991	68.173	252.304	213.532	421.229	33.185	341.822	266.207	251.882	186.246	101.343	154.118	57.38	283.961	1102.329	425.008	481.555	1249.26	546.195
3.1.3.41	424.583	12.467	0	90.766	308.236	0	211.427	60.564	0	26.753	82.356	0	1167.632	1307.449	34.773	197.972	91.497	236.912	0	610.498	179.281	137.063	95.639	125.928	62.12	20.614	731.853	1428.77	54.852	410.991	933.888	123.523
3.1.3.45	1236.837	42.015	131.317	999.507	546.985	21.331	540.805	440.054	117.24	838.29	905.448	1005.711	819.737	1257.059	27.168	879.223	893.842	211.283	0	358.182	10534.605	348.232	673.403	188.018	870.284	415.495	1307.39	716.757	39.264	450.311	98.307	2045.082
3.1.3.46	157.574	6857.518	0	12.758	41.683	0	15.826	32.864	21.048	5.699	24.307	101.386	215.448	170.208	14.53	129.427	14.343	167.206	11.294	20.05	32.923	68.456	63.551	0	48.629	34.938	118.366	613.778	319.766	9.946	276.636	212.781
3.1.3.48	5400.169	3789.256	3024.245	2779.219	2501.247	977.976	2201.152	2051.705	7589.918	2129.33	2075.774	3823.609	4702.796	4273.802	1668.78	3963.291	5845.593	5001.333	428.377	4436.384	8469.358	3972.601	2128.097	1697.57	3995.223	4349.947	3283.586	4902.879	561.14	4701.43	996.243	5947.978
3.1.3.5	4634.591	2998.261	1791.551	4304.908	2513.573	431.552	3739.553	2403.003	3295.466	3328.318	3937.223	3901.832	4109.959	4991.168	872.323	3447.075	5138.732	2703.183	368.17	2952.572	15887.786	4340.237	1725.07	1330.015	3697.113	2586.911	4486.559	4750.745	868.402	1550.791	2183.75	4726.321
3.1.3.50	0	0	0	0	0	0	0	12.076	0	2.078	7.984	69.614	78.184	5.88	0	0	39.579	0	0	0	791.806	0	0	0	0	0	9.759	0	0	0	0	0
3.1.3.6	92.621	20.002	17.85	153.525	7.426	14.989	6.519	283.416	19.876	2.739	88.973	298.456	748.084	58.394	0	372.102	691.729	100.806	0	69.844	8555.405	56.625	10.849	6.623	0	7.491	353.203	41.915	6.671	12.926	0	1325.416
3.1.3.68	0	0	0	0	0	0	0	12.076	0	0	47.113	11.887	734.867	479.689	41.483	80.713	185.257	50.625	0	287.68	802.648	125.464	70.119	0	21.997	0	170.108	39.957	0	187.76	91.563	114.734
3.1.3.7	1382.483	949.169	208.307	2377.41	710.183	0	2858.84	371.91	234.685	864.393	1548.847	1015.222	922.605	2227.51	108.377	793.379	983.198	473.542	53.655	622.607	3201.985	187.94	780.854	16.742	1844.452	535.768	494.098	1366.258	91.017	20.462	32.884	644.121
3.1.3.70	0	0	0	8.427	0	0	0	75.197	0	0	23.629	99.324	179.744	10.039	0	187.923	272.032	0	0	47.092	4692.793	0	0	0	0	0	28.132	10.858	0	0	0	576.505
3.1.3.71	0	4.05	30.645	265.989	61.058	0	49.334	20.47	0	87.023	185.091	136.922	23.717	84.579	0	30.802	64.569	0	0	76.819	6.864	28.732	81.959	5.182	93.71	48.533	0	17.041	409.325	0	0	0
3.1.3.73	2719.135	1149.773	1495.739	816.393	1160.488	385.685	884.18	998.435	3595.911	1165.59	568.14	1895.244	2562.85	1896.768	685.848	1720.792	1482.157	1871.087	209.226	2010.189	4377.653	1268.086	642.919	620.98	941.942	1128.269	2782.891	1874.733	306.602	1802.92	317.352	2714.541
3.1.3.74	0	0	0	10.461	0	0	0	16.478	0	0	13.326	26.743	45.864	0	0	27.464	0	0	0	0	739.675	0	0	0	0	0	17.65	0	0	0	2.239	321.283
3.1.3.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1.3.81	0	0	0	2.064	0	0	0	4.406	0	0	0	8.873	0	0	0	0	27.571	0	0	3.197	95.226	0	0	0	0	0	5.205	0	0	0	0	0
3.1.3.82	0	0	0	0	0	0	0	338.424	0	0	0	27.481	42.657	0	0	23.8	123.42	0	0	0	1963.409	0	0	0	0	0	9.135	0	0	0	8.983	155.845
3.1.3.83	24.101	0	0	0	0	0	35.377	0	0	33.353	0	0	0	0	0	0	0	0	0	12.063	0	0	26.655	0	0	0	0	0	0	0	0	0
3.1.3.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1.3.89	0	0	0	55.56	0	0	0	69.336	11.173	17.772	14.107	91.187	160.008	25.034	52.094	82.751	148.065	0	0	25.916	1506.53	0	0	0	0	0	482.876	5.542	0	0	8.872	355.697
3.1.3.90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1.3.97	2.107	0	0	0	0	0	0	0	0	0	0	9.94	3.31	3.36	0	4.286	18.851	0	0	4.708	404.368	0	0	0	0	0	3.728	0	0	0	0	0
3.1.31.1	23.666	351.391	7.937	4.902	0	47.939	0	241.544	3.082	0	49.533	185.989	304.513	0	6.07	118.876	157.129	70.352	0	31.257	5679.227	36.958	0	20.621	0	24.273	26.319	24.381	0	0	12.243	5.902
3.1.4.1	0	10.383	0	0	0	0	0	0	0	0	0	0	0	0	0	25.803	0	29.46	0	0	0	0	0	11.245	0	0	0	0	0	0	0	0
3.1.4.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1.4.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.074	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1.4.14	6.793	0	7.519	21.187	6.162	0	0	67.751	7.362	14.661	46.565	277.771	349.527	38.452	0	105.042	406.182	0	0	13.172	3362.727	0	0	0	0	0	65.19	17.96	0	0	6.22	666.038
3.1.4.16	72.963	30.927	46.321	78.503	11.127	0	41.234	84.352	197.072	36.737	82.468	224.993	425.955	40.217	78.83	569.713	389.825	212.605	0	65.386	1883.504	56.933	18.982	0	32.989	35.214	1356.47	30.183	6.671	87.962	0	682.228
3.1.4.17	0	0	0	38.739	0	0	14.723	70.206	20.893	16.418	31.104	155.538	196.432	12.102	0	19.97	78.562	2.714	0	17.017	3816.443	7.641	0	0	0	0	56.361	8.919	0	0	4.649	416.122
3.1.4.3	10.547	0	8.932	0	0	0	0	0	177.479	0	0	6.888	0	0	0	10.497	125.126	35.308	0	43.179	0	31.983	12.48	31.508	0	12.305	291.057	7.483	21.192	10.65	13.65	70.308
3.1.4.37	56.769	0	20.171	0	0	0	0	0	0	0	0	0	0	0	0	12.518	29.771	0	0	0	0	35.627	0	19.231	0	97.73	0	0	0	0	0	0
3.1.4.4	0	0	0	0	0	0	0	0	0	0	0	0	0	125.068	0	0	0	0	0	0	0	0	17.637	0	0	0	0	0	0	0	0	0
3.1.4.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1.4.46	4168.779	1295.598	961.366	2749.407	1760.371	326.94	1106.823	485.573	3421.987	3579.465	1336.288	2186.094	2390.174	2128.649	965.222	1507.276	2554.066	1951.532	168.676	1363.466	9416.609	1397.463	1361.114	294.349	2787.353	1938.001	1851.993	1316.599	210.234	1703.228	121.593	2812.497
3.1.4.52	2483.417	3424.145	4818.734	1430.097	3166.997	1571.043	1317.508	2634.068	16657.577	4387.441	1620.198	4613.861	7744.723	2311.139	1510.733	4623.914	9197.828	5955.24	434.159	5588.826	32036.53	4411.279	1288.81	2743.198	2873.34	5012.876	2014.967	1399.747	529.884	5805.627	1329.406	8386.085
3.1.4.53	7.108	0	0	0	5.926	0	3.881	15.244	0	13.627	0	35.871	40.895	13.237	19.095	95.619	26.9	3.747	14.561	19.713	832.251	0	0	0	7.747	0	378.964	0	0	0	0	1559.187
3.1.4.55	0	0	0	0	0	0	0	0	0	0	0	0	53.456	0	0	0	79.501	0	0	0	2063.041	0	0	0	0	0	0	0	0	0	0	0
3.1.4.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1.4.57	0	0	0	0	0	0	0	9.185	0	0	0	18.208	6.208	0	0	0	0	11.823	0	0	0	0	0	0	0	92.539	0	0	27.028	0	0	0
3.1.4.58	16.159	0	32.432	46.45	41.877	11.215	18.755	169.416	0	38.765	988.002	222.417	212.685	23.11	26.56	160.63	925.544	65.737	44.87	135.093	526.383	2101.083	11.118	360.893	6.527	83.761	27.083	62.233	50.268	22.017	32.183	230.175
3.1.5.1	822.851	54.931	106.036	367.885	1049.527	5.868	197.678	269.528	692.185	256.828	200.142	629.07	1406.916	346.26	212.475	711.989	1373.618	418.729	51.73	612.672	7262.193	379.143	224.038	391.792	33.854	152.676	720.012	124.419	135.829	614.975	1043.145	1536.289
3.1.6.1	3770.627	255.116	316.186	3899.705	3317.741	26.539	3708.507	2054.191	868.82	1972.701	4023.728	4319.172	2933.239	5884.23	205.437	3822.793	3387.738	1773.351	65.234	1793.327	10224.012	386.651	2780.491	225.17	5500.412	1629.407	284.619	2821.001	341.239	36.613	68.076	2870.279
3.1.6.6	818.134	82.411	54.59	715.493	105.441	7.747	707.502	276.108	78.52	290.756	674.102	514.478	613.311	908.487	67.605	529.301	837.669	266.527	8.321	329.916	3721.626	102.082	451.188	16.827	1080.562	315.845	74.715	445.409	128.677	24.864	48.621	900.241
3.1.6.8	7.411	0	0	31.641	0	0	0	67.746	0	9.645	0	0	153.319	0	0	100.12	0	9.642	0	34.606	0	0	0	0	0	0	17.04	0	0	0	0	279.482
3.1.7.2	94.792	219.3	196.386	43.534	153.23	103.803	55.634	30.982	673.294	76.726	95.517	247.038	290.763	201.896	133.507	439.717	546.438	402.789	77.716	231.935	359.439	310.495	84.107	312.338	253.973	249.427	526.491	288.627	45.177	478.29	41.02	344.27
3.1.8.1	0	10.787	0	39.065	8.451	0	7.312	7.202	18.878	0	0	130.732	9.881	0	0	29.983	29.673	100.409	0	8.49	0	0	0	14.468	0	9.69	0	0	0	0	0	13.05
3.11.1.1	291.732	617.318	186.959	1380.469	848.765	0	1186.708	209.344	93.586	338.153	1022.712	850.849	283.418	1330.234	18.452	627.699	549.06	340.872	0	393.548	195.975	206.569	722.511	60.653	908.664	520.125	38.571	827.139	221.194	88.067	22.539	82.757
3.11.1.3	0	0	0	9.529	8.612	0	0	46.469	25.773	5.597	29.322	97	106.983	9.496	0	0	10.699	21.608	0	0	0	0	0	0	0	0	0	0	7.737	0	0	0
3.2.1.1	1856.525	658.672	1364.871	3111.668	1990.187	1186.842	2119.88	2486.953	2275.628	2427.933	1857.844	1772.549	4355.584	2607.418	1011.227	2655.582	6255.459	1380.354	513.355	2695.38	12011.355	1696.678	6079.114	414.165	1668.211	1339.428	1538.213	3125.438	273.866	1853.437	1143.288	4150.944
3.2.1.10	4181.265	2185.816	1998.039	861.016	2334.687	561.315	872.179	743.645	6743.449	1664.996	819.171	1899.897	5243.903	1790.893	1412.892	2373.823	3355.941	3194.495	304.456	2607.598	1221.689	2226.573	655.202	1379.21	820.052	1793.086	1436.89	1688.044	213.297	3679.993	2021.076	3082.017
3.2.1.103	0	0	21.642	0	0	0	0	0	0	36.885	0	15.308	0	0	0	0	0	7.813	0	5.104	0	0	0	0	5.188	0	0	15.355	0	0	0	0
3.2.1.11	0	13.082	12.149	14.815	0	0	0	0	59.472	0	0	7.407	60.459	8.742	0	213.521	107.066	5.667	0	0	38.364	29.013	0	0	0	46.418	78	18.605	8.664	0	0	8.882
3.2.1.122	187.852	0	141.772	0	137.55	25.969	112.15	51.037	673.29	80.936	154.541	446.188	817.786	308.313	152.813	536.143	668.573	866.189	36.063	101.784	7178.79	242.549	119.265	186.768	239.854	165.708	89.135	378.125	47.189	144.133	68.367	140.023
3.2.1.129	13.493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.719
3.2.1.131	88.901	0	27.661	557.93	258.324	0	889.31	130.967	96.179	180.413	384.935	413.385	166.607	1264.287	0	210.64	558.532	377.352	0	330.153	51.19	75.307	246.032	10.117	1044.295	167.278	27.276	1070.232	7.365	0	0	22.901
3.2.1.133	0	5.575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.389	0	21.885	0	9.928	0	0	0	0	0	0	0	0	0	0
3.2.1.135	2307.899	1305.823	1293.541	1004.32	2197.726	241.694	831.373	994.187	3499.204	1374.06	812.826	2043.911	2193.198	1122.601	417.536	1610.497	2036.599	2114.65	219.62	1489.122	4761.8	1591.094	483.947	513.489	1485.724	1541.586	546.949	936.842	111.063	1934.488	217.602	3167.851
3.2.1.136	781.289	0	23.862	383.939	483.983	0	167.326	31.177	14.24	221.079	585.611	108.239	22.674	715.641	29.183	92.021	27.684	21.332	0	21.427	113.797	53.765	350.879	7.489	147.956	162.902	0	166.739	17.643	0	7.463	0
3.2.1.139	0	0	0	0	0	0	0	0	16.871	0	0	5.453	11.151	50.864	0	0	0	143.903	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2.1.14	995.852	251.05	31.384	452.558	227.765	0	245.281	372.466	345.21	236.056	704.207	522.251	199.772	553.804	94.628	385.364	727.523	302.436	45.692	244.176	10807.045	214.366	683.268	31.965	652.037	332.382	538.913	914.504	23.979	307.323	13.236	845.008
3.2.1.141	0	0	0	201.633	102.142	22.783	0	60.092	0	123.343	67.73	160.928	0	486.189	0	0	0	0	26.704	0	36.37	0	0	0	475.887	99.623	0	0	0	0	0	0
3.2.1.145	27.579	170.181	0	0	0	0	0	0	0	0	0	0	0	15.062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2.1.15	0	495.085	55.027	899.003	230.171	24.209	1462.567	315.636	94.151	128.738	552.003	573.68	367.363	1542.471	0	384.805	803.892	445.186	0	465.037	75.114	81.428	339.965	0	2126.865	391.087	75.178	729.517	30.203	16.923	0	0
3.2.1.151	170.71	0	0	0	0	0	278.457	0	69.762	0	69.292	0	42.379	0	0	7.178	220.445	349.661	0	0	0	0	212.151	0	196.375	63.383	0	0	0	0	0	0
3.2.1.152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.247	0	0	0	0	0	0	0	0	0	0
3.2.1.156	1664.953	502.933	223.419	163.452	913.922	19.739	350.273	194.317	876.573	533.922	185.321	421.78	1930.546	1141.496	439.655	502.936	511.53	530.542	88.446	584.319	313.321	369.926	485.2	331.198	364.014	328.683	1007.691	610.78	19.763	1217.27	1094.519	561.826
3.2.1.165	1222.23	622.448	503.57	1337.342	797.533	16.972	917.757	613.88	850.945	795.518	894.058	996.304	775.626	2824.042	159.577	717.448	1017.764	1074.969	39.142	701.229	440.209	403.911	1385.633	196.193	2121.571	1349.611	35.252	445.473	84.035	381.016	159.732	390.849
3.2.1.169	187.127	6.868	14.324	99.076	152.588	0	70.207	110.24	218.126	52.636	56.384	346.674	190.374	78.253	7.736	243.468	184.294	114.226	0	51.526	195.338	30.168	75.181	0	159.574	165.139	0	0	0	0	0	0
3.2.1.17	941.17	3475.186	1383.429	951.087	803.112	1453.013	494.093	911.577	3243.613	743.487	497.233	1606.071	2377.33	1137.312	689.791	2469.305	3568.632	2951.492	188.438	1581.806	9954.358	1487.341	865.055	641.342	1520.713	2526.354	1195.284	1730.26	224.127	1959.923	1209.2	2577.754
3.2.1.170	1187.634	339.989	126.943	368.479	361.108	70.438	199.147	263.962	1018.297	500.583	490.425	935.491	929.049	746.041	67.596	451.196	1078.305	490.667	91.495	439.777	8828.207	491.43	486.536	116.267	371.696	302.348	130.98	414.761	61.159	400.502	653.564	1023.782
3.2.1.172	1401.995	97.113	95.071	2120.477	1013.406	0	2060.578	379.969	319.875	1311.831	1326.051	1167.126	336.393	3072.545	112.484	829.862	912.985	866.258	30.386	720.822	321.447	194.56	1115.627	22.251	2175.114	860.504	49.98	1513.291	73.994	30.63	24.187	40.795
3.2.1.177	5176.473	2282.539	1762.797	3086.531	1871.96	480.603	1679.889	1563	6914.393	2015.074	1757.27	4681.686	3338.58	3651.412	915.866	2159.989	3880.863	4443.74	337.545	2789.531	16087.898	2267.934	1935.733	762.885	2630.824	3565.16	317.155	2012.839	274.268	2592.989	680.999	4020.466
3.2.1.179	2136.452	10.232	37.949	1067.451	572.894	0	179.069	257.632	98.151	251.186	737.21	717.248	151.809	750.989	79.617	519.498	120.034	91.355	17.061	178.45	201.513	53.567	913.525	29.811	1169.699	443.676	32.34	570.981	116.442	7.59	14.364	65.98
3.2.1.18	605.603	383.199	454.635	228.052	468.433	96.478	306.934	917.341	1138.514	117.341	456.052	624.911	558.553	1191.259	127.811	1044.678	343.197	267.047	102.936	657.698	429.582	229.148	487.584	209.501	766.11	481.019	706.043	1479.209	80.919	175.487	628.119	219.787
3.2.1.180	23.07	0	0	0	110.023	7.76	27.577	30.071	6.788	57.627	75.986	53.616	10.315	399.702	24.296	104.538	59.228	13.597	8.552	35.484	41.164	20.526	63.222	0	149.709	78.447	0	8.54	0	0	5.957	0
3.2.1.181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2.1.183	0	69.372	23.183	219.13	0	0	273.407	87.661	0	20.71	136.793	0	0	0	0	0	0	0	0	167.88	26.115	16	93.244	0	138.066	0	15.123	95.563	0	0	0	0
3.2.1.185	538.265	1817.002	41.283	433.447	132.688	17.387	429.821	251.216	91.733	122.369	340.229	720.07	498.964	576.055	5.621	661.911	452.716	269.483	24.597	231.562	383.136	119.349	382.429	0	949.116	339.657	106.998	980.784	379.41	20.759	121.013	301.671
3.2.1.187	85.498	735.916	0	18.5	21.77	8.961	0	56.939	18.482	0	29.286	162.437	135.093	69.04	0	176.815	61.552	78.061	19.853	24.069	104.954	49.365	86.976	0	100.252	53.91	66.363	609.476	175.591	0	91.765	136.694
3.2.1.196	0	0	0	5.852	0	0	0	6.77	0	0	0	9.682	16.705	0	0	0	0	0	0	3.549	0	0	0	0	0	0	7.106	0	0	0	0	0
3.2.1.199	0	0	0	0	0	0	0	0	0	0	3.181	9.683	0	4.268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2.1.20	1110.069	1826.27	60.019	743.673	219.592	11.683	462.655	64.516	95.854	207.591	557.825	187.064	280.444	534.764	53.445	204.817	104.33	335.571	0	106.916	309.143	193.236	322.85	52.434	324.397	393.978	125.217	571.848	99.675	41.07	176.178	264.691
3.2.1.21	14426.266	8885.556	5522.258	7520.592	6664.037	1152.003	4671.814	3387.399	25430.1	5410.918	6137.43	9268.097	11248.229	10047.953	2692.212	5584.695	8381.598	9356.353	812.036	6708.507	8688.387	7860.662	5752.832	3095.304	10004.832	7696.414	2080.367	9053.205	2733.079	7444.27	5550.123	11299.536
3.2.1.22	15257.354	6240.515	6376.101	11478.369	8097.712	2219.097	9072.779	8573.766	10824.313	7385.8	9504.562	8138.226	9531.515	12598.997	2158.019	10006.606	9698.78	7352.55	668.732	9014.213	8071.724	5758.244	7002.8	6501.446	14193.599	8531.307	4320.65	11039.157	3367.369	5157.513	5822.929	5674.851
3.2.1.23	27225.727	17162.858	11305.494	21334.204	14581.525	3093.851	18161.766	13016.869	18805.301	15074.104	14489.694	17615.139	23877.854	28922.751	4130.744	16045.643	18905.216	15523.742	1586.971	16857.38	23212.367	11681.023	14597.999	9307.383	21734.7	14783.74	11208.872	20838.45	5623.568	11936.833	12592.643	17256.977
3.2.1.24	121.987	1139.696	26.145	7.733	36.166	0	16.48	30.502	34.597	6.456	31.274	88.69	133.219	93.47	0	65.639	28.757	183.24	37.464	37.458	33.915	34.891	54.625	22.39	25.35	28.172	38.188	338.882	262.884	0	115.544	191.427
3.2.1.25	965.409	163.901	22.222	1661.611	436.993	0	517.102	96.874	65.225	573.216	626.849	225.2	209.35	1569.718	37.298	107.397	1071.9	286.206	6.652	386.832	166.832	90.188	577.483	0	2402.842	380.898	0	643.402	25.436	4.872	21.916	6.629
3.2.1.26	3906.068	5538.242	3937.478	1598.95	2909.626	1608.362	1507.882	1348.17	13017.162	2511.049	1620.037	2946.257	5651.366	2593.83	1991.446	3477.231	8048.902	5044.405	640.397	4613.443	2195.365	5039.894	2085.489	2244.407	2294.802	4245.035	4565.62	2181.012	598.269	6686.155	1764.181	5915.995
3.2.1.28	1103.106	0	44.17	270.727	17.665	0	64.832	253.332	13.733	286.16	112.866	441.404	665.202	99.662	24.587	545.76	1736.016	14.84	5.447	167.993	9818.677	15.12	365.185	19.718	654.97	0	77.809	31.845	14.554	0	22.584	1987.248
3.2.1.3	90.516	0	0	231.499	184.522	0	259.244	82.012	28.855	125.835	151.478	118.151	65.021	476.839	0	50.512	28.316	172.552	8.649	100.328	54.514	186.639	176.333	0	580.099	178.438	0	412.228	0	0	0	0
3.2.1.31	5441.77	369.2	259.998	1640.4	859.701	134.455	1154.745	2966.72	755.821	1529.013	1419.664	1782.658	1910.918	1638.743	149.063	867.242	1284.193	1020.072	146.961	825.324	6149.091	956.241	912.678	2432.608	1657.902	1131.645	68.331	1336.697	1020.994	674.041	592.441	2062.145
3.2.1.32	0	0	0	0	0	0	0	0	0	0	35.26	0	0	0	0	12.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2.1.33	0	0	0	0	0	7.291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2.1.35	8.232	0	42.524	40.408	106.539	12.858	8.735	55.159	802.82	12.193	16.355	178.171	6.155	9.474	77.083	132.752	312.317	184.241	60.674	81.644	169.265	179.584	21.53	178.078	42.33	56.495	36.634	575.863	40.404	16.797	15.527	234.405
3.2.1.37	5616.688	2822.673	751.147	2333.648	3439.934	83.02	2195.705	1566.534	2158.559	1394.71	1683.254	2724.726	5365.705	4347.908	994.132	2207.929	2403.513	2233.853	222.219	2340.737	1455.372	1558.065	2640.185	719.459	4067.967	1998.12	2486.213	3834.304	456.921	2232.01	2627.181	2753.383
3.2.1.39	814.199	709.834	0	120.025	161.88	0	112.566	0	150.643	423.72	68.72	291.378	1270.638	379.208	92.366	83.814	271.985	319.361	49.902	16.507	112.293	319.127	122.927	18.477	23.889	162.058	170.256	12.633	258.679	418.652	209.201	209.054
3.2.1.4	5228.01	58.287	2032.27	2707.096	1421.403	121.252	1305.9	1454.915	574.41	3534.787	2747.175	1421.802	1690.892	3039.695	627.83	1260.154	1162.684	1230.642	322.19	1548.019	2301.746	1540.975	1817.55	627.587	3644.6	1652.823	1622.608	2492.615	279.045	645.177	442.98	1800.985
3.2.1.40	0	69.688	19.07	660.282	140.709	17.767	624.278	158.166	77.361	98.409	319.131	303.759	158.921	637.226	19.958	196.876	438.087	196.013	0	259.622	86.56	63.762	121.785	0	858.9	196.503	42.318	352.395	50.551	10.394	17.136	8.225
3.2.1.41	1300.772	430.646	483.401	1214.194	1195.849	121.843	1099.593	582.661	775.485	1090.919	838.212	1301.92	1571.504	1566.046	192.945	1050.972	1023.103	879.952	62.829	1006.193	522.913	933.39	744.274	375.642	1628.587	501.915	723.302	1065.409	133.37	797.625	1063.27	1315.788
3.2.1.45	121.829	0	6.132	15.386	318.42	0	130.207	10.775	20.774	27.952	91.825	65.506	1194.875	435.523	37.835	142.396	96.877	143.594	0	287.416	127.494	144.846	77.168	116.34	114.567	17.053	159.143	353.065	0	442.566	902.132	201.31
3.2.1.49	216.438	222.026	284.029	324.497	346.82	102.632	262.511	91.129	93.608	0	645.479	388.443	60.99	160.207	17.678	452.419	329.446	122.21	20.88	51.56	226.067	22.593	33.962	31.357	264.415	404.875	0	26.846	12.552	39.462	23.073	103.448
