# Gene Family	3003B	3004B	3005B	3007B	3008B	3009B	3012B	3013B	3014B	3016B	3020B	3021B	3022B	3023B	3025B	3026B	3027B	3028B	3029B	3030B	3031B	3032B	3033B	3036B	3037B	3039B	3042B	3043B	3044B	3046B	3047B	3048B	3049B
tartronate (hydroxymalonate)	3.771	0.3432	1.8416	0.3432	0.3432	0.3432	0.3432	0.6555	0.3432	0.3432	0.6418	0.3432	0.3432	0.3432	0.3432	0.3432	0.3432	0.78	0.3432	0.3432	0.5076	0.3432	0.3432	0.3844	0.5705	0.3432	0.3432	0.3432	1.6085	0.57	0.7713	2.0633	0.3432
taurine	37.8765	0.0907	17.2881	0.6991	0.1019	3.3585	0.2545	0.2473	14.3326	0.3674	1.226	2.7897	9.2825	11.3285	0.2326	7.6688	1.5812	2.0734	0.508	1.1652	3.2844	1.6242	0.1101	1.1827	0.4585	0.2515	3.1779	0.1442	0.5065	31.4173	0.7928	0.4628	1.1089
taurochenodeoxycholate	0.8707	0.2061	0.2061	0.9924	0.3908	0.4584	0.2061	0.2061	9.8399	0.2061	0.2061	0.2061	0.2061	0.6831	0.2061	0.2061	0.9896	1.9119	0.2061	0.2061	0.2061	0.2061	0.2061	0.2061	0.2061	0.2061	0.2061	0.4493	0.3968	0.2061	0.2061	0.2061	0.2061
taurocholate	3.3507	0.4301	0.4301	0.4301	0.4301	0.6935	0.4301	0.4301	13.7059	0.4301	0.4301	0.4301	0.4301	0.8888	0.4301	0.4301	1.3969	1.4131	0.4301	0.4301	0.4301	0.4301	0.4301	0.4301	0.4301	0.4301	0.7114	0.4301	0.5279	0.4301	0.4301	0.4301	0.4301
taurocholenate sulfate*	5.696	0.2123	0.2123	0.2123	0.2123	0.2123	0.2123	0.2123	2.0097	0.2123	0.2123	0.2123	0.2123	0.2123	0.2123	0.2123	0.2123	0.7523	0.2123	0.2123	0.2123	0.2123	0.2123	0.2123	0.2123	0.2123	0.2123	0.2123	0.2123	0.2123	0.2123	0.2123	0.2123
taurodeoxycholate	0.093	0.093	0.093	0.093	0.093	0.2595	0.093	0.093	5.0174	0.093	0.093	0.093	0.093	0.093	0.093	0.093	0.2893	1.1216	0.093	0.093	0.093	0.093	0.093	0.093	0.3962	0.2665	0.093	0.093	0.2256	0.2381	0.093	0.093	0.093
tetradecadienoate (14:2)*	0.6614	0.1466	1.9285	1.1391	0.1466	0.1466	2.1638	0.1466	0.1466	0.1466	1.8531	0.1466	0.505	0.8091	0.1466	0.1466	2.1402	0.5001	0.1466	4.4997	0.1466	0.1466	0.1466	0.1466	0.1466	0.9784	0.1466	0.5822	0.1466	0.4615	1.4213	0.1466	0.9209
tetradecanedioate (C14)	0.8913	0.8188	0.5025	0.8419	0.9887	1.3788	1.3166	2.2061	1.0468	2.081	0.5635	3.4929	2.5671	2.3601	1.5769	1.0113	0.6681	0.634	0.6181	0.8178	1.2657	0.5902	0.9789	0.5052	1.5954	1.0316	0.5689	1.0232	0.5106	0.4118	0.4118	0.9369	4.1825
tetrahydrocortisol sulfate (2)	2.7848	0.2889	1.5874	2.0053	0.2889	1.3132	1.0868	0.8054	1.0661	0.2889	0.4085	0.2889	1.3987	0.5136	0.2889	0.8906	0.8207	0.4245	0.2889	0.8973	0.2889	0.2889	0.2889	0.2889	0.2889	0.2889	0.3077	0.2889	0.2889	0.7632	0.7577	0.2889	2.7241
theobromine	1	0.6795	0.338	3.6594	0.187	0.6962	0.187	0.9727	0.2284	0.187	3.3299	0.2675	0.3302	0.187	0.187	1.5564	0.187	1.0338	0.187	0.7613	0.3627	0.187	0.187	0.8105	5.9203	0.187	0.757	0.7134	2.1899	0.187	0.5952	4.4296	0.187
thiamin (Vitamin B1)	0.355	1.2921	1.3619	1.0105	1.0777	0.6645	1.259	0.9935	0.7697	1.1275	0.5735	0.9182	0.4476	0.8739	0.9064	1.2817	0.7604	0.5911	0.8304	0.595	1.2973	2.2522	1.4907	1.4099	0.7566	1.4843	1.1145	0.8431	1.4031	0.4489	1.4859	1.22	0.3067
thioproline	0.7927	2.9382	0.1819	1.0148	0.6065	1.5192	0.364	1.4127	0.6575	0.9238	1.0977	2.4877	5.694	0.5748	0.6346	1.3181	0.9363	0.6518	0.5894	1.0819	0.491	1.2731	1.4785	1.3189	1.3509	1.5874	0.7051	1.3018	0.1819	0.9572	0.8221	1.1454	0.1819
threonate	1.2133	0.5011	0.6858	1.8005	1.4272	4.8755	1.5263	1.2722	2.6147	0.4875	1.0496	0.3476	8.8336	3.737	0.355	2.219	2.256	2.2068	0.672	1.1939	1.964	0.3326	0.2347	1.0783	1.2244	1.2327	1.2031	1.4605	1.7068	0.7317	0.8972	0.9471	1.5056
threonine	1.0089	1.5337	0.6587	1.1392	0.9156	1.2345	1.4001	1.5929	0.7094	0.9017	1.1157	0.8726	1.56	0.9878	0.7459	0.6365	1.4209	1.1504	0.7247	0.7965	0.5888	0.6892	1.1873	1.1492	0.8707	1.2888	1.3912	0.7448	1	0.7741	1.1995	1.1374	1.4126
threonylphenylalanine	1.4859	1.3827	0.3327	0.4366	2.3348	0.0644	1.0569	1.7432	2.6519	0.7244	0.0644	0.0644	0.0644	2.591	2.1048	1.2235	0.0644	0.7816	0.6577	0.5321	1.289	1.455	2.83	0.0644	1.1215	2.5711	0.7686	0.0644	0.6676	0.2804	0.8656	0.2589	1.3562
thymidine	0.7698	0.3365	0.3765	1.3441	1.0849	2.1744	0.9087	2.852	2.483	1.4702	0.3174	0.8655	1.216	3.6194	0.5596	1.8854	1.6342	4.0518	0.6943	0.446	0.9104	0.9352	0.837	1.2847	1.0007	1.298	1.9474	0.5117	1.0384	0.7322	0.1503	0.3248	1.3706
thymine	0.2602	2.6569	1.2471	1.0725	1.5894	0.7405	1.5468	1.1929	0.2833	2.1151	0.4717	1.5676	1.0374	0.3458	0.7798	0.5814	0.6741	0.4354	0.7017	0.2859	1.1568	1.2006	0.9391	1.3317	0.8563	1.8577	1.9215	1.8793	1.378	0.3273	0.0711	1.4317	1.2029
hydroxyproline	0.9762	0.5916	2.1321	0.5242	0.7674	3.273	0.8004	0.8086	0.5445	1.1171	1.9654	0.8156	10.8897	0.7573	0.6645	18.0588	5.631	0.7144	1.0925	0.1648	2.5567	0.6571	0.3656	1	0.7699	1.798	1.7015	0.732	1.1467	0.6342	0.7972	0.548	0.9216
trans-urocanate	0.5079	1.1482	0.5372	1.3532	1.0606	0.8465	0.7519	2.0637	0.2455	0.9135	1.0253	0.6603	0.6954	0.6367	0.577	2.0138	0.9168	0.8483	0.5648	0.9228	0.9086	0.6472	1.1103	0.9045	1.2148	1.2164	1.3955	0.7308	0.7169	0.4155	0.6101	1.3132	2.0932
tricarballylate	0.0355	0.7841	0.7598	1.0131	0.7063	2.4068	0.7826	0.0448	1.3995	0.9675	0.7197	2.1129	1.3334	1.1997	0.2749	0.2049	0.0756	0.6384	0.4492	1.0391	1.2984	1.3776	1.0771	2.7488	2.5352	1.6189	1.4682	0.6863	1.1444	0.7101	0.8394	1.1999	0.7882
triethanolamine	1.231	1.6331	1.3092	1.1958	0.4458	0.7913	0.5214	0.8124	0.9536	0.535	1.0931	0.7216	0.7694	0.8532	0.9671	0.8526	0.7127	0.7615	1.6036	1.5034	0.9149	1.2001	1.3655	0.7095	0.9102	0.9748	1.4177	0.9047	1.0799	1.1702	0.7901	1.0862	1.0059
trigonelline (N'-methylnicotinate)	0.423	0.159	2.2143	2.7109	0.0324	9.2472	0.8291	0.0549	1.4521	0.0951	2.3029	0.4221	13.1545	1.7236	0.0457	18.2927	8.7969	3.6641	0.5255	5.6265	3.1966	0.2745	0.0344	0.109	0.1702	0.5316	1.6688	0.4045	0.1016	1.7118	1.1653	0.0497	1.492
trimethylamine N-oxide	15.1809	1.2597	6.4313	1.3165	0.2401	1.4435	0.5345	0.6011	3.1106	0.9505	0.2401	1.5329	3.056	3.1239	0.2401	0.9643	2.578	1.9554	0.7057	0.5305	0.696	0.4181	0.6165	0.5836	1.5808	1.0853	0.8508	0.597	1	0.8659	13.0768	1.063	0.2401
tryptamine	302.4197	0.6381	0.1748	3.8113	0.1748	0.1748	0.6353	0.6187	0.1748	0.1748	0.7564	0.1748	0.5948	0.1748	0.805	0.5669	2.9644	0.1748	0.1748	0.9566	0.5715	0.5519	2.4956	22.0534	0.5957	0.1748	0.1748	0.1748	0.1748	0.938	7.6288	0.5044	0.1748
tryptophan	3.294	1.4938	0.6327	1.0856	0.8684	1.3977	1.2652	1.6517	0.8772	0.8676	1.1943	0.832	1.666	0.9968	0.7324	0.7596	2.1843	1.1698	0.7632	0.9818	0.7539	0.6896	1.052	0.8858	0.9193	1.3017	1.422	0.5634	0.9277	0.8122	1.3699	1.0815	1.4791
tryptophylglycine	1.226	0.2434	0.2434	0.3012	0.2434	0.2434	0.2434	1.2787	5.4374	0.2434	0.2434	1.6509	0.2434	2.6677	4.9621	0.2434	0.2434	1.4995	0.5094	0.2434	0.2434	0.8649	0.6882	0.2434	0.3816	1.4808	0.2434	0.2434	0.2434	0.2434	0.2434	0.2434	0.2434
tyramine	28.7985	0.8128	0.4449	3.4886	0.194	0.3279	0.65	6.6729	50.9747	0.7257	0.5218	2.1295	1	0.194	0.623	0.8366	1.2738	0.4129	0.4527	1.0592	7.7692	0.6555	1.4811	3.5554	2.0254	0.3869	2.0897	0.3342	1.0848	1.0281	6.2965	0.7523	49.4432
tyrosine	0.9764	1.7457	0.7065	1.2076	0.9429	1.1102	1.2473	1.8313	0.726	0.901	1.0127	0.8534	1.2818	0.9742	0.8414	1.0218	1.4929	1.0836	0.9866	0.7998	1.0153	0.7329	1.0762	1.1813	0.9322	1.3748	1.3626	0.7049	0.8903	0.773	1.2839	0.9558	1.3083
tyrosol	0.5332	0.7419	0.9326	1.238	0.8992	1.3703	1.1826	1.1984	1.6994	1.3919	1.0861	2.1148	0.4029	0.634	0.9915	0.5409	0.793	0.5028	0.8919	0.9508	0.5014	0.4733	1.16	0.6757	0.942	0.5668	1.9561	1.0794	11.0704	1.9062	0.6647	1.4595	1.036
undecanedioate (C11-DC)	0.1343	0.8443	0.4319	0.7734	2.5351	0.6291	1.7014	1.6006	0.6077	1.3375	0.7138	1.287	0.2929	0.5242	0.7141	0.4868	0.5878	0.9442	1.0043	0.4329	0.7118	0.8792	0.7899	1.5815	1.7198	1.898	1.1793	1.4386	1.0081	0.7403	1.1937	1.0091	1.5284
uracil	0.5383	1.8687	0.9842	1.098	1.6351	0.8182	1.6727	1.4731	0.7249	1.1063	0.3962	1.006	1.332	1.7851	0.5543	1.0273	0.7352	1.5944	0.6525	0.5998	0.8399	0.6631	0.931	1.67	1.4333	1.0904	1.7345	1.1425	1.4631	0.2475	0.3016	0.8795	1.3224
urate	0.017	1.9017	3.3651	0.4067	1.3151	7.1112	1.768	2.6223	0.0485	1.6255	2.7854	0.6152	2.9495	0.0995	4.6509	13.6423	2.72	0.1103	3.0957	1.1197	6.4934	1.5426	1.9049	1	0.7139	0.5634	1.3953	0.6809	0.2861	0.2112	0.4693	0.2339	5.053
uridine	2.0497	0.4871	0.2908	1.0355	2.9557	2.0604	1.2859	4.6319	3.1803	0.6001	0.3297	0.636	1.3066	10.9931	0.2708	0.9472	0.3747	12.1677	0.3317	0.3894	0.6012	0.3589	0.4574	3.4488	3.2315	1.8797	2.9652	0.3423	1.8319	0.4324	0.5886	0.3538	2.1975
Urolithin A	0.0152	0.0152	0.0152	0.3278	0.0256	2.0206	0.0152	0.0152	8.3149	0.0152	0.0152	0.0152	0.0152	1.3592	2.1889	0.0152	0.0152	0.971	0.0152	0.0152	2.6381	0.3263	1.2012	0.0152	0.0152	4.4854	0.4659	0.0152	0.1829	0.0152	0.0152	2.4804	1.2226
Urolithin B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ursocholate	27.0226	0.6348	0.7606	62.6946	0.6713	0.7586	8.8223	1.8255	11.4251	0.7018	8.2572	0.4296	2.7865	1.512	0.8561	0.6072	86.0433	3.5555	0.6628	62.5251	0.6441	1.4999	0.4564	1.0076	0.7339	0.4224	1.3159	2.2346	0.4436	0.6115	1.4676	0.4642	5.1159
ursodeoxycholate	5.0196	0.0546	1.145	63.2171	0.5172	0.5836	1.3249	2.79	6.3424	0.8962	8.933	0.8211	0.9018	1.1806	1.0486	0.3741	25.4725	13.6184	0.6714	51.0509	2.4489	0.4956	0.3191	2.6091	2.2765	0.3695	0.796	1.7301	0.7855	0.0348	1.7422	0.4989	1.5041
valerate (5:0)	0.0353	0.8562	0.3799	0.7151	2.2134	0.9897	1.0271	2.4833	0.1132	1.4318	0.1125	1.9349	0.1073	0.6105	0.9261	0.1258	1	1.0028	1.1717	1.9893	1.6495	0.7496	1.7164	1.2831	1.6007	0.9902	2.1444	0.6405	0.5178	0.0661	1.2766	0.6607	0.7328
valerylphenylalanine	0.246	1.1712	0.3336	1.2634	1.4939	0.3028	0.246	3.7648	0.3548	1.0284	0.246	1.9703	0.246	0.246	1.393	0.2753	1.3828	0.246	1.3423	1.5718	1.9688	0.4527	0.5832	1.2989	0.9716	0.8677	1.512	0.246	0.5056	0.246	2.8428	1.0395	0.5441
valine	1.2705	1.9866	0.7019	1.0727	0.9113	1.2535	1.1826	1.7498	0.5368	1.0063	0.9774	0.8822	1.2511	0.8707	0.7812	0.9465	1.6119	0.9882	0.839	0.7336	1	0.8514	1.2667	1.3906	0.828	1.2307	1.4991	0.8101	0.8907	0.7046	1.0884	1.1525	1.4737
valylglutamine	2.139	1.1561	0.2812	1	0.8986	0.7028	0.5821	1.4152	1.3038	1.6557	0.3485	0.3915	0.2812	1.7068	0.4765	2.0874	1.8055	1.8579	0.8437	0.7308	1.5548	1.2947	1.7767	1.1819	0.8549	3.0111	0.2812	0.6224	1.2254	1.0645	0.2812	0.4362	0.2812
valylglycine	1.6451	0.6291	0.4132	0.3581	0.9364	0.3581	0.4532	1.6095	9.1962	0.8385	0.3581	0.3581	0.3581	4.4365	0.7174	1.2223	0.6078	2.0597	0.3644	0.3581	1	0.3581	0.6182	1.0651	0.7999	1.9324	0.9519	0.3581	1.0032	0.3581	0.3581	0.7358	0.4716
valylleucine	1.4554	1.1978	0.4785	0.4404	1.0367	0.3962	1.0023	3.083	4.1079	1.0218	0.3983	0.1094	0.1094	2.6664	1.015	0.9716	0.9461	2.8351	0.1094	0.664	1.3436	1.1677	1.5934	1.0113	1.6561	6.1905	0.7159	0.5653	1.8818	1.3211	1.7318	0.7449	1.426
vanillate	1.5562	1.0509	0.5803	1.3627	1.1357	2.6561	0.2319	0.3459	1.0991	0.2319	1.6854	1.0061	1.2127	2.2112	0.2319	0.9023	1.0846	1.4968	0.324	0.576	0.6782	0.8097	1.4927	0.8861	1.0862	1.2769	1.6489	1.0226	1.8067	0.4629	0.2319	1.1086	3.1062
xanthine	0.1464	2.1836	1.1011	0.8409	1.7492	0.6582	1.1879	1.674	0.558	1.4594	0.4355	1.2966	1.5145	1.4422	0.2389	0.3433	0.7071	1.2757	0.361	0.4624	0.7439	0.8121	0.761	1.6542	1.4031	1.63	1.8137	1.4102	1.1516	0.2894	0.328	1.1547	1.0812
xanthopterin	0.9765	1.1641	1.0124	1.0677	1.3862	1.9494	0.7224	0.8518	0.371	1.5476	0.937	1.3839	1.0064	1.0396	1.3777	0.7235	0.9506	0.8214	1.1593	1.6234	0.6037	0.4629	1.3452	0.8444	0.925	1.2702	1	1.0273	0.8116	0.7473	1.4539	0.7126	1.3756
xanthosine	0.0304	1.4674	0.1404	0.0304	1.4647	0.0304	3.4349	1.399	6.9979	1.907	0.0304	0.5309	0.0304	1	0.0304	0.0304	0.0304	16.6179	0.0304	0.3488	0.1893	0.0304	0.0304	2.3635	2.6424	1.4975	0.0304	0.0304	8.7852	0.3777	0.0304	0.0304	0.7385
xanthurenate	0.7526	0.0741	0.0741	0.0741	1.9622	1.184	0.0741	0.0741	1.1344	1.07	0.0741	1.0731	1.5892	1.2393	0.0741	0.9405	0.0741	0.0741	0.0741	0.0741	0.5715	0.7841	0.0741	1.1115	1.0132	0.0741	3.8679	0.0741	0.0741	2.1193	0.0741	1.3783	1.4018
ximenoylcarnitine (C26:1)*	0.8353	0.5142	2.2001	0.5142	0.5142	0.5142	1.5838	0.6655	0.5142	0.5142	0.5142	0.5142	0.5142	0.5142	2.444	0.5142	0.7122	0.5142	0.647	3.2658	0.5142	0.8983	0.5142	0.5142	0.5142	0.5142	0.5142	1.3012	1.3346	0.5142	0.6838	0.5142	0.5142
xylose	0.8213	0.8302	0.4838	3.3288	0.8463	1.5774	4.0881	3.7495	1.3132	0.6446	0.9518	1.3957	2.3336	3.9472	0.2715	0.4852	1.8395	2.2499	0.4319	0.9489	0.3441	0.3959	0.4086	1.874	4.1477	1.0021	0.7609	1.1797	2.4702	0.5842	1.9527	0.8422	2.3628
X - 10457	0.5246	1.072	0.9635	0.8645	1.3782	1.6789	0.6902	1.5722	0.6626	1.2101	0.4867	5.8422	0.5951	1.0431	0.7984	0.9035	0.746	0.9523	1.0057	0.4378	1.5618	0.9638	1.0526	1.8264	1.0582	1.2642	0.7711	0.5784	1.2024	0.8391	1.0556	0.4954	0.4378
X - 11308	0.1881	0.6651	0.9922	1.0362	1.3636	1.4017	1.0993	1.3325	0.1881	1.3167	1.1755	1.5747	0.5107	0.3104	0.9481	0.3399	2.1749	0.507	0.4356	0.5692	1.6082	0.58	0.5275	1.5484	0.3779	0.1881	0.9745	0.5905	0.1881	0.2442	1.0532	0.1881	2.7833
X - 11381	0.3009	0.7571	0.5121	0.3009	1.3398	3.1322	0.3009	0.6967	0.3009	2.6397	0.3009	4.3024	0.3009	0.7115	3.1091	0.3009	0.9963	0.7021	0.3009	0.3009	0.8441	0.3009	0.6656	0.7901	1.0857	0.8723	0.8251	0.5506	0.6367	0.3009	0.349	0.3009	1.167
X - 11522	14.2706	0.302	0.302	0.897	0.302	1.4621	0.7545	1.3689	1.5368	0.302	0.302	1.944	1.6325	3.1333	0.302	0.302	1.175	1.5212	0.302	0.5164	0.302	0.302	0.302	0.7626	0.611	0.302	0.7145	0.302	0.302	0.302	1.3364	0.302	2.4512
X - 11530	22.9018	0.4895	0.4895	0.6092	0.4895	0.9527	0.4895	1.4328	1.5853	0.4895	0.4895	0.9452	1.0445	2.4701	0.4895	0.4895	0.9349	1.3722	0.4895	0.4895	0.4895	0.4895	0.4895	0.4895	0.4895	0.4895	0.4895	0.4895	0.4895	0.4895	0.7871	0.4895	1.4276
X - 11612	0.1705	1.2544	0.3636	0.1705	1.6722	0.5587	0.2126	5.6392	0.6807	1.7212	0.1705	1.0021	1.7389	1.2137	0.1705	0.1705	0.1705	3.9095	0.1705	0.6496	0.2479	0.1705	0.1705	7.4067	1.9646	1.7103	1.5655	0.4845	3.4626	0.1705	0.1705	0.3766	0.6235
X - 11632	0.2014	0.2014	0.2014	0.2014	0.2014	0.2014	0.2014	0.2014	0.2014	0.2014	0.2014	0.2014	0.2014	0.2014	0.2014	0.2014	0.2014	0.2014	0.2014	0.2014	0.2014	0.2014	0.2014	0.2014	0.2014	0.2014	0.2014	0.2014	0.2014	1.1534	0.2014	0.2014	0.2014
X - 11640	1.7458	0.337	0.337	0.337	0.337	0.6456	0.337	0.337	0.8102	0.337	35.5222	0.337	0.337	0.337	0.337	3.6323	3.3421	0.6346	0.337	0.337	2.0267	0.337	0.337	0.337	0.337	0.337	0.337	0.337	0.337	0.337	0.5939	0.337	1.2105
X - 11787	0.5637	0.7468	0.4819	0.6832	0.4819	1.8281	0.6554	1.5161	0.9528	0.6562	1.0716	1.5592	3.6347	0.4819	0.6664	0.831	1.3167	0.4819	0.4819	0.4819	1.1208	0.9407	0.8225	1.299	0.4819	0.7542	1.2935	0.8504	0.4819	0.4819	2.6967	0.7892	0.4819
X - 11795	63.5246	0.2199	0.2199	1.2164	0.2199	1.39	2.0172	0.2199	2.5712	0.2199	0.2199	0.2199	4.6596	19.3739	0.2199	0.2199	1.7826	7.3639	0.2199	0.2199	0.2199	0.2199	0.2199	0.2199	0.2199	0.2199	0.2199	0.2199	0.2199	0.2199	1.7266	0.2199	0.9704
X - 12007	1.683	0.2259	0.2259	0.4218	0.2259	1.2541	0.2259	0.2259	1.4699	0.2259	0.2259	0.2259	0.7241	0.2259	0.2259	1.1035	4.3557	0.2259	0.2259	0.2259	0.458	0.2259	0.2259	0.2259	0.2259	0.2259	0.2259	0.2259	0.2259	2.173	0.2259	0.2259	2.0897
X - 12026	0.3261	0.0297	2.0467	1.449	0.0297	1.0955	1.083	1.0529	0.1393	0.0297	0.7524	0.5813	0.9089	0.2861	0.0297	0.1202	0.7699	0.0297	0.0297	1.9866	0.035	0.0297	0.0297	0.0297	0.0297	0.0297	0.9239	0.0297	0.0297	0.9928	1.8561	1.6949	1.1188
X - 12096	0.1104	4.3271	0.6351	0.1104	11.6392	0.685	0.2663	1.8117	0.2358	4.5426	0.1104	0.3385	0.3641	3.9661	3.1791	2.4017	0.7988	0.1104	4.7481	0.5606	1.2639	0.2691	0.9225	0.6447	24.1269	0.3888	0.3837	0.1104	1.1858	0.986	2.7311	1.5469	0.1104
X - 12100	3.018	0.9282	0.7535	1.0205	0.7633	1.9859	1.1761	1.5812	1.1462	1.2146	0.9754	1.0601	3.4113	1.3874	0.8741	3.6297	1.9624	1.3347	0.7636	1.2251	2.3489	0.4488	0.8363	1.9974	0.6669	1.0386	0.6275	1.4824	1.3	0.6644	0.5313	0.8304	0.9172
X - 12101	0.2421	3.9884	3.5414	0.4491	0.2421	4.4522	0.8862	0.5045	0.5199	1.4868	1.15	0.6766	9.2439	0.2421	0.6389	6.5815	6.1801	0.2777	1.8607	1.3176	2.8119	0.8732	0.9755	0.5007	1.1523	1.6243	1.9226	0.6161	0.6698	0.2783	0.2421	0.9493	0.8241
X - 12117	0.2152	1.4831	0.8669	1.1563	2.0036	5.9495	1.4153	0.426	0.785	0.5929	1.228	1.0042	1.5131	0.5964	0.6739	4.0038	3.5741	2.1294	1.2162	1.4656	1.5368	0.6543	0.8606	0.7535	15.5466	1.21	2.2505	1.0894	0.6351	0.6019	2.3387	0.347	0.9923
X - 12199	0.6202	0.1479	0.5771	1.1466	1.3648	1.3314	1.9559	1.4046	0.9789	0.7648	1.8677	2.1763	0.9784	0.1479	0.1479	1.3073	1.9166	0.5468	0.3573	3.513	1.406	0.1479	0.1479	0.1479	0.5025	0.797	1.0314	2.0711	0.1479	1.9028	0.8441	0.3381	0.1479
X - 12407	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
X - 12680	9.1594	0.7727	1.9626	3.8974	0.5086	1.6893	9.4723	0.4038	1.9091	0.2676	7.6845	2.0035	3.3046	1.124	0.1189	0.6018	4.744	2.6288	0.1304	1.2088	0.604	0.4593	0.8077	0.3987	0.2891	0.6508	4.8914	0.6024	1.46	1.5891	3.4776	3.5781	2.0522
X - 12740	2.4027	0.2394	0.2394	0.2394	0.2394	0.2394	0.2394	0.2394	0.2394	0.2394	0.2394	0.2394	0.2394	0.2394	0.2394	0.2394	0.2394	0.2394	0.2394	0.2394	0.2394	0.2394	0.2394	0.2394	0.2394	0.2394	0.3643	0.2394	0.2394	0.2394	0.2662	0.2394	0.2394
X - 12813	3.1112	0.1354	0.1354	0.1354	0.1354	0.1354	0.1354	0.1354	0.1354	0.1354	0.1354	0.1354	0.1354	0.1354	0.1354	0.1354	0.1354	0.1354	0.1354	0.1354	0.1354	0.1354	0.1354	0.1354	0.1354	0.1354	0.1354	0.1354	0.1354	0.1354	0.1354	0.1354	0.1354
X - 12828	0.7886	0.4011	1.4526	0.4011	0.4011	0.4011	0.4011	0.4011	1.8035	0.4011	1.2589	0.4011	0.4011	0.533	0.4011	0.4011	0.6004	4.2674	0.4011	0.4011	0.4011	0.4011	0.5537	0.4011	0.4011	3.1437	2.2429	0.4011	0.4011	0.8981	1.2265	0.9033	0.4011
X - 12906	3.6565	0.4691	1.445	1.5673	3.7868	36.9398	0.5586	0.2024	3.0296	0.9867	0.2024	1.0683	6.1682	1.3556	1.4267	2.0021	1.6925	1.3954	0.9351	0.4478	0.7282	0.7654	0.2216	0.6119	6.7105	1.7302	1.0454	0.9345	0.3611	0.2584	2.2058	13.326	0.431
X - 13007	0.3627	0.2783	1.0506	1.2397	0.1958	0.9736	2.6335	3.433	0.4046	0.0584	2.6252	1.5345	0.5579	0.5107	2.4351	0.3339	3.984	0.6374	0.3399	5.3942	0.172	0.1496	2.3878	0.4399	1.3553	1.3808	1.1681	2.8834	1.4904	1.0408	1.3025	2.9712	0.975
X - 13431	17.0405	0.089	0.089	0.089	0.089	0.089	0.089	0.089	0.089	0.089	0.089	0.089	0.089	1	0.089	0.089	0.089	0.089	0.089	0.089	0.089	0.089	0.089	0.1271	0.089	0.089	0.089	0.089	0.089	0.089	0.089	0.089	0.089
X - 13507	1.1242	2.2333	2.299	1.969	0.1483	0.9047	2.0683	1.1858	1	0.1635	0.7117	0.5566	0.4408	0.1182	0.1354	0.4142	1.82	1.1554	0.4226	0.8514	0.2464	0.1994	0.4556	1.9814	1.8907	1.5456	2.3191	0.5913	0.7674	1.3453	2.8216	0.6963	1.0355
X - 13696	0.0322	0.0322	2.3783	0.0322	0.1009	0.0322	0.0322	0.0322	0.0322	0.5917	1.2255	0.0322	0.6924	1.9481	2.5409	0.0322	0.0322	1.0502	0.0322	0.0322	0.0322	0.0322	0.0322	0.1266	0.3644	1.3549	4.6781	1.7843	0.9498	0.0322	0.0322	0.0454	0.0322
X - 13728	0.341	0.7028	0.766	0.341	3.869	0.341	0.9667	0.4439	0.341	1.4123	0.769	0.3694	0.3631	0.341	1.6761	0.5781	0.341	0.341	2.2405	0.5994	1.1016	0.9069	0.6595	0.341	0.8948	1.3595	0.5467	3.1386	1.9324	0.341	1.5279	1.202	0.341
X - 13835	0.6907	0.4095	5.1365	19.189	0.2572	1.9768	3.0508	0.9013	1.2073	0.4372	7.673	1.3805	11.1943	0.5226	0.8136	0.4851	1.063	1.3623	0.1711	12.4492	1.0734	0.9088	0.883	0.5295	0.7501	1.3318	11.9921	0.45	0.3018	39.3289	1.3411	0.5836	6.2231
X - 13838	7.8431	2.9662	1.1573	2.0839	2.0557	2.6226	0.1416	1.0146	1.4628	2.5121	1.38	0.2369	0.283	0.479	0.7583	0.3731	0.6528	0.1416	0.3582	0.4034	1.5319	1.1447	1.7219	0.1416	2.2966	2.5254	1.952	2.5696	0.7606	1.1715	0.853	2.0627	0.739
X - 14056	5.1349	3.347	0.1836	0.3029	0.1836	2.4894	0.5949	1.7676	1.1803	0.8985	1	0.7307	11.6175	2.9404	1.3306	1.4336	0.1836	0.6096	0.2817	0.3036	3.1588	1.1741	0.2314	0.3903	0.9539	0.6033	1.3035	1.1536	0.1836	0.1836	0.1836	0.7344	0.1836
X - 14254	1.2474	1.3153	0.2606	0.8062	1.2757	0.6258	1.3648	2.2429	2.1074	0.6576	0.1669	0.1669	0.1669	1.701	0.654	1.5318	1.018	1.4706	0.4549	1.0413	1.3862	1.1304	1.919	0.7105	0.6318	3.6227	0.7732	0.3608	1.0908	0.1669	0.3275	0.6764	1.8876
X - 14263	0.9024	1.2726	0.2249	1.0594	0.5213	1.0993	1.8145	2.9499	1.6912	1.2392	1.8561	0.4066	0.1401	0.9742	0.7886	0.9032	2.1589	0.4324	0.6797	1.4093	1.2596	0.9771	2.2327	0.6907	0.411	2.1725	1.5897	0.5536	0.5649	0.7346	2.5897	0.8705	1.6539
