# Gene Family	3003B	3004B	3005B	3007B	3008B	3009B	3012B	3013B	3014B	3016B	3020B	3021B	3022B	3023B	3025B	3026B	3027B	3028B	3029B	3030B	3031B	3032B	3033B	3036B	3037B	3039B	3042B	3043B	3044B	3046B	3047B	3048B	3049B
3.2.1.103	0	5.067	0	0	0	0	7.826	0	10.289	39.748	0	14.281	0	0	0	0	0	0	6.742	0	12.889	0	5.202	0	0	0	0	10.376	0	0	0	0	33.135
3.2.1.11	51.197	53.773	22.209	0	0	0	0	10.148	0	0	7.39	26.233	0	0	0	18.02	26.359	68.886	7.246	0	26.865	0	0	98.801	0	11.102	26.921	116.834	11.58	0	0	74.129	45.786
3.2.1.122	214.447	878.802	220.182	0	148.62	0	13.481	212.418	1126.432	55.548	61.517	470.92	230.074	44.227	101.7	135.58	347.279	480.274	44.473	57.154	39.081	72.278	237.22	309.713	5.901	51.987	160.836	482.73	26.896	0	72.315	699.434	33.352
3.2.1.129	0	6.144	0	0	0	0	0	0	1.665	0	33.146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.534	0	0	0	0	970.171
3.2.1.131	46.945	0	40.249	546.048	10.639	0	988.072	126.519	31.968	279.612	243.098	2038.785	210.165	1328.963	17.539	222.341	59.476	66.283	20.327	524.917	163.303	119.199	371.843	14.447	0	143.768	155.319	384.215	6.299	795.147	695.067	5.258	52.715
3.2.1.133	63.074	19.517	0	0	0	0	0	0	0	0	0	0	8.43	0	0	0	15.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2.1.135	1380.298	1992.644	960.027	613.715	1155.9	0	1278.284	561.848	4298.353	605.385	1397.401	2102.632	2237.775	1925.532	293.809	776.189	1261.163	3170.408	1210.824	930.578	2866.934	513.039	941.743	1212.037	51.417	1688.855	1872.47	1926.945	580.991	354.211	737.813	1793.861	6390.654
3.2.1.136	348.088	38.046	93.532	883.687	15.739	0	349.872	78.386	25.667	192.364	155.502	267.886	334.92	322.235	6.835	154.694	0	0	42.829	41.882	172.374	198.788	357.447	0	15.351	97.201	109.165	727.047	6.08	425.914	68.801	40.878	56.746
3.2.1.139	0	0	0	0	0	0	0	0	0	0	0	0	0	248.682	0	0	0	6.291	0	0	0	10.429	0	0	0	10.405	0	0	0	0	86.268	0	0
3.2.1.14	445.299	272.44	56.428	1039.217	88.583	0	685.507	440.475	812.599	190.738	697.815	338.536	537.893	236.801	34.171	135.87	130.88	285.866	176.941	349.049	213.137	223.984	613.233	126.029	0	258.957	663.224	1481.164	134.859	624.074	457.997	247.417	3911.564
3.2.1.141	0	0	0	267.034	0	72.183	0	0	9.654	90.341	61.184	824.005	0	112.179	0	0	0	0	0	0	126.472	0	0	0	39.573	82.995	51.342	0	0	0	161.909	0	15.618
3.2.1.145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.724	0	0	0	0	0	0	0	0	0	0	0	0
3.2.1.15	7.613	179.432	197.619	682.313	6.703	0	2163.278	412.799	296.406	541.734	133.06	1284.145	419.526	4444.967	33.633	585.901	90.943	119.851	15.88	546.851	130.256	187.557	594.24	0	21.882	297.804	242.797	224.943	25.982	1200.641	1176.293	15.305	95.359
3.2.1.151	90.532	0	29.628	0	0	0	168.005	0	29.338	4.375	80.285	0	101.219	0	7.248	16.84	0	19.124	20.542	0	0	7.409	447.334	0	0	83.906	0	0	0	0	0	0	0
3.2.1.152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2.1.156	235.38	1069.61	198.039	101.26	342.724	0	241.118	287.963	1292.185	112.276	366.445	368.659	1312.095	449.793	188.256	299.72	217.603	2015.573	121.44	258.375	2315.259	343.891	253.276	211.352	21.273	355.579	1691.196	995.819	207.737	9.997	49.51	824.113	221.392
3.2.1.165	1003.866	754.257	429.781	1886.733	311.531	0	1245.652	717.926	839.592	879.791	724.468	2934.461	1332.714	3660.92	123.047	574.789	436.994	495.647	341.089	547.18	762.748	293.193	2672.212	474.967	67.025	955.294	615.517	1106.24	351.044	1187.901	1019.486	609.462	620.614
3.2.1.169	167.608	20.54	264.602	186.124	107.439	0	162.992	937.587	245.066	118.743	0	99.08	403.052	501.985	0	50.462	24.566	0	0	49.866	104.004	50.199	716.833	0	0	87.205	59.297	12.058	0	431.25	187.204	13.764	12.076
3.2.1.17	2172.875	2924.232	1096.09	521.876	904.852	261.502	874.434	1716.361	3390.536	452.287	759.865	1756.776	897.361	944.567	621.531	898.7	3002.235	1662.421	649.417	513.438	988.801	561.666	1465.998	1345.201	38.074	1927.76	2106.652	2401.619	692.384	678.312	706.801	3289.238	5187.682
3.2.1.170	762.086	605.43	70.149	649.554	267.67	0	225.703	121.416	1330.399	257.162	440.228	1472.048	773.096	359.314	30.332	75.951	204.723	549.678	329.28	152.471	565.432	292.892	538.711	165.533	0	390.548	602.316	1380.612	220.307	404.362	327.145	910.506	756.124
3.2.1.172	734.438	176.47	237.136	2372.743	22.171	0	2595.555	286.551	221.468	848.489	839.758	3954.389	621.711	4020.58	91.35	678.847	67.081	156.686	200.669	998.358	842.464	336.871	1958.154	91.248	25.874	745.483	580.87	1527.637	61.91	1712.922	1593.46	311.742	327.908
3.2.1.177	3298.734	4788.334	1728.747	3253.112	1675.37	228.601	1731.77	2725.931	5876.634	1395.512	1116.568	5244.873	4376.826	3794.78	847.299	1278.849	2298.79	4308.552	1354.429	1337.62	3437.956	1332.333	3516.674	1919.903	89.179	3186.638	3181.5	5192.84	1568.664	2144.594	1864.646	3209.206	6132.18
3.2.1.179	906.303	148.873	188.288	2392.669	25.612	0	379.612	709.307	105.791	314.853	645.215	2182.106	206.301	444.765	15.839	297.104	29.096	63.23	66.262	349.94	314.66	104.553	1313.406	101.389	36.575	342.102	156.955	982.631	71.792	632.063	83.921	46.72	200.848
3.2.1.18	614.727	655.117	456.364	149.943	188.467	47.606	550.799	2005.668	1675.268	281.169	127.614	312.019	623.697	541.161	108.129	554.986	508.942	444.781	970.511	229.152	279.322	291.423	1861.152	480.638	14.082	397.648	465.863	418.844	194.592	531.019	586.424	241.951	269.143
3.2.1.180	27.487	0	0	5.301	0	0	61.768	7.768	13.83	203.306	48.624	577.257	5.742	182.026	0	310.986	0	0	0	54.567	23.656	29.48	381.8	0	22.219	27.902	17.342	21.268	0	365.886	23.113	11.107	15.414
3.2.1.181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2.1.183	0	71.298	55.233	591.489	0	0	547.552	101.52	0	168.494	81.474	0	0	0	11.062	0	0	0	0	154.974	49.393	54.408	121.72	9.038	7.09	8.085	62.415	39.325	0	334.605	339.675	22.555	0
3.2.1.185	604.946	94.226	186.686	453.212	11.938	5.996	818.561	1681.013	154.093	349.518	85.884	488.024	760.239	1736.597	26.687	304.177	72.069	155.148	68.369	234.062	209.604	180.426	1484.194	0	12.335	291.314	212.585	286.57	320.36	907.688	431.84	28.011	174.275
3.2.1.187	275.228	48.468	39.899	30.282	11.227	0	0	534.66	20.683	0	22.26	148.383	175.028	92.832	11.417	57.039	0	48.642	38.458	0	48.87	51.449	303.86	0	0	63.389	102.905	165.977	139.018	58.422	0	0	86.729
3.2.1.196	0	90.189	0	0	0	0	0	0	0	0	5.492	0	4.526	1.534	0	0	0	0	0	3.954	0	0	0	0	0	0	0	0	0	0	0	3.402	6.487
3.2.1.199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2.1.20	531.537	147.661	65.286	1035.187	20.884	0	277.738	229.193	153.279	165.254	177.944	294.388	462.604	142.819	60.78	356.819	22.969	203.654	50.786	128.636	299.314	539.016	1417.566	32.281	9.225	588.175	195.152	1085.235	36.548	257.668	64.156	131.083	96.546
3.2.1.21	10289.167	10660.493	5390.924	8913.852	4339.715	669.799	4871.631	2688.741	18620.82	4132.973	4630.499	13103.368	10534.771	9211.944	2063.232	4153.73	7577.787	12063.49	5577.91	3906.418	13165.386	4348.859	7897.236	6503.799	2688.522	8327.973	8806.309	14708.776	7028.302	5889.992	4639.623	8777.075	11880.417
3.2.1.22	11270.426	5330.3	4454.196	14925.83	2625.164	662.135	10519.295	11350.554	10914.599	7783.155	6817.913	13594.549	9491.719	18313.863	2231.533	6305.078	5722.368	7775.754	7192.871	7013.866	7752.99	5219.206	15304.438	8666.722	390.401	9238.789	7312.462	13710.758	3452.038	9780.981	9559.013	5497.342	7975.537
3.2.1.23	19991.19	18318.738	10198.417	28015.22	6242.394	1196.04	22618.502	18222.361	21350.733	12259.047	11465.258	25297.986	19619.072	29839.857	4025.991	9669.479	11102.021	19882.577	13749.657	12036.024	20937.828	9773.888	22008.205	14248.05	615.03	17028.079	18753.107	27579.211	9066.158	19815.899	14622.36	14454.365	21292.957
3.2.1.24	234.395	18.519	16.94	0	16.848	0	50.811	28.483	51.806	0	139.715	326.351	10.061	51.488	7.04	68.051	47.189	102.535	261.904	20.374	277.755	32.531	53.302	6.42	0	82.018	71.691	136.216	244.565	0	4.505	28.166	113.007
3.2.1.25	439.733	134.393	94.379	1943.644	21.984	0	505.61	62.435	52.407	512.412	283.203	899.741	462.638	1934.376	32.062	144.06	95.745	13.817	30.416	604.81	459.146	282.145	666.199	11.698	8.468	324.63	159.975	878.085	0	418.31	511.686	67.396	39.275
3.2.1.26	5871.06	7333.238	3630.184	1515.493	2900.6	666.87	968.275	1093.652	11803.336	1019.976	1866.269	3447.402	3623.023	990.627	1609.697	1583.121	8828.568	5771.266	2750.359	1571.49	5315.566	2204.508	2184.821	4536.849	153.517	4133.743	6299.857	5946.049	2368.589	639.77	1523.224	6776.924	5030.632
3.2.1.28	370.515	993.57	12.739	159.231	5.051	0	134.037	618.665	79.736	163.605	318.885	373.542	74.637	3.976	6.042	28.724	265.854	0	38.178	79.115	38.07	78.268	244.439	26.231	0	0	42.523	0	0	325.608	94.105	155.27	6965.876
3.2.1.3	77.501	14.903	24.027	186.849	0	0	315.942	34.615	20.666	135.471	82.475	737.903	49.125	563.607	0	64.756	0	0	9.615	219.151	102.232	259.758	441.1	0	0	140.865	76.135	147.702	0	281.46	287.748	10.634	40.51
3.2.1.31	2444.576	1096.364	485.488	2363.622	349.528	446.185	913.478	1150.307	943.595	803.393	1345.613	2735.225	1694.549	1951.425	214.893	569.412	251.558	744.024	890.163	812.23	753.222	701.837	1271.803	787.506	20.152	1356.02	845.445	2528.88	1197.433	811.041	874.015	792.492	6609.25
3.2.1.32	0	0	0	0	0	0	0	0	0	0	31.092	0	0	0	0	114.718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2.1.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2.1.35	192.57	60.641	396.747	82.434	241.628	0	0	312.92	1074.27	9.215	0	234.786	39.586	52.456	50.546	36.441	490.603	210.05	445.81	5.743	63.115	148.769	0	188.685	0	67.312	67.077	579.577	44.437	0	61.845	44.199	24.174
3.2.1.37	2022.729	3342.929	761.502	3080.946	1125.739	0	3194.229	1734.565	3192.801	1090.377	2408.671	4036.146	3355.195	4260.582	483.395	1473.735	881.908	3988.866	1328.866	1680.322	5760.109	1269.085	3208.553	1469.457	44.613	2270.521	4130.748	4165.288	1111.958	1863.271	1690.452	2558.21	2048.783
3.2.1.39	63.367	1302.199	6.582	34.554	70.14	0	28.666	0	222.52	88.405	67.026	186.557	762.506	58.933	121.655	79.532	92.865	1646.695	25.717	0	392.289	318.022	115.897	51.973	7.653	252.672	278.5	425.952	98.787	9.307	0	421.677	59.521
3.2.1.4	2777.271	1466.108	2308.968	5342.583	733.309	77.383	1672.67	840.18	520.94	2182.891	2503.017	4573.254	3317.422	2256.226	240.85	1610.07	880.009	802.441	903.03	1464.321	2431.584	1343.767	2589.532	2298.51	154.785	2255.684	1814.801	5645.301	985.086	2532.658	1370.989	1386.026	3949.972
3.2.1.40	0	84.267	101.039	513.976	6.097	0	1002.738	142.647	126.732	261.296	131.606	857.666	197.066	1976.445	42.027	196.391	75.479	63.898	0	322.222	95.18	81.619	140.077	16.472	0	175.203	117.491	112.833	0	951.812	269.497	34.464	74.707
3.2.1.41	874.165	719.438	908.245	1539.663	342.744	25.845	925.365	702.109	1203.084	805.98	565.962	1801.583	1193.157	1373.888	72.543	590.28	684.123	809.892	464.864	883.638	1987.202	655.501	1010.478	480.977	41.298	600.498	1169.119	2039.002	197.086	1652.83	493.948	1192.637	972.082
3.2.1.45	32.667	0	10.906	0	95.583	0	25.867	114.796	213.259	46.855	75.452	84.778	139.437	23.162	22.853	79.284	17.981	389.588	20.714	73.18	910.021	209.221	88.627	104.9	0	9.548	435.793	303.546	0	0	0	404.943	54.497
3.2.1.49	199.47	123.256	255.662	161.401	7.098	0	487.432	442.973	111.417	133.191	170.697	56.334	174.557	312.956	0	210.107	242.503	57.692	24.05	76.246	353.693	39.369	261.24	73.102	9.926	183.672	181.948	99.953	0	558.059	13.06	189.118	107.998
3.2.1.50	70.429	161.676	185.127	1603.433	35.062	0	3026.187	68.609	117.764	569.249	351.62	1254.566	144.761	1701.974	31.575	120.272	94.799	27.314	5.49	876.447	416.186	214.758	833.862	4.463	11.855	424.153	380.748	402.909	0	1395.323	1790.552	65.124	121.258
3.2.1.51	1304.436	413.787	502.662	1343.8	290.075	0	727.592	1414.891	921.202	453.742	339.563	765.29	1230.302	950.65	39.832	550.974	159.179	382.125	352.517	207.366	986.704	477.546	712.42	162.885	40.738	646.201	773.647	1620.258	110.235	964.915	358.624	439.503	334.059
3.2.1.52	3773.258	4165.885	2201.026	8285.997	1257.203	247.078	5930.681	6389.712	4047.132	3152.548	2272.59	7436.953	4909.665	8499.282	405.808	2477.595	2262.511	2157.911	858.823	2534.02	4272.85	2687.444	8108.196	2046.791	223.877	3644.418	4300.047	6934.57	1783.336	5631.754	3853.02	3623.209	6855.373
3.2.1.54	1855.565	1092.97	615.655	2876.353	416.316	0	622.32	683.101	1697.632	442.129	712.51	1033.107	1772.215	1340.503	136.725	365.16	1053.932	633.052	328.052	475.807	643.857	604.857	749.799	512.887	44.572	679.466	572.096	2852.589	421.717	1933.415	240.084	987.409	625.471
3.2.1.55	5184.78	2535.378	1744.145	6398.808	1896.726	0	4561.775	3896.562	4541.642	2034.569	3021.783	7761.74	5545.973	8100.283	722.23	1851.867	2346.627	3509.765	2616.088	2604.071	6204.781	2886.394	6112.436	1959.861	122.944	3176.874	5087.312	8457.222	2414.824	5825.692	2746.479	4187.102	2230.075
3.2.1.58	70.756	0	0	0	0	0	0	0	0	0	0	63.212	0	0	0	0	0	0	6.863	0	0	0	11.178	0	0	0	0	0	0	0	0	0	0
3.2.1.6	0	0	13.693	140.09	0	0	11.693	0	7.901	89.83	53.188	644.045	29.513	259.634	0	0	0	0	0	15.712	23.438	94.38	5.811	3.945	6.431	28.832	14.085	13.773	0	101.767	166.258	0	36.95
3.2.1.64	286.364	140.012	38.477	0	71.393	0	5.863	49.685	308.214	13.405	7.285	162.549	205.008	3.649	7.869	8.665	13.272	178.834	124.026	37.069	65.951	15.779	33.716	44.257	0	131.425	172.245	287.481	51.405	0	82.141	128.31	379.036
3.2.1.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2.1.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.125	6.383	0	0	0	0	0	0	0	8.752	0	0
3.2.1.68	485.922	278.296	0	14.439	32.775	0	7.185	233.865	47.701	10.085	32.079	135.033	209.603	17.001	14.126	80.908	45.147	211.182	46.839	40.728	422.237	103.599	143.123	44.738	0	95.783	763.117	427.499	341.7	0	8.587	344.309	117.22
3.2.1.70	138.324	111.014	71.931	0	19.279	0	5.172	22.471	201.298	0	0	29.832	76.982	0	0	42.425	56.708	0	34.111	14.864	13.609	16.353	0	0	0	15.873	54.962	39.51	15.833	0	0	49.909	28.538
3.2.1.73	688.138	186.75	212.456	942.658	0	0	395.647	1655.856	248.91	344.2	159.476	291.598	995.022	1359.522	13.121	199.219	498.914	0	31.927	370.223	163.787	166.987	1320.16	29.776	0	303.326	57.44	797.553	101.292	978.29	100.859	113.043	190.31
3.2.1.74	19.415	0	18.656	0	9.91	0	64.228	0	24.222	0	104.166	74.028	0	39.592	0	10.637	0	24.916	112.064	0	114.287	0	0	10.596	0	9.55	0	27.071	19.416	0	0	0	78.773
3.2.1.78	597.226	245.375	1824.891	1408.602	92.922	0	950.248	1276.884	695.994	985.598	811.482	1233.534	1041.064	1992.823	71.543	849.941	45.927	232.551	391.648	310.755	1357.795	312.834	1199.852	411.001	125.35	503.059	331.622	1921.8	193.854	530.861	365.005	174.311	110.979
3.2.1.8	2250.656	3146.102	1086.446	2561.346	1111.719	27.058	2784.094	2196.486	2243.95	1119.492	2000.681	8002.482	3403.375	4360.394	538.294	918.516	1407.184	2436.149	1781.24	1868.281	3226.79	1269.219	2816.185	888.406	75.84	2282.321	2772.097	2983.866	505.934	4470.174	3048.311	1714.807	6692.267
3.2.1.80	731.011	310.992	187.376	1552.938	174.461	76.076	1063.169	716.265	1006.498	437.289	281.832	1722.056	754.031	907.581	29.533	363.176	328.706	389.732	332.828	905.128	666.438	309.73	778.892	180.714	29.391	593.475	643.808	1498.618	175.879	783.415	746.488	525.665	744.299
3.2.1.82	196.636	375.485	223.136	1415.202	95.405	0	1570.323	258.489	144.383	1002.609	706.487	4033.079	363.427	3338.273	93.011	548.467	130.987	226.96	161.948	1161.474	701.884	264.592	1250.244	79.543	22.98	856.482	446.992	1235.061	385.133	1011.178	1762.839	326.042	231.245
3.2.1.83	1061.675	1663.594	940.206	507.845	605.057	0	336.391	72.407	2439.084	335.571	178.268	235.718	734.54	538.74	218.33	121.873	1112.321	877.32	146.018	149.709	247.394	228.36	213.412	1378.175	3.813	1210.322	431.44	1109.277	677.304	117.552	98.972	1544.358	576.276
3.2.1.85	248.564	673.264	531.754	7.452	176.916	56.541	0	338.823	1117.985	41.779	137.559	206.167	310.49	65.358	144.599	118.4	878.353	580.356	30.935	83.804	390.743	347.421	206.195	464.643	4.635	68.16	688.264	1004.382	96.642	0	522.271	792.965	203.844
3.2.1.86	1819.192	4782.395	2106.356	354.074	1676.467	56.201	171.622	1574.715	6254.566	433.694	1269.958	1626.98	2038.939	453.948	647.456	562.302	5193.785	3385.792	1219.767	454.852	2304.641	1003.528	480.465	2067.886	43.685	1323.059	3751.063	2102.51	369.094	58.72	788.603	3051.537	23580.01
3.2.1.89	2196.039	3590.337	988.159	2542.585	1596.641	90.926	1972.537	592.394	4668.97	977.249	2867.981	4369.033	3284.188	3824.851	1036.034	1931.133	1800.099	3767.838	1417.935	1925.152	6459.072	910.846	1531.236	740.41	146.037	2344.03	2274.894	3886.236	1027.005	1140.396	918.1	1521.42	1921.43
3.2.1.91	855.966	5137.591	744.466	474.615	1455.976	0	310.665	39.89	907.112	307.842	532.15	192.457	991.302	347.66	146.326	54.545	575.642	579.697	168.549	283.107	228.148	367.695	249.091	940.104	60.345	910.842	196.09	1076.903	35.17	141.342	547.183	678.632	257.946
3.2.1.93	879.503	1551.209	290.58	14.973	36.953	540.192	87.463	396.7	23.584	30.608	161.467	136.195	160.3	122.493	8.519	16.959	37.246	101.674	59.136	104.318	99.119	53.248	46.715	111.837	0	144.861	270	328.904	66.941	0	127.44	476.861	3034.617
3.2.1.94	107.135	17.404	0	18.13	10.807	0	8.268	24.155	433.81	34.047	14.993	208.788	39.947	86.785	0	61.225	0	176.791	149.985	5.877	83.641	49.768	50.648	15.806	0	153.134	120.736	358.583	0	0	0	161.485	132.79
3.2.1.96	568.055	362.848	157.954	1188.964	78.38	0	994.156	322.781	1208.454	574.642	329.766	2563.633	624.291	963.064	103.739	1047.151	424.32	454.683	155.386	760.768	1007.715	829.883	2604.128	220.283	27.256	793.032	512.397	1721.972	484.322	719.03	601.912	400.977	248.766
3.2.1.97	0	19.62	162.882	32.402	106.657	0	0	0	224.768	0	0	6.421	24.944	29.12	0	0	30.093	0	4.082	0	6.469	39.054	0	0	0	34.753	6.59	0	38.505	0	25.168	11.25	9.972
3.2.1.98	0	173.878	0	0	0	0	36.851	19.88	0	14.46	0	0	0	0	0	12.245	3.392	0	8.13	50.99	0	12.982	0	0	31.637	18.804	10.161	7.224	0	53.587	17.36	10.687	124.344
3.2.1.99	916.081	459.033	355.861	1012.556	378.137	0	1934.715	623.894	1048.016	509.316	520.637	2534.248	918.558	3285.974	134.659	751.236	246.991	796.633	248.802	588.181	1469.548	424.255	1680.335	51.219	29.755	890.566	796.42	2180.214	666.789	1719.004	1070.451	586.406	340.773
3.2.1.n1	191.712	246.159	240.825	693.775	122.043	224.111	1361.922	1077.658	2667.148	571.61	262.358	315.5	587.157	1746.103	261.853	505.006	69.758	63.899	0	419.186	143.173	388.687	2374.372	1190.652	8.37	536.288	145.606	117.956	356.578	1078.6	2116.128	38.859	74.906
3.2.1.n2	87.108	153.63	182.601	657.99	66.833	111.224	1344.951	593.839	1486.849	445.684	196.165	315.5	329.949	1477.014	150.674	293.616	69.758	63.899	0	412.042	120.248	246.503	1268.637	608.338	8.37	334.262	145.606	111.681	181.227	1014.325	1383.088	29.009	64.817
3.2.2.1	48.812	59.678	44.499	0	6.752	0	49.74	20.586	51.975	24.426	30.528	0	94.969	4.087	19.853	59.107	38.465	114.972	41.044	43.872	17.496	41.158	67.08	27.394	0	42.118	69.317	186.564	0	7.087	25.791	35.267	0
3.2.2.10	1.953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.568	0	0	2.98	0	0	0	0	0	0	0	0	0	0	0	4.624	86.393
3.2.2.15	236.912	1399.154	268.014	179.619	324.599	41.036	212.453	93.93	1023.724	151.15	103.468	338.754	899.936	54.026	289.033	391.205	164.84	1787.57	18.045	98.89	1404.307	67.977	156.558	78.206	0	366.311	697.138	477.361	93.233	5.772	26.545	233.873	125.059
3.2.2.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2.2.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2.2.20	1627.356	2185.767	1441.196	2101.648	468.502	48.846	1486.44	1037.385	1093.537	1473.458	754	2029.298	1638.932	2586.379	225.136	1102.98	827.853	390.939	211.506	887.564	629.42	957.795	1330.374	675.665	90.93	671.424	607.427	2839.974	155.619	1357.137	997.911	1630.609	2701.537
3.2.2.21	357.022	1128.941	471.204	101.317	412.654	0	248.073	303.457	1099.467	89.974	604.86	241.857	197.826	217.425	146.155	120.557	1115.925	349.661	145.614	187.696	225.094	216.691	135.964	386.021	7.213	577.847	456.816	367.732	129.855	21.121	212.495	819.092	3223.973
3.2.2.23	536.684	1100.712	94.697	981.36	229.538	531.007	226.06	924.889	367.775	332.303	536.814	514.329	740.456	1201.134	6590.469	319.148	782.627	130.921	168.484	91.767	181.11	567.827	489.263	936.132	283.482	1312.642	485.395	875.19	117.293	402.561	250.406	203.937	3723.019
3.2.2.24	174.825	1130.482	33.899	12.01	94.95	0	31.577	12.525	179.458	85.426	32.984	16.588	361.744	34.222	153.69	166.462	299.155	1476.613	5.622	32.578	250.582	28.256	15.451	38.995	0	132.4	335.807	78.118	10.832	8.971	24.627	70.427	309.349
3.2.2.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.025	0	0	0	0	0	0	0	0	0	0
3.2.2.27	4621.551	4559.455	2764.6	4821.875	1865.655	642.819	4450.131	2410.586	5063.148	2874.736	2632.139	5323.67	5220.228	5281.112	8353.339	2889.829	2727.354	3726.255	1726.758	2661.812	5525.581	2387.936	3381.868	3295.04	1475.106	3583.619	5093.546	6306.505	1958.342	4565.568	2220.488	3653.055	5533.913
3.2.2.28	0	197.38	0	6.062	0	0	0	92.038	9.955	8.332	103.399	24.935	32.981	0	0	0	0	0	0	5.842	7.727	4.832	0	0	0	0	0	5.692	0	0	0	102.257	2199.455
3.2.2.3	0	0	0	11.472	0	0	0	209.781	272.635	0	0	138.835	9.096	0	4.39	5.235	0	99.373	35.08	0	0	10.543	24.656	79.82	0	0	189.01	414.056	0	0	0	6.152	17.648
3.2.2.31	0	0	0	0	0	0	0	4.471	2.762	0	0	0	3.264	0	0	0	0	0	0	6.626	0	0	0	0	0	0	0	0	0	4.363	0	8.815	306.065
3.2.2.4	1.953	499.928	107.557	320.733	0	77.782	816.722	289.534	74.776	245.076	172.626	275.785	145.201	1260.829	19.57	163.401	52.782	50.992	0	290.963	367.014	86.75	156.319	0	47.135	85.963	71.975	73.388	7.396	432.149	356.096	42.012	3323.732
3.2.2.8	0	571.412	17.719	5.495	0	0	0	424.504	74.389	40.456	198.447	69.052	162.352	0	31.949	49.393	47.458	366.987	32.018	124.266	9.158	204.108	61.716	50.641	0	64.83	0	0	0	0	68.265	234.623	5934.965
3.2.2.9	5995.529	6593.924	2890.412	2905.643	2256.297	589.856	2958.731	2684.881	5644.687	2225.759	2568.482	4899.734	4780.035	3341.636	6844.698	3653.514	5432.833	5071.59	2301.563	2141.209	5575.516	3049.929	3233.781	5073.084	361.598	5359.327	5569.835	7071.488	4186.152	2518.005	2008.7	5479.861	5151.685
3.2.2.n1	3903.779	4767.603	3257.64	3318.32	1609.321	195.503	5034.09	2624.776	3182.594	2513.672	2347.591	6618.686	3280.166	6483.694	1157.039	2861.087	2795.956	3014.328	1693.625	1802.387	3917.456	1860.978	4190.543	3475.734	383.626	3387.525	3212.962	4911.473	3001.998	4169.149	2857.324	4731.096	1763.577
3.3.1.1	1640.266	351.709	822.623	1398.308	313.81	282.908	996.59	3112.072	1399.329	1575.825	1157.334	1966.68	1548.83	1351.956	289.206	1345.401	652.041	1497.589	2187.193	822.888	935.244	3629.455	2284.598	2389.182	195.881	1033.488	519.935	1268.867	2411.669	700.067	1391.714	808.014	255.779
3.3.2.1	6.329	418.544	0	8.981	0	0	0	364.16	32.299	0	117.647	23.036	56.168	0	0	0	7.194	7.246	0	8.987	5.123	0	0	49.43	6.35	0	7.264	40.93	0	12.302	0	79.75	4141.791
3.3.2.10	395.836	272.819	401.215	45.174	146.533	119.011	117.096	89.233	800.492	72.288	152.133	102.786	225.657	415.876	153.345	90.943	1268.005	287.997	35.914	282.937	246.53	74.957	122.067	512.19	30.477	294.576	203.005	154.209	323.46	0	103.729	295.389	407.199
3.3.2.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.3.2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.4.11.1	408.541	905.959	108.226	38.487	212.343	183.366	126.853	445.12	555.833	58.688	275.166	147.358	270.435	202.123	12.758	93.777	885.746	219.958	33.964	49.053	139.864	429.539	59.834	62.366	47.211	171.497	241.189	150.496	52.672	14.617	24.631	317.969	4116.172
3.4.11.10	474.68	470.165	160.325	250.938	212.343	165.286	590.576	189.62	574.433	188.42	220.797	382.967	277.466	1073.645	28.291	157.146	907.262	243.393	27.515	182.471	183.085	468.833	186.229	62.366	47.211	262.16	289.662	183.764	51.254	413.858	391.138	266.702	1725.823
3.4.11.15	0	12.013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.499	0	0	0	0
