# Gene Family	3003	3004	3005	3007	3008	3009	3012	3013	3014	3016	3020	3021	3022	3023	3025	3026	3027	3028	3029	3030	3031	3032	3033	3036	3037	3039	3042	3043	3044	3046	3047	3048	3049
1.1.1.14	1545.972	3779.395	2265.261	5125.845	1701.864	2367.284	865.181	1637.84	4399.318	1429.62	2090.399	3570.379	4911.706	3191.435	709.488	4055.756	2743.911	4784.966	2848.624	2419.072	3678.249	2251.162	1765.693	3537.815	1731.23	1361.121	1745.156	4014.556	5178.249	846.739	3198.453	9086.451	6626.537
1.1.1.140	124.871	346.554	126.454	741.577	48.501	117.479	9	44.263	348.769	106.343	264.853	953.654	329.863	183.402	70.67	693.816	253.44	143.315	222.471	214.7	281.782	398.23	112.605	183.46	141.004	66.767	176.991	327.759	366.397	25.766	52.545	1138.435	725.701
1.1.1.144	0	4.766	0	0	0	0	0	0	0	0	0	0	0	0	0	12.742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.154	20.186	43.733	17.3	192.009	5.024	42.667	7.519	37.035	96.36	0	238.146	733.087	50.833	48.431	8.805	64.059	15.16	70.304	9.028	58.939	97.699	33.107	0	49.759	13.388	0	24.424	60.141	33.062	28.746	16.053	83.046	373.552
1.1.1.157	279.304	638.208	418.16	752.528	341.929	429.221	76.399	141.307	846.323	331.491	577.796	615.822	869.179	1007.392	79.858	1118.795	828.578	788.98	499.794	573.609	709.588	613.218	517.803	835.779	242.347	273.131	357.989	535.737	979.593	106.367	979.896	1386.992	1535.541
1.1.1.159	62.252	92.771	137.184	481.787	1.938	23.126	46.599	0	86.559	225.749	78.113	287.037	28.027	3.489	0	42.55	36.157	14.159	0	22.138	41.584	151.137	106.665	16.184	132.599	40.115	29.257	54.703	0	494.626	0	17.776	59.46
1.1.1.163	0	0	0	8.013	0	0	0	5.25	0	17.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.169	2169.107	3987.078	1971.714	2682.77	2506.429	1344.493	4092.804	2332.53	4048.103	1327.904	4291.433	3512.727	3679.664	3466.156	334.85	2793.009	1632.293	2065.664	1998.538	1586.972	3314.398	3543.335	3382.489	3359.439	2377.94	2788.237	3682.979	2994.426	3436.394	2800.46	3921.824	3746.551	4412.105
1.1.1.17	280.459	623.648	357.35	2410.949	282.833	288.701	44.204	154.12	698.537	125.214	261.217	707.433	588.083	351.601	132.444	1495.278	1227.734	587.726	224.032	466.915	444.803	659.958	305.222	292.119	379.278	240.337	319.008	668.815	1185.957	22.622	101.925	3349.693	780.537
1.1.1.176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.385	0	0	0	0	0	0	0	0	0	0	0
1.1.1.179	0	0	10.284	144.734	0	16.182	0	51.853	139.379	9.024	0	8.057	44.144	124.011	26.184	80.641	0	64.133	88.109	11.22	0	0	203.378	166.647	137.986	0	531.212	348.709	0	0	0	19.617	111.043
1.1.1.18	1858.069	1990.625	578.782	1643.701	1310.206	273.993	975.801	2679.681	1272.546	764.158	441.346	4759.402	1767.368	2277.571	138.857	1312.598	1007.816	594.667	897.506	774.919	1377.221	1094.162	1894.452	666.104	982.579	1371.116	1774.578	1783.062	2679.702	2408.721	2397.647	1774.981	1829.76
1.1.1.188	0	0	0	6.68	0	0	0	5.3	52.17	0	0	0	0	0	0	0	0	0	43.078	0	0	11.312	0	0	0	0	0	0	0	0	0	0	17.411
1.1.1.193	1883.366	2982.036	3010.174	2030.418	3496.272	1108.505	3799.344	2323.067	4423.095	1636.341	2417.984	3253.806	2079.91	3572.95	308.794	2592.999	793.638	1431.56	2854.085	1422.62	4012.182	2207.311	3394.798	2164.103	1871.28	2148.943	2477.12	2172.53	2429.462	2885.991	3158.084	3766.697	3658.664
1.1.1.2	47.269	544.526	177.662	673.611	199.819	51.855	105.25	37.972	325.615	638.627	223.406	104.157	650.241	440.208	32.02	83.34	72.108	329.093	307.579	399.966	2598.13	724.45	101.962	267.878	89.726	94.722	518.175	174.949	592.637	57.074	467.82	244.39	1110.816
1.1.1.201	0	9.155	0	10.795	6.13	0	0	7.497	7.635	0	0	0	0	39.814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.187	0	73.584	20.01	0
1.1.1.202	242.714	838.31	384.284	390.9	353.134	464.427	131.414	110.475	697.306	134.771	257.192	32.084	922.265	469.864	110.721	970.097	461.979	624.606	413.721	416.279	626.258	434.473	226.664	662.226	302.741	415.047	206.611	515.277	1083.198	30.429	343.146	1437.421	1196.217
1.1.1.205	3697.119	4765.224	3340.855	4066.199	4746.835	2615.945	4521.373	2791.965	5249.38	3716.9	5403.697	3777.624	6517.329	6092.81	500.317	3933.944	1978.075	5172.416	4324.657	3610.679	5621.871	5186.429	5106.913	4652.928	3673.022	4556.48	5403.369	5563.815	5160.347	3607.455	3898.281	5884.925	5658.525
1.1.1.21	385.316	269.599	86.431	22.898	20.555	44.178	98.864	909.413	448.793	25.34	89.816	1043.297	117.785	222.32	42.758	332.513	85.219	154.957	145.414	151.326	130.18	114.682	237.809	110.583	106.231	87.787	107.315	397.261	422.148	69.798	98.591	99.71	257.804
1.1.1.210	0	4.812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.215	0	0	0	0	0	0	0	0	0	0	0	0	0	1.832	0	0	0	0	0	0.785	0.911	0	0	0	0	0	5.047	0	0	1.07	0	0	0
1.1.1.218	28.458	38.392	17.135	30.417	34.728	0	0	0	62.391	0	0	34.929	21.42	59.292	0	36.928	0	0	6.803	0	63.814	86.643	22.837	12.893	15.34	0	38.605	33.547	0	0	0	42.77	0
1.1.1.219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.22	4680.779	3554.282	2865.742	3706.582	3449.808	4493.529	7056.672	5241.042	4033.734	2919.235	5007.113	13994.205	2354.987	4729.288	1510.126	4253.471	1622.075	2000.686	3192.9	2915.975	6415.822	4944.112	4023.584	2615.7	4568.836	4602.3	4430.256	3939.387	3479.632	6803.046	4203.01	4365.162	4175.89
1.1.1.23	2722.538	4680.037	3541.215	3422.357	4040.199	2395.852	3958.209	2288.409	4747.69	2803.253	5041.984	3289.53	5595.763	5163.017	522.525	3970.46	2038.542	4262.862	4069.551	3184.161	4524.263	4855.372	4359.302	4537.408	3149.624	3897.753	4501.766	4203.174	4335.743	2838.435	3956.24	4694.577	5225.408
1.1.1.237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.243	0	4.766	0	0	0	0	0	0	0	0	0	0	0	0	0	12.742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.244	57.43	260.82	337.122	245.563	327.457	96.679	15.733	49.213	250.393	22.273	307.773	247.047	82.339	242.026	65.185	242.105	228.362	101.466	173.102	196.701	125.377	20.745	105.522	185.885	89.544	32.193	88.149	514.607	209.659	25.233	438.14	23.721	262.863
1.1.1.25	2951.726	6019.854	3645.234	4361.052	4875.277	3986.021	3116.632	2875.002	7451.489	2561.827	5039.247	4252.292	6855.796	6622.758	590.896	5446.567	3503.732	6694.038	5992.89	2825.842	5780.796	5219.948	4534.05	5124.295	3397.173	4413.077	3962.449	5438.859	6980.854	3409.392	4321.871	8538.648	7189.742
1.1.1.251	29.304	13.166	0	417.794	0	80.301	9.815	34.089	169.24	0	84.794	501.549	29.29	119.559	9.766	11.266	244.49	38.417	28.512	48.672	38.444	4.63	0	0	73.249	0	27.633	5.243	125.726	2.692	8.633	809.166	291.855
1.1.1.255	0	0	0	0	12.192	5.026	4.044	0	69.768	0	0	0	0	20.183	0	0	0	50.719	36.589	0	0	0	0	0	0	0	17.328	0	0	0	0	0	0
1.1.1.26	4.736	0	10.056	0	0	0	0	32.712	32.743	0	11.196	0	0	10.226	0	0	0	0	0	18.053	7.32	14.602	6.438	11.716	38.036	18.031	5.047	7.314	30.539	104.577	36.855	15.191	0
1.1.1.261	150.966	544.501	354.463	953.719	316.459	437.754	42.531	68.907	610.834	612.342	1287.332	35.399	1244.163	762.9	197.082	855.099	936.267	691.295	285.658	280.001	468.468	1257.16	314.85	811.799	506.661	312.821	159.731	805.955	1112.63	31.065	83.524	1514.725	662.777
1.1.1.262	1380.184	389.117	462.094	1022.082	889.267	385.023	3123.805	1335.802	881.239	1119.573	619.171	2561.334	272.589	983.796	107.495	433.443	438.469	116.805	1542.533	336.178	1693.955	610.526	484.608	331.463	879.615	547.184	793.254	1383.598	662.87	2579.318	1046.965	167.541	991.902
1.1.1.264	29.214	28.72	0	0	6.157	0	0	0	39.109	0	89.514	480.862	0	0.947	0	33.332	7.354	4.235	5.056	18.777	51.79	10.348	0	27.846	4.657	0	8.659	42.683	0	15.989	0	0	0
1.1.1.266	0	67.887	0	40.016	0	0	1268.144	0	0	0	0	0	0	17.308	0	0	0	0	0	4.629	0	34.486	0	0	0	0	0	0	76.052	0	0	0	37.927
1.1.1.267	3221.826	4359.599	3671.396	4173.676	4380.674	2604.148	4601.012	2424.083	4748.991	3078.681	4528.891	4525.587	4964.502	5324.226	495.017	3750.169	1514.618	4363.385	3749.955	2918.223	4421.515	3965.368	4127.155	4080.495	3476.234	4709.037	4741.884	4444.219	4532.683	3219.409	3624.808	4883.645	5014.146
1.1.1.268	195.275	51.514	118.643	10.062	65.416	93.302	10.336	19.287	62.367	13.543	57.368	40.562	8.22	54.817	0	26.655	470.811	17.697	2095.879	109.939	198.317	50.917	53.381	272.855	231.21	94.315	6.158	51.475	687.704	28.667	5.032	1209.876	111.557
1.1.1.269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.27	2394.089	4424.524	2307.084	2296.161	2475.79	5558.928	611.848	1641.736	4064.113	1086.025	2686.639	341.861	6517.675	4571.535	552.151	4178.778	2321.046	5449.075	3764.811	3083.744	3832.917	2968.437	3175.865	4988.811	2091.187	2874.303	3988.796	4440.959	5694.389	385.147	2037.351	6986.188	5231.402
1.1.1.271	2020.211	1881.446	2520.72	2107.323	1947.859	461.062	5496.599	2135.256	2665.585	847.961	2015.164	4385.997	285.427	2704.05	70.68	1373.964	187.437	650.479	976.185	802.519	1979.562	1733.405	3013.032	764.589	1671.79	2158.417	2250.595	1934.083	1122.803	4398.372	3137.85	1288.582	1614.648
1.1.1.272	91.584	47.783	18.831	0	41.778	209.843	56.452	21.15	108.21	37.48	108.642	0	90.317	7.836	29.732	98.278	57.744	252.659	8.766	71.337	15.938	35.223	37.851	195.465	156.14	66.891	14.8	110.224	69.572	8.915	7.542	54.174	132.553
1.1.1.274	830.529	780.185	466.609	723.584	422.081	347.122	1318.583	128.796	584.387	384.283	666.638	1822.481	835.513	902.959	113.493	731.04	791.193	695.173	500.356	407.584	749.303	251.926	542.076	955.075	430.456	140.618	1098.046	743.552	962.524	458.42	120.333	506.639	1017.091
1.1.1.276	325.961	410.622	176.45	381.612	642.16	380.013	90.568	96.068	605.165	358.867	203.754	70.552	1334.397	636.696	81.742	375.27	102.561	380.994	1682.005	592.637	750.586	227.285	239.045	263.166	227.653	188.233	548.61	431.216	442.126	195.215	350.727	520.715	669.735
1.1.1.28	541.162	754.109	526.614	1422.335	550.934	228.615	1073.235	1401.527	645.284	228.65	651.036	2829.873	785.883	1025.326	75.838	622.367	480.026	448.124	575.702	521.623	904.651	562.211	511.367	454.612	777.124	1270.225	1392.903	514.554	522.817	581.849	913.38	796.323	1699.897
1.1.1.281	482.921	0	0	13.25	0	0	0	5.221	0	0	253.715	10.432	10.646	60.519	0	0	14.665	7.058	32.889	0	99.568	0	0	0	48.661	0	0	0	60.504	263.67	0	0	0
1.1.1.282	34.332	0	9.804	158.318	0	0	0	5.407	53.698	0	109.25	521.925	8.258	5.158	0	22.363	0	19.948	6.961	22.839	22.079	4.988	16.696	0	5.263	0	26.725	8.85	0	0	0	0	176.74
1.1.1.283	336.723	15.603	21.913	40.146	0	0	0	32.951	9.864	0	12.297	0	0	21.495	0	21.885	0	19.51	17.941	22.326	12.864	36.282	73.488	7.215	19.588	114.759	10.034	40.009	110.141	217.051	0	13.92	0
1.1.1.284	181.311	175.573	6.49	284.041	0	5.32	0	81.026	141.627	9.887	175.149	620.554	365.012	374.416	0	165.422	0	260.419	65.551	157.482	177.052	0	143.06	78.939	104.531	0	408.225	571.356	0	4.283	0	142.989	402.812
1.1.1.287	0	0	0	0	0	0	0	0	0	0	0	0	72.468	0	0	0	0	0	0	0	0	15.15	0	0	0	0	0	0	0	0	0	0	0
1.1.1.289	0	0	16.266	138.285	0	29.712	0	50.936	84.471	34.125	75.833	8.739	225.083	237.618	16.241	112.6	10.674	106.693	86.839	361.019	203.931	77.101	141.084	141.666	101.846	0	329.41	326.338	0	0	0	64.484	107.24
1.1.1.29	695.723	535.823	428.889	748.642	110.432	247.83	156.491	144.4	211.788	271.243	243.822	1549.106	485.75	458.786	55.612	239.124	218.934	241.138	283.2	206.098	801.59	398.414	472.378	541.725	204.873	565.056	733.277	821.634	873.987	336.344	1406.637	529.059	790.426
1.1.1.290	2215.779	1813.685	1995.835	2880.663	2455.077	400.412	8037.179	4282.5	1707.858	3086.419	1746.742	5704.35	1256.761	5902.84	150.52	1408.698	539.529	1130.616	2761.854	2124.677	5154.177	2637.851	1693.581	1494.032	3011.504	2790.078	3469.902	2448.447	2017.921	6013.772	4046.875	1317.989	4558.44
1.1.1.291	10.801	0	0	92.373	0	0	0	40.266	27.749	0	30.019	365.772	0	10.161	0	5.353	2.703	7.582	5.51	70.564	22.857	0	0	4.695	0	0	34.674	13.333	4.689	0	25.345	1.802	48.249
1.1.1.292	348.752	2391.296	925.031	1619.213	1261.718	798.281	394.244	390.557	2350.538	819.509	833.594	489.894	3050.819	2393.227	441.371	2519.615	1689.569	1631.765	2566.611	1480.236	1939.778	1553.484	1328.268	2291.777	680.078	595.857	1525.559	2448.671	2140.928	1362.68	864.716	3925.203	3964.32
1.1.1.298	1.178	4.735	0	142.275	0	0	0	0	25.626	3.504	209.207	249.877	0	0	0	0	0	0	0	72.13	63.13	0	0	0	5.682	0	28.024	8.344	0	0	0	0	296.77
1.1.1.3	2778.023	5799.968	3919.648	5025.186	5016.334	3381.807	2734.212	1582.499	6375.888	2674.441	4632.481	3018.086	6475.907	6045.979	680.485	5690.467	2180.162	6060.059	4705.355	3467.725	4779.617	4144.162	4841.5	5790.689	3414.997	4863.782	4728.356	5052.6	6765.651	2152.271	3607.888	7156.898	7346.622
1.1.1.30	1.508	18	0	6.921	15.662	0	0	0	0	0	28.379	0	0	4.251	0	0	0	0	0	0	0	5.558	0	2.242	0	0	0	0	0	1.126	0	0	0
1.1.1.301	4.283	20.102	8.558	0	0	0	0	0	7.517	0	0	16.107	12.866	27.685	0	18.908	0	0	0	0	0	0	0	0	48.363	0	0	0	0	0	30.239	0	0
1.1.1.302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.303	0	0	0	0	0	0	0	6.504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.949	0	15.811	0	0	0	26.29	0	0	0	0
1.1.1.304	0	0	0	0	37.346	0	68.646	29.183	56.304	0	0	0	43.26	0	26.125	0	0	0	181.436	38.678	0	31.582	66.692	57.545	15.811	0	271.034	0	11.837	0	466.962	206.888	0
1.1.1.305	1.091	1.561	0	12.043	0	0	0	0	0	0	0	12.921	0	0	0	1.148	4.292	2.169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.499
1.1.1.306	0	48.413	20.984	0	0	11.307	0	0	14.79	0	25.196	0	29.053	16.777	0	56.089	35.766	10.522	0	0	8.364	0	4.224	24.991	0	0	0	25.334	24.242	0	0	7.366	29.889
1.1.1.308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.31	21.424	21.314	13.581	10.971	51.065	111.178	24.16	28.253	123.097	6.696	139.186	0	104.578	0	17.312	126.817	30.425	127.49	16.179	26.921	0	9.202	40.005	203.975	8.286	8.152	21.446	54.749	22.923	4.004	16.28	30.705	160.377
1.1.1.310	0	0	0	0	0	0	0	0	0	0	8.451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.707	0	0
1.1.1.311	0	0	0	4.606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.317	0	0	5.255	180.616	0	15.987	6.575	51.701	169.997	11.504	33.505	10.574	252.22	206.748	15.988	129.676	0	147.952	128.235	240.407	0	0	200.394	169.373	163.587	0	414.837	550.301	0	0	0	347.066	129.031
1.1.1.329	5.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.416	0	0	0	0	0	7.461	0	7.482	0	0
1.1.1.336	466.497	154.757	285.159	61.414	99.152	16.887	265.616	126.437	83.29	452.166	389.066	1315.791	7.413	1165.886	0	25.342	14.876	0	161.226	350.637	567.744	223.698	344.716	12.217	854.443	929.055	622.136	352.168	371.685	829.971	1214.256	79.076	11.2
1.1.1.338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.924	0	0	0	0	0	0	0	0	0	0
1.1.1.34	0	0	0	0	0	0	0	19.869	0	398.917	1081.471	0	717.211	0	0	0	347.254	0	0	0	0	1062.164	0	337.338	0	0	0	0	0	0	0	0	0
1.1.1.341	0	0	0	0	0	0	0	438.72	0	16.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.121	0	0	0	0	0
1.1.1.346	0	0	0	74.362	0	0	0	0	0	0	0	77.085	0	4.632	0	0	0	0	0	0	0	0	0	0	0	3.987	0	37.062	0	0	0	0	4.432
1.1.1.347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.35	196.996	466.991	222.52	1283.814	240.307	288.672	58.902	225.898	375.788	732.74	1886.388	1343.691	1505.876	525.912	35.336	617.461	692.442	365.565	356.088	348.527	333.092	1540.427	279.308	1066.789	136.283	182.224	398.502	393.594	417.963	92.812	150.176	843.07	1808.581
1.1.1.350	0	0	0	0	0	0	0	0	0	0	0	11.139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.355	57.61	17.969	0	0	12.596	0	19.327	53.256	9.157	6.893	0	0	0	13.69	0	0	0	0	27.498	32.016	61.49	0	67.005	0	0	92.575	0	15.998	0	153.738	49.653	10.813	11.342
1.1.1.36	67.337	70.865	33.673	24.289	8.822	11.759	0	13.546	131.312	0	23.597	0	215.926	42.287	0	66.631	27.062	22.141	0	266.373	211.847	228.926	56.312	154.18	11.72	0	0	23.538	22.011	0	0	399.877	0
1.1.1.361	8.013	0	0	0	0	0	0	0	0	0	15.346	0	0	0	0	0	0	0	0	0	0	0	0	4.752	0	0	0	7.079	0	0	5.96	0	0
1.1.1.364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.369	109.13	248.471	167.053	306.965	156.906	100.822	27.283	71.825	472.05	15.052	56.664	78.057	124.716	371.527	12.741	386.673	293.654	223.387	66.282	104.71	147.18	167.866	215.538	151.241	50.612	58.618	149.895	407.545	972.401	0	55.638	965.187	490.7
1.1.1.37	1594.475	1484.496	1367.591	1252.705	1692.364	195.325	2737.765	2118.166	2386.861	919.084	2282.395	3812.005	193.305	2129.767	32.143	1166.78	136.449	395.005	862.749	624.817	2642.431	1726.47	2684.176	544.169	1721.292	1559.604	1627.258	1660.687	1333.82	3279.989	2412.428	821.552	1279.271
1.1.1.370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.373	6.635	15.76	0	0	0	0	0	12.331	13.528	0	49.98	333.804	0	0	0	9.66	0	0	0	0	29.887	0	0	15.053	0	0	0	10.943	0	0	0	0	94.583
1.1.1.38	82.756	141.412	247.417	379.241	31.707	41.938	0	35.265	359.632	97.279	178.689	373.706	326.963	123.329	15.087	217.925	151.316	153.626	36.194	151.066	162.845	17.464	114.194	90.26	176.468	9.758	64.025	144.818	357.941	4.854	34.899	376.916	245.948
1.1.1.381	1.178	0	0	14.005	0	0	0	0	0	0	0	10.662	0	0	0	0	0	0	0	0	4.855	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.391	18.535	6.103	0	52.106	0	11.049	0	0	18.042	0	0	0	0	0	0	12.372	0	38.478	0	0	0	0	16.072	0	0	10.858	5.452	19.651	77.287	0	0	0	0
1.1.1.392	0	19.968	0	0	5.042	0	0	0	6.726	0	15.025	0	8.418	18.134	0	0	0	6.731	0	0	0	0	6.665	0	0	0	0	0	14.863	0	67.676	0	10.028
1.1.1.393	0	16.224	0	20.696	0	0	0	0	13.544	0	0	0	0	59.756	0	0	0	0	0	0	0	0	17.871	0	0	0	0	4.512	12.039	0	61.23	35.879	0
1.1.1.395	11.403	0	0	9.97	0	9.53	5.712	0	0	0	0	0	0	0	0	0	0	11.667	0	0	0	18.916	0	0	0	0	0	17.973	57.564	3.564	0	0	0
1.1.1.399	0	0	0	0	0	0	0	2.831	2.485	0	0	0	0	43.931	0	0	0	0	0	2.986	0	0	0	0	0	2.116	0	1.702	0	0	0	0	21.125
1.1.1.4	0	22.57	9.935	30.551	0	0	0	6.504	45.671	0	0	0	0	63.116	0	38.932	0	13.457	0	0	31.06	24.448	78.458	0	29.372	0	24.202	24.408	6.394	0	18.312	36.015	7.7
1.1.1.40	1176.244	1238.807	1097.283	1811.472	1086.77	626.626	1827.158	682.379	1263.294	1606.464	569.078	1756.597	1556.246	1849.843	154.704	733.754	440.826	1022.49	1748.414	920.155	2137.105	817.872	752.819	995.022	1135.994	834.664	1419.524	1344.98	1774.955	2569.927	1668.699	1650.216	2541.741
1.1.1.405	92.808	251.743	199.46	66.697	257.431	439.282	95.926	56.224	257.794	232.947	232.618	24.92	306.422	130.364	14.608	305.349	213.246	316.666	50.204	251.33	206.875	227.642	138.881	640.94	137.077	773.884	451.563	315.647	411.403	0	56.582	476.888	208.689
1.1.1.41	7.474	8.519	0	33.642	0	0	0	0	0	0	0	0	4.222	7.384	0	0	0	0	10.536	0	88.984	11.467	0	0	0	16.88	77.806	0	63.235	0	7.38	8.244	0
1.1.1.411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.807	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.414	2.749	0	0	10.038	0	0	0	0	0	0	3.883	65.113	0	0	0	2.912	0	0	0	0	15.796	0	0	0	0	0	4.88	0	0	0	0	0	4.839
1.1.1.42	2578.924	3548.009	2776.729	3282.48	3589.93	1656.928	2595.989	2080.952	5076.911	1786.32	3889.859	3218.978	3422.11	5230.955	401.311	3189.232	1673.715	4260.008	3729.923	2456.334	4311.532	3245.477	3781.927	3544.526	2472.717	2830.589	3528.101	3418.48	3723.127	1684.822	3514.564	5176.639	4889.199
