# Gene Family	3003A	3003B	3004A	3004B	3005A	3005B	3007A	3007B	3008A	3008B	3009A	3009B	3012A	3012B	3013A	3013B	3014A	3014B	3016A	3016B	3020A	3020B	3021A	3021B	3022A	3022B	3023A	3023B	3025A	3025B	3026A	3026B	3027A	3027B	3028A	3028B	3029A	3029B	3030A	3030B	3031A	3031B	3032A	3032B	3033A	3033B	3036A	3036B	3037A	3037B	3039A	3039B	3042A	3042B	3043A	3043B	3044A	3044B	3046A	3046B	3047B	3048A	3048B	3049A	3049B
2.7.8.8	1569.875	953.451	728.194	994.808	350.721	525.712	1499.766	2174.799	780.999	203.816	132.795	52.133	1371.28	1084.094	411.29	1294.598	1011.708	1360.391	1952.216	2508.958	2218.524	774.552	1477.379	1553.145	1177.711	1208.494	2025.528	1312.756	283.333	142.554	1153.979	714.892	2122.128	1405.295	693.382	339.871	105.991	179.642	848.765	821.576	5344.2	937.019	2313.877	2895.405	737.733	1629.534	480.061	1391.777	1462.646	28.221	679.068	425.465	805.595	803.989	1394.045	1806.356	78.705	49.109	657.028	1950.08	521.191	58.435	750.62	1329.917	3659.238
2.7.9.1	4683.224	4709.973	2112.688	5255.495	3216.471	3312.971	2807.93	2722.851	3314.112	2067.569	2520.888	1214.312	2991.668	2886.64	4562.837	3975.748	4633.165	5265.888	2733.802	2904.05	3236.917	3071.859	3696.791	5029.02	4413.132	5108.048	2861.807	3127.162	4325.772	7538.877	4066.292	4036.769	4705.804	3123.519	3092.018	4969.421	609.696	3308.986	4205.523	2310.294	1597.712	3832.465	3931.485	3581.543	4931.01	3919.296	4649.927	5650.589	3221.69	1458.871	4560.463	5185.584	1543.276	5460.694	2809.816	5807.716	2888.823	3375.454	3776.062	2288.32	2669.38	1830.444	3561.163	3146.206	2262.563
2.7.9.2	1440.754	414.958	95.791	827.852	306.49	1070.465	495.32	1066.746	349.472	86.53	0	0	192.855	299.507	330.875	646.174	154.799	104.827	944.925	762.029	1320.064	356.358	1007.385	1265.126	574.052	546.798	458.512	444.614	15.06	13.129	295.176	177.985	877.724	459.71	84.709	6.677	24.193	41.865	170.011	249.565	4785.835	360.89	1888.735	2535.052	311.416	430.746	342.012	1127.445	103.573	19.942	223.498	164.099	904.541	181.831	167.234	747.547	15.114	33.059	135.385	448.886	152.866	490.631	723.67	1338.067	4643.426
2.7.9.3	2236.764	1957.656	2090.429	3428.383	1308.274	1221.64	614.349	262.656	1538.988	1620.919	327.388	106.874	535.526	408.099	901.112	608.802	3698.74	3936.694	1070.061	884.991	738.166	1071.59	2153.794	2464.098	2103.213	2001.274	1107.454	731.425	693.132	518.563	1418.182	649.779	2152.018	1758.317	1909.736	3083.634	217.965	1249.08	1444.311	501.972	6687.331	2395.895	1619.649	1153.87	619.976	611.999	1537.305	1653.101	771.774	32.621	1441.116	1867.634	2503.929	2013.91	684.956	2277.167	305.192	1150.281	2325.734	91.914	837.85	500.454	2456.242	3148.211	3109.154
2.8.1.1	3488.768	1032.659	1747.786	2963.192	1093.56	1083.517	762.294	329.555	1235.186	662.092	188.027	62.325	552.136	528.118	773.244	751.647	1870.125	2014.029	1038.986	761.239	545.084	879.647	1810.347	1030.215	2285.274	1688.965	581.818	1342.458	608.679	456.165	1653.912	889.737	1544.26	614.677	1305.838	2274.969	144.399	531.223	986.921	898.959	7348.546	2789.58	748.413	967.177	374.641	548.221	459.832	975.286	480.683	113.545	1307.032	1395.234	967.724	1460.301	532.219	1050.809	298.63	620.521	1202.666	425.515	980.285	782.932	1268.409	2217.633	6776.804
2.8.1.10	3422.682	2788.792	3258.373	3972.929	2261.762	1857.478	2162.962	2009.738	2204.961	1424.443	874.189	316.242	2453.347	2201.925	2034.728	3011.144	4331.717	5563.422	2492.066	1579.088	1849.992	1406.416	2141.893	3450.367	4024.035	2825.834	4130.44	2264.423	1037.114	862.401	3942.097	2399.68	3650.285	2499.972	2728.974	4314.423	409.748	2801.311	3120.743	1505.092	4337.81	4248.977	2132.821	2001.163	3288.149	2693.552	1194.71	2236.884	2269.271	129.445	2313.655	2198.184	3528.254	3352.443	4193.669	4241.512	828.997	1362.384	2846.106	2186.148	1913.272	2507.12	2996.934	4058.494	4996.555
2.8.1.12	29.146	10.363	0	313.999	0	0	25.688	0	0	0	0	0	0	0	150.313	203.616	15.871	20.387	15.844	0	16.944	143.414	103.352	0	224.958	29.165	21.674	98.693	48.765	0	150.98	6.662	153.671	0	0	0	0	0	36.534	13.113	3937.011	5.909	0	0	9.826	0	0	19.7	0	0	0	0	398.715	27.778	23.904	0	0	0	0	8.696	0	12.004	4.773	1146.204	2874.283
2.8.1.13	8262.263	6372.63	3801.003	5649.895	4106.371	4365.246	6058.809	6433.263	4968.983	2106.026	7265.223	917.513	6642.35	7251.997	5404.323	5529.291	5276.969	5298.802	3620.865	4804.356	5599.387	3763.884	6217.861	8969.289	5892.026	7168.426	6534.02	8654.226	7814.972	9261.402	5941.788	5432.639	6891.235	4575.073	4171.098	5704.157	2121.553	4183.505	4513.781	3590.556	2349.425	5522.958	3593.453	4472.796	6103.077	6175.446	4552.084	4662.926	7026.913	1820.813	5747.004	6177.998	2677.064	4186.288	4608.222	8071.945	3357.022	4511.091	3252.884	7155.624	4679.035	3358.211	4597.195	3315.594	2571.168
2.8.1.2	69.105	0	0	351.751	8.354	5.96	108.98	0	0	0	0	94.714	0	0	170.431	200.254	0	70.439	5.158	0	28.619	96	96.592	0	449.344	22.321	87.461	18.82	0	0	271.414	0	272.615	29.605	0	0	43.389	0	68.574	25.181	4535.526	5.635	0	0	0	0	0	5.747	0	57.992	0	0	19.133	43.641	5.467	5.924	8.438	0	0	0	0	9.306	55.045	848.558	3287.293
2.8.1.4	2280.508	2500.556	1740.75	3271.531	1493.474	1840.266	597.643	239.471	1360.204	1124.246	3437.37	415.564	451.346	395.191	453.62	1551.938	4353.728	3727.002	956.04	1080.414	1550.367	1131.822	1930.966	2065.74	2239.346	2036.758	626.889	306.614	6586.357	7821.398	2067.527	1299.328	3519.889	3386.384	2124.825	2465.745	274.314	599.405	1534.761	527.432	8996.597	2274.487	3539.51	3868.509	585.658	757.604	1767.371	3108.253	718.532	216.125	2920.423	2813.12	1287.511	1960.36	694.813	2488.052	1005.406	1017.799	1729.355	87.582	697.318	911.247	1916.762	5821.962	10762.084
2.8.1.6	3692.676	2843.041	3110.222	3567.545	3162.302	2141.694	2010.422	2106.753	2379.964	1785.116	781.035	410.275	2124.095	2997.603	2122.552	2885.783	5850.342	6951.72	2204.418	1824.235	1788.876	1739.6	2617.062	4248.547	2951.228	2797.327	2541.253	3206.397	1098.525	878.017	3432.184	1903.78	3960.908	3423.112	2878.857	4241.29	295.596	2826.704	2572.502	1489.182	6318.456	3310.95	2185.868	1539.392	1470.57	2479.352	1110.018	2333.684	2739.646	275.268	2894.028	2506.123	2229.141	2394.458	1692.53	3242.64	388.723	899.612	2644.205	2218.961	2267.948	1330.427	3614.594	2871.042	3384.86
2.8.1.7	9284.67	10790.126	6047.161	10048.99	5559.625	5357.189	4194.04	3613.167	5358.538	3833.162	3424.771	1128.48	4158.964	4122.39	7854.448	5579.249	10912.651	11459.221	5177.053	4035.211	5658.956	6033.292	5978.021	7858.079	10484.036	7693.792	5580.17	6530.571	3981.738	3460.005	7170.842	4915.95	9955.256	9641.305	6970.763	8862.266	3400.162	4911.699	6561.737	3810.457	12107.81	6687.891	9193.779	7793.065	5077.82	5107.64	8304.893	8780.138	4924.66	638.769	6438.057	7665.545	7110.672	7190.391	6912.698	9509.054	6227.103	8814.66	6603.932	2526.451	4639.672	5947.093	8764.035	8667.582	14067.987
2.8.1.8	1327.257	750.172	667.849	592.719	1206.256	504.194	2590.524	2637.913	805.012	110.706	185.825	195.758	2324.01	2511.563	1329.446	2276.875	483.136	1340.328	912.113	1502.355	1580.488	796.043	1074.997	1576.008	916.922	1013.06	1984.846	2592.012	178.543	313.341	1820.466	1202.108	937.229	71.671	400.319	1119.802	160.262	1810.084	826.632	1027.892	3471.813	1177.146	388.575	966.123	1019.622	2106.074	254.722	793.031	1846.646	89.227	940.428	646.569	458.557	432.308	1448.627	1687.888	72.647	224.074	60.018	2633.458	1536.965	900.368	297.229	740.473	2797.941
2.8.2.22	8.611	7.179	0	303.38	22.564	26.157	22.915	0	0	0	10.779	0	0	0	117.188	249.885	38.171	53.202	4.618	0	25.043	108.131	165.101	0	204.324	33.789	0	0	27.189	22.058	154.038	0	15.402	40.502	5.168	0	0	0	22.904	4.964	0	3.774	24.608	15.916	0	0	0	7.686	0	0	20.534	38.987	24.627	0	11.731	14.361	0	0	6.158	0	0	0	58.846	589.46	2658.174
2.8.3.1	148.172	344.08	274.844	453.164	231.275	231.442	44.038	15.572	68.017	128.193	62.12	11.814	80.783	13.712	31.391	133.342	619.774	937.087	72.958	15.706	115.424	85.125	96.027	237.331	148.195	180.676	108.664	15.041	69.173	90.469	332.476	106.993	549.939	583.459	451.437	344.899	40.054	399.946	157.488	41.593	43.854	36.884	281.652	116.848	53.09	96.276	199.794	363.295	99.838	0	379	409.147	59.19	212.865	115.888	328.888	34.359	54.385	185.703	0	30.587	35.564	494.06	217.906	236.524
2.8.3.10	370.881	234.953	215.633	150.877	101.532	59.609	159.518	41.238	151.368	129.237	24.433	10.189	210.571	175.75	74.727	120.765	516.83	466.118	111.274	323.082	72.083	113.185	695.037	534.34	317.31	236.531	136.017	234.081	26.447	55.959	110.144	91.492	334.391	295.714	406.933	225.741	31.009	250.338	225.116	73.161	188.348	211.158	293.95	508.889	109.295	144.027	103.054	204.486	159.396	32.405	135.235	341.397	93.235	307.089	201.261	339.298	72.016	312.95	297.974	65.545	407.268	189.426	214.353	646.743	347.215
2.8.3.11	0	0	0	0	2.91	0	0	0	0	0	0	0	3.949	0	0	0	0	9.822	5.858	7.832	0	6.853	0	0	2.959	12.749	0	0	0	6.83	15.696	0	11.767	0	0	0	0	0	5.887	12.737	0	0	20.597	5.812	12.732	9.818	22.597	0	0	1.974	38.549	141.778	0	5.832	0	0	11.794	672.348	8.876	0	0	99.523	17.68	0	0
2.8.3.12	4.799	0	14.798	58.28	0	0	0	5.973	8.926	16.125	0	0	0	0	0	0	0	0	7.039	4.052	0	0	6.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79	0	0	0	32.522	0	0	0	0	0	0	0	0	33.504	29.542	0	0	0	0	0	0	0	15.396	23.085	0	0
2.8.3.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.8.3.16	161.444	62.651	19.814	981.729	68.462	60.737	293.701	45.498	41.149	66.986	95.649	267.854	74.759	0	474.947	1232.06	406.498	1210.751	79.984	58.235	91.31	309.084	773.674	346.626	921.373	147.682	204.218	88.094	53.424	45.558	914.951	39.825	1046.665	266.953	545.288	305.785	173.949	65.793	293.713	45.452	7368.36	28.304	287.638	117.986	67.588	54.424	64.11	230.839	295.578	99.303	241.02	83.588	73.056	136.814	775.546	921.498	65.862	0	62.311	0	49.482	50.289	482.861	1667.772	10226.544
2.8.3.17	0	23.11	0	0	0	5.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.06	0	0	0	0	0	0	0	0	0	0	0	0	0	12.631	0	0	0	0	0	0	0	7.562	0	0	0	0	23.513	7.572	0	0	0	11.793	8.433	6.743	0	0	0	0	0	0	0
2.8.3.19	0	0	0	53.619	0	0	2.263	0	0	0	0	0	0	0	0	6.215	0	0	0	0	2.873	4.691	7.294	0	58.453	0	0	0	0	0	31.678	0	15.155	0	0	0	0	0	13.92	2.724	844.397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.179	9.888	429.239
2.8.3.21	0	0	0	0	0	0	26.019	0	0	0	0	0	0	0	75.187	74.284	0	0	0	0	0	0	0	0	71.599	0	0	0	0	0	20.418	0	0	0	0	0	0	0	25.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126.274	458.007
2.8.3.25	0	27.158	0	0	0	7.876	0	0	6.183	26.249	0	0	0	0	110.372	0	0	0	0	0	0	0	8.08	7.31	0	0	0	0	0	0	0	0	0	0	0	16.567	6.078	11.366	0	0	12.183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.942	5.278	0	0	0	15.732	0	0	0	0
2.8.3.5	13.318	9.148	11.543	84.323	9.948	0	4.063	0	13.089	0	0	140.02	0	15.743	10.568	22.494	42.788	58.809	7.769	0	26.825	7.938	0	0	18.879	16.91	10.238	0	0	0	55.15	32.921	42.004	0	76.099	30.89	102.349	0	15.687	0	80.606	0	13.62	6.985	9.821	11.618	54.378	64.977	19.652	51.157	33.567	0	2.461	0	5.148	31.724	14.481	0	23.461	0	50.53	0	11.235	114.049	157.199
2.8.3.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.464	5.821	0	0.81	0	0	0	0	0	5.219	0	0	0	0	0	0	0	91.909	0	0	0	0	0	0	0	0	0	0	0	2.33	22.515	1.178	0	0	0	0	0	0	0	0	0	11.111
2.8.3.8	243.192	216.888	361.425	1041.446	240.03	123.191	420.224	92.628	193.647	191.375	148.394	62.369	202.638	100.998	250.545	953.012	845.169	1545.549	114.413	78.709	130.171	320.204	1488.931	1308.729	692.425	249.182	312.5	73.196	93.117	103.366	1240.53	165.02	1119.752	618.097	1254.782	454.803	45.086	115.432	495.755	87.224	10054.392	374.15	558.031	287.145	143.416	216.764	162.217	337.349	379.291	6.912	627.08	273.933	216.532	469.888	466.763	621.824	65.729	24.38	630.98	41.099	884.329	80.658	858.439	2228.262	7631.779
2.8.3.9	74.158	0	11.543	172.82	14.796	6.693	81.469	13.287	17.544	0	0	19.346	19.148	25.215	99.08	156.024	33.055	51.156	7.769	0	11.77	133.873	129.705	133.273	263.913	47.942	5.074	0	0	0	276.95	42.433	44.603	0	167.323	30.89	0	0	70.372	8.987	205.734	32.13	35.039	30.915	9.821	30.556	54.378	41.19	19.652	18.03	57.692	0	5.792	0	6.948	27.536	0	0	29.731	7.392	197.143	11.613	34.221	565.972	2592.156
2.8.4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156.151	759.954	0	0	55.528	659.205	2686.656	441.625	0	0	538.409	169.917	0	0	0	0	0	0	1302.62	1135.638	0	0	0	0	0	0	0	0	5841.154	6819.775	0	0	1149.431	3536.822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.8.4.3	5999.21	5503.02	3998.321	4948.02	3691.919	2988.008	3217.696	3023.877	3752.133	2216.801	7642.236	1241.535	3554.375	3314.411	4774.392	4010.88	6466.427	6113.845	2966.335	3210.659	3315.595	2962.425	4037.297	5342.943	5677.607	5367.135	4648.565	3875.599	8020.942	9923.319	4286.763	4026.689	6560.004	5200.806	3582.312	5095.606	2031.234	3801.908	4215.481	2286.466	1749.398	4927.819	3598.396	3867.922	4789.613	4260.944	4759.89	5066.173	3613.064	1838.243	4632.357	5249.793	3396.407	4551.94	4859.724	6028.497	3635.878	4538.911	3896.446	2386.857	2748.124	4021.415	4348.838	3306.844	2535.721
2.8.4.4	6267.46	5367.453	2424.846	5071.639	3881.129	3325.013	3193.278	2992.759	3911.508	2125.045	3832.486	809.602	3599.907	3212.964	4942.469	3803.792	4285.592	4958.446	3525.092	3435.616	3321.188	3322.256	3666.146	5832.765	4640.639	4234.858	2955.415	3286.956	1578.661	1514.297	3965.686	4197.882	5696.72	3526.707	3172.699	4932.023	2142.859	3626.362	3276.128	2601.378	2922.788	4033.828	3672.365	3727.825	4828.828	4084.893	4428.249	4291.999	3200.679	672.219	3519.209	4272.538	2882.069	3400.162	3187.241	5608.079	2957.109	4233.181	3544.938	2469.699	2867.928	2882.251	3984.397	3121.659	2300.903
2.9.1.1	150.627	585.377	283.89	1107.821	387.904	393.228	122.372	27.907	145.933	250.571	180.893	125.199	71.171	75.61	292.506	338.552	954.16	786.377	226.705	146.412	229.662	324.629	550.527	382.872	775.811	363.265	161.493	97.518	162.852	170.689	527.239	105.044	989.514	1037.108	433.269	555.562	90.662	579.602	406.808	160.116	6134.387	426.483	532.414	222.693	139.928	140.523	595.833	900.889	89.988	38.63	249.034	386.905	2966.126	657.239	101.123	478.106	112.108	414.316	326.762	18.253	387.992	173.314	647.03	1287.16	2661.759
2.9.1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1.1.1	45.838	26.796	0	343.037	8.11	0	64.3	8.865	90.518	0	0	0	19.462	68.719	251.845	316.055	18.561	25.588	74.23	168.047	93.294	93.767	348.8	18.801	511.554	76.534	51.925	130.797	0	8.999	357.467	17.815	117.692	0	4.762	0	0	12.487	71.598	38.342	4034.056	16.074	0	20.285	56.152	418.94	0	0	15.671	0	33.015	18.317	42.179	21.226	20.157	0	0	9.58	0	133.369	61.853	16.223	47.806	1370.009	3710.458
3.1.1.10	35.549	139.135	0	0	28.142	9.431	4.614	9.222	18.867	20.65	0	10.881	0	0	0	0	0	0	0	0	115.845	89.974	59.942	34.999	18.717	0	0	0	19.136	0	0	0	0	0	45.207	65.531	0	0	39.283	26.519	21.962	29.603	17.64	0	94.681	0	127.738	130.376	18.449	0	0	0	0	0	22.221	47.14	0	0	168.946	6.202	0	10.853	51.377	11.066	0
3.1.1.11	1355.61	1134.344	1526.816	1057.056	286.095	496.388	2329.71	1473.453	1630.975	135.505	0	0	2884.136	3174.903	963.358	785.986	329.357	297.104	1102.011	1352.649	1449.671	1282.214	2247.58	3603.312	1108.574	657.493	2654.753	5139.506	273.058	94.816	1536.679	1263.64	1304.603	206.527	1115.252	565.089	165.228	1045.937	988.56	1644.295	3532.96	2083.892	753.689	763.049	1113.71	1511.493	264.565	148.172	3759.348	61.167	936.788	1351.438	329.395	976.971	2021.601	1525.521	338.601	545.609	218.396	4043.188	1895.698	1254.049	493.705	1647.401	3415.827
3.1.1.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1.1.17	0	0	0	0	11.685	0	0	0	0	0	0	0	0	0	7.915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.795	0	0	0	0	17.039	0	0	0	0	0	0	0	0	0	12.941	0	0	0	0	0	0	0	12.723	6.651	0	10.702	10.52	0	0	31.378	0	0	0	0
3.1.1.2	130.276	300.274	311.704	462.147	244.924	401.973	78.075	21.387	174.571	181.297	99.025	0	86.3	24.021	19.186	125.984	950.975	1399.247	91.323	129.211	31.53	82.354	411.272	494.314	285.031	201.868	199.395	30.137	169.392	183.859	447.169	235.163	739.049	634.574	360.604	162.853	83.375	573.619	257.871	74.055	1441.671	148.357	482.338	194.813	61.413	137.486	250.987	498.886	517.249	15.908	436.977	467.02	240.645	494.509	282.261	408.569	26.718	66.601	533.783	0	183.656	53.781	564.864	262.804	431.344
3.1.1.23	6.208	41.561	0	18.791	15.984	0	7.455	0	12.059	42.604	0	0	0	0	50.576	36.198	17.792	0	0	0	0	13.61	117.448	169.454	11.905	0	7.637	0	0	0	16.482	0	0	452.551	15.317	0	0	0	21.177	0	18.048	82.98	8.831	4.896	0	0	0	0	0	0	0	4.887	20.717	28.441	19.316	12.337	28.935	6.215	0	12.022	56.142	0	7.066	11.144	0
3.1.1.24	18.909	58.695	6.025	143.043	0	0	0	0	31.271	35.142	0	0	15.94	19.063	67.373	4.785	10.241	0	38.197	0	0	103.343	6.769	49.424	0	11.67	0	0	0	4.585	21.733	0	18.086	0	0	0	0	12.026	19.413	0	23.699	31.177	85.922	16.219	0	15.047	10.466	0	84.608	0	55.187	17.854	69.796	46.871	27.703	11.153	0	7.416	24.195	0	65.875	6.56	55.131	73.515	149.721
3.1.1.27	0	0	79.773	157.272	0	0	14.626	0	0	0	0	0	10.281	0	40.126	88.108	64.08	0	0	9.041	0	0	0	13.718	12.467	10.059	0	0	32.037	22.654	8.974	0	76.57	0	0	0	0	99.821	13.405	5.143	37.325	50.544	0	0	0	0	16.727	51.231	0	0	6.229	17.111	14.973	0	7.714	38.554	12.575	22.817	19.505	0	0	0	0	0	0
3.1.1.29	8173.334	7484.113	5021.4	8894.857	5095.522	4815.95	4211.516	3787.175	5529.729	3032.4	6495.806	1294.676	4268.641	4151.162	6027.637	5210.182	6110.517	6501.355	4660.817	4725.259	4410.565	4556.869	6315.409	8488.16	8280.989	6863.691	6066.357	4828.199	8057.155	9254.576	6125.524	5269.882	7255.223	4526.484	4987.15	7380.101	2387.958	4331.909	5358.582	3247.703	11563.496	6606.378	5155.408	5198.501	6337.464	5206.796	5427.246	6448.84	4884.932	2159.898	5509.991	6951.026	6002.603	6341.864	6632.065	8467.411	3863.17	5661.859	5779.855	2919.475	3691.543	4923.063	6527.325	7229.848	9005.456
3.1.1.3	1786.541	2560.132	2004.034	2536.695	1232.841	1693.49	1440.287	1786.371	401.609	585.803	413.647	83.332	474.99	359.737	607.764	881.528	3688.549	3237.285	932.029	477.653	633.636	374.274	1262.04	1208.353	1426.48	1266.321	916.367	262.261	497.972	441.476	1287.229	646.487	2214.59	2901.876	1768.242	1195.675	327.584	1186.674	1095.915	435.864	4069.505	949.28	1626.625	1033.326	599.573	1006.389	627.66	1420.918	847.408	50.149	1708.797	2429.068	239.398	1117.116	1513.476	3755.805	506.363	2259.982	1023.349	465.695	406.019	814.069	2076.12	2293.566	3983.777
3.1.1.31	2278.834	1383.198	189.231	1113.022	102.574	248.662	1562.258	2786.594	460.816	193.968	10.639	0	848.403	1208.756	452.299	1203.13	347.548	725.652	613.513	822.366	1449.351	689.806	964.412	1120.647	2069.082	1607.162	3387.238	1769.822	165.462	105.613	891.89	435.379	994.321	178.313	934.983	674.814	22.322	279.79	1083.999	600.737	5792.803	1600.344	466.134	565.84	1262.691	1509.233	128.789	194.166	1367.755	21.18	674.407	352.611	1885.232	1235.454	2281.961	2420.745	191.279	123.487	810.728	1494.457	554.284	1083.237	939.397	1475.459	3435.646
3.1.1.32	46.404	14.107	0	383.305	12.989	5.676	55.445	0	0	0	0	0	0	0	103.429	296.377	19.98	19.85	24.388	24.489	25.523	110.196	218.43	6.735	243.845	27.461	27.613	5.554	0	0	179.118	0	148.153	12.552	4.695	0	0	0	50.55	15.409	2768.375	15.288	0	9.218	0	0	8.1	0	0	0	0	0	26.863	34.508	29.086	0	0	0	0	0	0	0	25.754	827.984	2485.84
3.1.1.4	0	0	0	171.059	0	0	0	0	0	0	0	5	0	0	0	0	9.454	0	0	5.556	16.524	0	0	3.456	109.941	12.359	27.613	5.554	0	0	5	0	148.153	0	0	0	0	0	0	8.116	2451.202	0	0	0	0	0	0	0	0	4.975	0	0	9.473	0	0	5.492	0	0	0	0	0	0	25.754	61.654	720.889
3.1.1.41	7.737	0	44.717	323.216	94.507	228.041	84.336	8.212	0	0	0	0	90.044	129.123	135.608	27.876	171.552	244.319	11.842	15.129	100.224	85.448	268.045	541.481	353.103	149.952	128.331	70.715	69.262	67.634	398.227	141.408	264.376	103.783	175.156	241.718	0	24.303	72.916	44.706	106.079	311.1	384.019	141.511	464.313	288.016	33.28	162.426	88.868	0	59.051	58.815	853.29	418.518	75.597	324.074	55.916	45.839	200.834	17.403	414.042	6.832	492.806	233.289	83.455
3.1.1.45	8.057	3.505	0	257.866	0	0	15.253	0	0	0	15.043	88.352	0	0	87.792	96.84	0	9.674	22.894	0	23.168	42.564	130.239	0	217.839	40.32	40.776	0	0	0	81.695	0	236.815	0	0	0	40.616	0	43.203	2.372	3280.087	4.073	7.247	0	0	0	0	0	0	36.717	0	0	40.43	17.544	0	0	0	0	0	0	0	62.574	40.326	521.907	1500.586
3.1.1.47	0	0	0	37.323	0	9.017	156.562	77.148	166.165	9.552	0	0	77.257	91.273	29.575	6.012	0	0	48.351	57.85	52.058	56.595	38.678	183.756	18.561	0	0	0	0	19.005	7.011	12.993	12.16	0	131.158	6.413	0	0	17.027	9.004	31.196	83.979	10.158	0	0	0	0	0	279.923	0	10.045	12.04	0	37.671	54.607	43.642	0	6.431	4.013	146.215	98.976	0	0	0	0
3.1.1.5	354.848	569.347	1846.089	603.504	52.727	61.636	120.53	0	511.743	278.129	30.026	0	73.993	59.48	223.978	507.621	258.778	382.196	44.087	64.128	151.594	386.257	335.713	279.601	2154.499	317.713	1017.921	82.454	98.503	42.764	597.463	167.649	680.777	133.135	525.522	718.996	21.719	235.853	493.746	56.67	5946.721	1367.248	353.315	350.474	173.594	220.303	109.274	174.889	196.745	0	143.437	203.645	824.404	894.654	921.431	472.292	444.359	472.885	662.665	4.525	35.82	1492.362	808.521	1918.021	5509.151
3.1.1.53	0	0	0	0	0	0	212.66	134.47	190.204	6.645	0	0	0	0	47.024	0	0	0	74.251	58.889	64.243	35.936	103.783	680.122	0	0	338.373	73.625	0	0	7.214	0	14.588	0	127.321	0	0	0	0	0	18.499	82.725	18.575	0	0	0	0	0	528.653	0	82.935	76.437	0	47.201	0	0	0	0	0	125.351	108.072	0	0	5.981	11.903
3.1.1.6	0	0	0	10.328	0	0	0	0	0	5.166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1.1.61	802.217	991.346	1661.789	727.993	551.569	486.026	291.937	136.216	1415.398	462.838	177.378	330.521	381.863	475.897	476.086	713.829	525.08	885.551	857.399	295.653	337.254	1067.656	715.866	769.048	3098.137	824.874	2122.093	832.386	109.555	10.801	906.835	332.81	834.206	157.997	932.961	1146.468	288.129	462.111	1488.724	668.465	4732.852	3846.44	769.572	618.868	230.344	316.105	561.337	403.017	578.548	160.219	249.022	252.03	1144.388	1652.827	2574.734	1302.881	442.873	594.627	1726.499	31.331	280.364	2196.081	1374.036	1670.678	3987.437
3.1.1.7	0	0	0	0	0	0	0	0	0	0	0	10.956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.444	0	0	0
3.1.1.72	382.79	342.201	141.871	53.191	11.358	112.275	177.069	176.676	88.11	5.788	0	0	337.605	356.144	189.183	1756.955	41.636	30.634	139.257	345.835	125.264	49.85	420.667	0	440.999	876.248	173.226	716.522	0	0	461.806	322.603	59.23	29.37	79.162	0	8.223	0	109.776	120.95	321.612	132.302	29.318	5.831	223.285	1754.376	0	0	278.507	15.11	195.913	119.743	0	41.978	17.104	44.178	20.471	0	0	1565.396	143.396	0	15.442	0	61.85
3.1.1.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1.1.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.767	0	0	0	0	0	0	0	0	0	0	0	7.836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
