# Gene Family	3003	3004	3005	3007	3008	3009	3012	3013	3014	3016	3020	3021	3022	3023	3025	3026	3027	3028	3029	3030	3031	3032	3033	3036	3037	3039	3042	3043	3044	3046	3047	3048	3049	3003A	3004A	3005A	3007A	3008A	3009A	3012A	3013A	3014A	3016A	3020A	3021A	3022A	3023A	3025A	3026A	3027A	3028A	3029A	3030A	3031A	3032A	3033A	3036A	3037A	3039A	3042A	3043A	3044A	3046A	3048A	3049A
1.1.1.157	279.304	638.208	418.16	752.528	341.929	429.221	76.399	141.307	846.323	331.491	577.796	615.822	869.179	1007.392	79.858	1118.795	828.578	788.98	499.794	573.609	709.588	613.218	517.803	835.779	242.347	273.131	357.989	535.737	979.593	106.367	979.896	1386.992	1535.541	467.752	1053.264	463.955	349.573	351.758	280.357	246.17	494.434	2201.011	256.017	325.84	1108.352	620.271	577.878	199.844	955.58	1011.549	1198.143	112.456	710.545	5118.498	840.336	386.52	325.51	470.675	562.966	716.688	441.486	50.794	887.122	80.936	1082.706
1.1.1.159	62.252	92.771	137.184	481.787	1.938	23.126	46.599	0	86.559	225.749	78.113	287.037	28.027	3.489	0	42.55	36.157	14.159	0	22.138	41.584	151.137	106.665	16.184	132.599	40.115	29.257	54.703	0	494.626	0	17.776	59.46	76.251	0	15.742	277.837	0	0	41.713	25.29	59.155	240.428	38.891	205.087	247.337	59.824	12.94	140.737	304.545	3.03	0	28.735	3319.114	13.713	353.557	5.205	379.809	7.112	30.303	10.347	0	42.945	22.753	309.198
1.1.1.163	0	0	0	8.013	0	0	0	5.25	0	17.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.794	0	0	0	0	0	0	0	25.356	0	0	0
1.1.1.169	2169.107	3987.078	1971.714	2682.77	2506.429	1344.493	4092.804	2332.53	4048.103	1327.904	4291.433	3512.727	3679.664	3466.156	334.85	2793.009	1632.293	2065.664	1998.538	1586.972	3314.398	3543.335	3382.489	3359.439	2377.94	2788.237	3682.979	2994.426	3436.394	2800.46	3921.824	3746.551	4412.105	3066.613	1797.554	2059.447	2012.172	1503.011	861.908	2429.268	4041.902	4167.571	1263.324	2952.52	3441.125	3691.23	3349.685	837.491	3314.085	4312.849	2600.64	278.659	2349.971	5315.162	4334.955	1911.966	3819.06	2827.836	2818.093	2363.579	2215.234	1520.485	2983.066	2449.599	3347.378
1.1.1.17	280.459	623.648	357.35	2410.949	282.833	288.701	44.204	154.12	698.537	125.214	261.217	707.433	588.083	351.601	132.444	1495.278	1227.734	587.726	224.032	466.915	444.803	659.958	305.222	292.119	379.278	240.337	319.008	668.815	1185.957	22.622	101.925	3349.693	780.537	341.201	674.953	266.792	618.554	259.838	314.125	402.336	221.532	1745.659	137.02	136.128	628.98	1323.436	301.567	162.214	1227.109	2241.006	1385.515	55.722	762.762	19148.51	954.511	130.707	135.981	810.008	913.509	360.218	551.501	45.29	609.924	86.524	1187.756
1.1.1.176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.179	0	0	10.284	144.734	0	16.182	0	51.853	139.379	9.024	0	8.057	44.144	124.011	26.184	80.641	0	64.133	88.109	11.22	0	0	203.378	166.647	137.986	0	531.212	348.709	0	0	0	19.617	111.043	0	338.199	0	33.142	0	0	20.885	29.833	62.652	0	0	115.166	180.839	281.752	51.642	28.724	0	125.074	14.942	30.527	0	0	264.59	19.953	77.654	4.3	505.52	496.673	0	271.356	0	212.805
1.1.1.18	1858.069	1990.625	578.782	1643.701	1310.206	273.993	975.801	2679.681	1272.546	764.158	441.346	4759.402	1767.368	2277.571	138.857	1312.598	1007.816	594.667	897.506	774.919	1377.221	1094.162	1894.452	666.104	982.579	1371.116	1774.578	1783.062	2679.702	2408.721	2397.647	1774.981	1829.76	2165.147	572.255	348.932	1867.49	757.957	125.22	1182.185	2085.403	1250.734	2095.268	968.414	1058.614	657.79	3784.39	570.632	1209.084	2553.233	1381.278	205.511	857.426	644.072	1119.393	1292.482	571.505	1631.662	1314.409	1974.339	2242.878	228.332	818.569	119.528	1183.767
1.1.1.188	0	0	0	6.68	0	0	0	5.3	52.17	0	0	0	0	0	0	0	0	0	43.078	0	0	11.312	0	0	0	0	0	0	0	0	0	0	17.411	0	0	0	0	0	7.394	0	0	7.067	0	0	6.968	0	0	0	0	0	143.616	0	0	0	6.769	0	0	0	0	0	0	0	0	0	21.789
1.1.1.193	1883.366	2982.036	3010.174	2030.418	3496.272	1108.505	3799.344	2323.067	4423.095	1636.341	2417.984	3253.806	2079.91	3572.95	308.794	2592.999	793.638	1431.56	2854.085	1422.62	4012.182	2207.311	3394.798	2164.103	1871.28	2148.943	2477.12	2172.53	2429.462	2885.991	3158.084	3766.697	3658.664	3567.879	2220.703	2601.956	2045.862	2314.06	784.423	2439.995	2357.332	5081.253	2320.599	1742.534	2384.216	2135.534	2723.014	992.867	3044.727	2141.564	2169.383	306.79	1935.464	1821.482	1778.207	1712.944	1092.29	2714.836	2399.475	1866.021	1426.725	211.049	2147.56	915.29	2312.55
1.1.1.2	47.269	544.526	177.662	673.611	199.819	51.855	105.25	37.972	325.615	638.627	223.406	104.157	650.241	440.208	32.02	83.34	72.108	329.093	307.579	399.966	2598.13	724.45	101.962	267.878	89.726	94.722	518.175	174.949	592.637	57.074	467.82	244.39	1110.816	237.301	312.204	100.121	220.694	179.533	16.259	77.563	128.597	657.297	1600.755	103.053	769.066	517.672	149.94	118.166	382.098	259.988	962.607	36.065	831.256	2869.394	316.642	42.568	51.647	111.939	112.252	3643.684	113.497	13.675	254.437	137.707	1729.759
1.1.1.201	0	9.155	0	10.795	6.13	0	0	7.497	7.635	0	0	0	0	39.814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.187	0	73.584	20.01	0	0	159.593	0	0	0	0	0	6.228	22.978	0	0	0	0	0	0	7.604	0	0	0	0	30.958	0	0	0	0	0	0	0	0	0	0	0
1.1.1.202	242.714	838.31	384.284	390.9	353.134	464.427	131.414	110.475	697.306	134.771	257.192	32.084	922.265	469.864	110.721	970.097	461.979	624.606	413.721	416.279	626.258	434.473	226.664	662.226	302.741	415.047	206.611	515.277	1083.198	30.429	343.146	1437.421	1196.217	257.575	1122.443	363.136	333.281	249.668	173.795	325.2	43.231	1150.514	192.796	112.602	561.743	543.265	335.148	178.859	727.827	858.825	863.061	104.107	660.694	230.541	562.519	112.766	321.382	339.056	612.247	141.741	288.487	26.77	727.957	42.697	704.918
1.1.1.205	3697.119	4765.224	3340.855	4066.199	4746.835	2615.945	4521.373	2791.965	5249.38	3716.9	5403.697	3777.624	6517.329	6092.81	500.317	3933.944	1978.075	5172.416	4324.657	3610.679	5621.871	5186.429	5106.913	4652.928	3673.022	4556.48	5403.369	5563.815	5160.347	3607.455	3898.281	5884.925	5658.525	6094.769	4739.841	3537.013	3369.443	4772.108	1358.478	3868.153	5598.372	4824.349	3770.843	4033.6	4331.536	8215.1	6049.95	1635.147	5375.039	5870.397	4245.964	707.807	4718.08	8987.223	5259.092	5695.364	4522.883	3552.211	3566.867	6135.095	7020.799	2509.484	4642.09	4752.061	5176.428
1.1.1.21	385.316	269.599	86.431	22.898	20.555	44.178	98.864	909.413	448.793	25.34	89.816	1043.297	117.785	222.32	42.758	332.513	85.219	154.957	145.414	151.326	130.18	114.682	237.809	110.583	106.231	87.787	107.315	397.261	422.148	69.798	98.591	99.71	257.804	89.823	38.263	81.723	31.285	19.967	21.98	253.822	28.389	280.78	23.066	125.955	142.732	128.439	275.674	70.389	145.656	266.137	292.916	0	132.268	123.101	221.002	159.633	11.622	82.769	133.92	14.713	412.449	0	251.498	13.21	306.753
1.1.1.210	0	4.812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.215	0	0	0	0	0	0	0	0	0	0	0	0	0	1.832	0	0	0	0	0	0.785	0.911	0	0	0	0	0	5.047	0	0	1.07	0	0	0	0	0	2.674	0	0	0	1.821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.832	0	0	0	0	2.747	0	0	0
1.1.1.218	28.458	38.392	17.135	30.417	34.728	0	0	0	62.391	0	0	34.929	21.42	59.292	0	36.928	0	0	6.803	0	63.814	86.643	22.837	12.893	15.34	0	38.605	33.547	0	0	0	42.77	0	8.49	14.194	12.603	0	149.158	0	5.683	33.201	62.762	0	2.849	5.77	20.588	19.363	0	83.882	59.628	40.845	0	5.646	37.599	42.321	9.955	0	7.113	0	146.683	18.796	4.329	27.251	0	17.193
1.1.1.219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.532	0	0	0	0	0	0	0	0	0	0
1.1.1.22	4680.779	3554.282	2865.742	3706.582	3449.808	4493.529	7056.672	5241.042	4033.734	2919.235	5007.113	13994.205	2354.987	4729.288	1510.126	4253.471	1622.075	2000.686	3192.9	2915.975	6415.822	4944.112	4023.584	2615.7	4568.836	4602.3	4430.256	3939.387	3479.632	6803.046	4203.01	4365.162	4175.89	5275.989	1769.507	3276.398	5139.676	3205.213	1380.346	4421.526	3469.244	4131.243	3341.241	3955.412	3883.248	4598.463	4914.76	2304.343	4309.745	5873.576	2813.89	2179.663	3942.973	7747.706	5327.943	2802.759	1859.769	4923.427	3320.372	2162.099	7037.956	998.793	2606.282	2242.097	3579.937
1.1.1.23	2722.538	4680.037	3541.215	3422.357	4040.199	2395.852	3958.209	2288.409	4747.69	2803.253	5041.984	3289.53	5595.763	5163.017	522.525	3970.46	2038.542	4262.862	4069.551	3184.161	4524.263	4855.372	4359.302	4537.408	3149.624	3897.753	4501.766	4203.174	4335.743	2838.435	3956.24	4694.577	5225.408	5430.857	3966.302	3596.334	2913.252	3765.156	1224.922	3100.571	5101.527	5866.844	2818.484	3981.348	4541.03	6305.68	4617.732	1557.404	4764.589	6402.203	3354.357	593.801	4157.341	8050.257	5742.724	4793.991	4599.916	3197.008	3378.258	4141.295	4575.52	2316.471	4127.147	3222.844	5021.622
1.1.1.237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.461	5.698	0	0	0	0	0	0	37.402	0	0	0	0	0	0	0	0	0	0	0
1.1.1.243	0	4.766	0	0	0	0	0	0	0	0	0	0	0	0	0	12.742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.244	57.43	260.82	337.122	245.563	327.457	96.679	15.733	49.213	250.393	22.273	307.773	247.047	82.339	242.026	65.185	242.105	228.362	101.466	173.102	196.701	125.377	20.745	105.522	185.885	89.544	32.193	88.149	514.607	209.659	25.233	438.14	23.721	262.863	72.41	192.7	217.442	146.809	311.261	7.905	45.087	64.165	252.482	21.914	40.104	484.042	210.297	47.881	338.675	173.663	207.151	255.355	43.276	370.594	42.937	115.693	26.707	195.994	41.058	57.164	70.992	448.645	21.028	486.351	18.536	239.345
1.1.1.25	2951.726	6019.854	3645.234	4361.052	4875.277	3986.021	3116.632	2875.002	7451.489	2561.827	5039.247	4252.292	6855.796	6622.758	590.896	5446.567	3503.732	6694.038	5992.89	2825.842	5780.796	5219.948	4534.05	5124.295	3397.173	4413.077	3962.449	5438.859	6980.854	3409.392	4321.871	8538.648	7189.742	6001.826	6857.907	4008.057	3386.917	4870.411	2097.977	2739.383	3401.881	10327.431	2828.648	3906.866	4819.45	5783.08	3946.14	1895.582	5609.02	9394.539	6078.779	805.757	4710.059	7213.769	7394.207	5163.171	2997.474	3725.404	5099.311	3420.066	4091.857	1243.265	4793.148	1603.405	5681.748
1.1.1.251	29.304	13.166	0	417.794	0	80.301	9.815	34.089	169.24	0	84.794	501.549	29.29	119.559	9.766	11.266	244.49	38.417	28.512	48.672	38.444	4.63	0	0	73.249	0	27.633	5.243	125.726	2.692	8.633	809.166	291.855	35.058	0	26.953	82.345	5.337	56.746	40.381	104.797	429.487	18.114	26.025	237.63	314.778	157.11	0	139.961	335.688	90.533	17.455	90.464	0	0	0	11.357	189.126	70.34	53.452	0	0	17.642	5.586	425.858
1.1.1.255	0	0	0	0	12.192	5.026	4.044	0	69.768	0	0	0	0	20.183	0	0	0	50.719	36.589	0	0	0	0	0	0	0	17.328	0	0	0	0	0	0	0	372.66	0	0	15.034	0	0	6	0	0	0	0	0	17.537	0	0	3.003	38.94	31.049	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.26	4.736	0	10.056	0	0	0	0	32.712	32.743	0	11.196	0	0	10.226	0	0	0	0	0	18.053	7.32	14.602	6.438	11.716	38.036	18.031	5.047	7.314	30.539	104.577	36.855	15.191	0	0	10.629	0	0	0	35.628	27.029	0	0	18.021	5.589	13.133	6.278	0	0	8.99	0	0	67.028	6.71	0	0	0	5.389	20.392	20.299	0	0	19.297	0	19.957	0
1.1.1.261	150.966	544.501	354.463	953.719	316.459	437.754	42.531	68.907	610.834	612.342	1287.332	35.399	1244.163	762.9	197.082	855.099	936.267	691.295	285.658	280.001	468.468	1257.16	314.85	811.799	506.661	312.821	159.731	805.955	1112.63	31.065	83.524	1514.725	662.777	158.848	773.331	489.787	413.35	272.389	240.247	258.134	216.433	1308.873	161.27	987.859	416.96	639.441	296.911	243.709	570.917	1502.022	1068.15	43.441	540.305	263.701	2467.87	116.473	465.296	1085.455	807.31	102.274	538.627	58.349	526.724	63.826	261.981
1.1.1.262	1380.184	389.117	462.094	1022.082	889.267	385.023	3123.805	1335.802	881.239	1119.573	619.171	2561.334	272.589	983.796	107.495	433.443	438.469	116.805	1542.533	336.178	1693.955	610.526	484.608	331.463	879.615	547.184	793.254	1383.598	662.87	2579.318	1046.965	167.541	991.902	1341.544	723.715	413.319	1411.7	1075.77	18.928	1310.231	376.168	1136.236	1616.511	1050.374	883.702	977.12	1443.32	308.087	702.319	1056.087	526.25	182.096	456.494	4049.49	220.076	575.889	290.913	1166.873	293.028	154.367	1030.733	229.185	513.571	61.981	1082.134
1.1.1.264	29.214	28.72	0	0	6.157	0	0	0	39.109	0	89.514	480.862	0	0.947	0	33.332	7.354	4.235	5.056	18.777	51.79	10.348	0	27.846	4.657	0	8.659	42.683	0	15.989	0	0	0	27.149	0	4.673	0	0	0	0	18.476	32.618	9.461	12.021	213.161	4.859	2.793	0	182.158	8.207	0	0	66.241	3936.248	7.845	0	7.687	0	0	13.368	0	0	0	0	0
1.1.1.266	0	67.887	0	40.016	0	0	1268.144	0	0	0	0	0	0	17.308	0	0	0	0	0	4.629	0	34.486	0	0	0	0	0	0	76.052	0	0	0	37.927	0	191.042	0	183.764	0	0	216.913	0	0	0	0	0	46.32	77.903	0	0	0	0	0	23.185	0	11.551	0	0	0	0	0	0	0	0	0	0
1.1.1.267	3221.826	4359.599	3671.396	4173.676	4380.674	2604.148	4601.012	2424.083	4748.991	3078.681	4528.891	4525.587	4964.502	5324.226	495.017	3750.169	1514.618	4363.385	3749.955	2918.223	4421.515	3965.368	4127.155	4080.495	3476.234	4709.037	4741.884	4444.219	4532.683	3219.409	3624.808	4883.645	5014.146	6041.394	4304.493	3688.158	3452.334	4037.783	1289.273	3723.538	4491.238	4607.542	3541	3554.348	4490.551	6876.151	4873.647	1638.928	4753.199	6013.554	3526.351	717.564	4219.841	13342.817	3567.836	4478.213	4808.713	3429.234	3516.275	4170.887	5476.63	2634.033	4010.545	4154.204	5399.352
1.1.1.268	195.275	51.514	118.643	10.062	65.416	93.302	10.336	19.287	62.367	13.543	57.368	40.562	8.22	54.817	0	26.655	470.811	17.697	2095.879	109.939	198.317	50.917	53.381	272.855	231.21	94.315	6.158	51.475	687.704	28.667	5.032	1209.876	111.557	1242.11	0	269.421	0	49.077	37.375	0	151.916	55.484	29.426	21.028	234.02	28.952	61.048	108.643	79.451	1406.365	44.226	318.105	88.383	132.324	115.862	12.807	32.81	128.301	56.67	0	15.043	169.967	24.126	7.894	31.925
1.1.1.269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.144	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.27	2394.089	4424.524	2307.084	2296.161	2475.79	5558.928	611.848	1641.736	4064.113	1086.025	2686.639	341.861	6517.675	4571.535	552.151	4178.778	2321.046	5449.075	3764.811	3083.744	3832.917	2968.437	3175.865	4988.811	2091.187	2874.303	3988.796	4440.959	5694.389	385.147	2037.351	6986.188	5231.402	4586.104	5259.895	2865.938	1086.828	3631.696	5398.231	1130.912	3359.965	5793.119	1469.665	1944.895	3255.243	6751.562	3916.527	2098.845	4315.761	7029.878	4690.524	530.215	4297.443	2013.559	4245.019	6497.533	4483.741	1596.012	3087.227	4178.257	6913.948	3585.915	5513.269	2655.088	4481.763
