# Gene Family	3003	3004	3005	3007	3008	3009	3012	3013	3014	3016	3020	3021	3022	3023	3025	3026	3027	3028	3029	3030	3031	3032	3033	3036	3037	3039	3042	3043	3044	3046	3047	3048	3049	3003B	3004B	3005B	3007B	3008B	3009B	3012B	3013B	3014B	3016B	3020B	3021B	3022B	3023B	3025B	3026B	3027B	3028B	3029B	3030B	3031B	3032B	3033B	3036B	3037B	3039B	3042B	3043B	3044B	3046B	3047B	3048B	3049B
1.1.1.201	0	9.155	0	10.795	6.13	0	0	7.497	7.635	0	0	0	0	39.814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.187	0	73.584	20.01	0	0	0	0	0	10.859	0	0	0	4.541	0	0	10.697	0	0	0	0	13.926	0	0	0	0	0	0	0	0	0	0	0	0	0	73.269	0	10.641
1.1.1.202	242.714	838.31	384.284	390.9	353.134	464.427	131.414	110.475	697.306	134.771	257.192	32.084	922.265	469.864	110.721	970.097	461.979	624.606	413.721	416.279	626.258	434.473	226.664	662.226	302.741	415.047	206.611	515.277	1083.198	30.429	343.146	1437.421	1196.217	543.812	579.527	484.241	267.81	583.297	61.678	209.768	195.427	1761.293	130.912	72.934	449.789	613.312	238.117	192.139	386.845	806.643	687.979	732.016	177.162	442.986	360.972	604.852	477.694	8.5	833.788	480.217	759.363	214.336	25.372	284.225	810.204	650.938
1.1.1.205	3697.119	4765.224	3340.855	4066.199	4746.835	2615.945	4521.373	2791.965	5249.38	3716.9	5403.697	3777.624	6517.329	6092.81	500.317	3933.944	1978.075	5172.416	4324.657	3610.679	5621.871	5186.429	5106.913	4652.928	3673.022	4556.48	5403.369	5563.815	5160.347	3607.455	3898.281	5884.925	5658.525	5656.219	6659.86	3492.513	3141.49	2357.16	382.486	3339.655	5672.788	5785.337	3176.475	3336.379	6106.336	5399.481	4232.408	1302.512	3885.31	3386.031	6369.986	4516.066	2658.041	6058.099	5636.98	4524.86	5515.59	228.844	4350.215	5258.831	7340.496	2846.748	2639.653	2966.829	5655.377	6738.19
1.1.1.21	385.316	269.599	86.431	22.898	20.555	44.178	98.864	909.413	448.793	25.34	89.816	1043.297	117.785	222.32	42.758	332.513	85.219	154.957	145.414	151.326	130.18	114.682	237.809	110.583	106.231	87.787	107.315	397.261	422.148	69.798	98.591	99.71	257.804	385.714	400.924	154.944	21.174	142.783	0	226.084	27.778	530.077	31.128	52.999	523.317	189.092	308.165	59.032	89.259	326.342	122.412	57.765	148.869	98.622	192.957	267.829	80.854	0	212.187	183.127	508.22	33.147	44.187	101.189	189.146	111.862
1.1.1.210	0	4.812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.215	0	0	0	0	0	0	0	0	0	0	0	0	0	1.832	0	0	0	0	0	0.785	0.911	0	0	0	0	0	5.047	0	0	1.07	0	0	0	0	0	0	0	0	0	0	0	2.732	0	0	0	0	2.587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.218	28.458	38.392	17.135	30.417	34.728	0	0	0	62.391	0	0	34.929	21.42	59.292	0	36.928	0	0	6.803	0	63.814	86.643	22.837	12.893	15.34	0	38.605	33.547	0	0	0	42.77	0	119.446	72.896	26.951	0	9.639	0	0	15.813	0	0	14.968	41.653	11.394	8.537	0	7.16	11.33	9.943	25.802	0	36.73	11.544	5.679	35.357	0	20.055	106.376	85.625	15.666	0	0	46.752	24.019
1.1.1.219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.22	4680.779	3554.282	2865.742	3706.582	3449.808	4493.529	7056.672	5241.042	4033.734	2919.235	5007.113	13994.205	2354.987	4729.288	1510.126	4253.471	1622.075	2000.686	3192.9	2915.975	6415.822	4944.112	4023.584	2615.7	4568.836	4602.3	4430.256	3939.387	3479.632	6803.046	4203.01	4365.162	4175.89	5500.178	4591.525	2482.338	5987.575	1512.352	829.831	4067.4	5130.173	4893.92	3770.303	2944.517	6030.829	4343.668	6003.573	2724.931	3675.968	4433.329	3111.863	3082.618	2714.47	4518.629	5093.289	5204.339	3204.785	1078.911	3736.441	3615.232	7446.31	1969.339	5025.248	2315.007	3625.822	8301.9
1.1.1.23	2722.538	4680.037	3541.215	3422.357	4040.199	2395.852	3958.209	2288.409	4747.69	2803.253	5041.984	3289.53	5595.763	5163.017	522.525	3970.46	2038.542	4262.862	4069.551	3184.161	4524.263	4855.372	4359.302	4537.408	3149.624	3897.753	4501.766	4203.174	4335.743	2838.435	3956.24	4694.577	5225.408	5028.054	6274.964	3847.073	2610.779	2109.632	718.451	3016.145	4280.87	5856.317	2352.516	3123.486	5054.483	4604.248	3295.815	1445.054	3224.966	4425.245	5733.57	3463.966	2243.302	5007.691	5311.514	3982.909	5715.039	125.76	3798.663	4208.463	6318.54	3127.065	2476.567	2649.302	4194.288	5828.821
1.1.1.237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.17	8.772
1.1.1.243	0	4.766	0	0	0	0	0	0	0	0	0	0	0	0	0	12.742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.984	0	0
1.1.1.244	57.43	260.82	337.122	245.563	327.457	96.679	15.733	49.213	250.393	22.273	307.773	247.047	82.339	242.026	65.185	242.105	228.362	101.466	173.102	196.701	125.377	20.745	105.522	185.885	89.544	32.193	88.149	514.607	209.659	25.233	438.14	23.721	262.863	117.281	1332.886	26.788	68.64	361.483	0	15.656	713.325	518.415	28.741	41.563	383.636	310.914	114.955	166.623	18.789	285.752	108.722	468.877	83.706	87.07	42.892	65.645	277.153	0	69.727	195.656	579.978	86.19	15.526	296.869	8.485	134.599
1.1.1.25	2951.726	6019.854	3645.234	4361.052	4875.277	3986.021	3116.632	2875.002	7451.489	2561.827	5039.247	4252.292	6855.796	6622.758	590.896	5446.567	3503.732	6694.038	5992.89	2825.842	5780.796	5219.948	4534.05	5124.295	3397.173	4413.077	3962.449	5438.859	6980.854	3409.392	4321.871	8538.648	7189.742	6115.482	8499.301	3904.613	3107.982	3672.187	429.678	2622.606	4887.511	11295.503	2186.067	3081.757	5694.096	6210.572	5411.049	1614.345	3654.082	7443.885	8949.347	3954.967	2132.751	6390.787	5637.138	4604.68	6646.428	264.522	5670.168	4953.629	8140.75	2694.237	2487.736	3010.778	5734.17	7827.768
1.1.1.251	29.304	13.166	0	417.794	0	80.301	9.815	34.089	169.24	0	84.794	501.549	29.29	119.559	9.766	11.266	244.49	38.417	28.512	48.672	38.444	4.63	0	0	73.249	0	27.633	5.243	125.726	2.692	8.633	809.166	291.855	18.739	332.853	0	17.516	0	0	9.868	277.564	602.012	0	86.823	113.729	47.536	26.621	0	4.082	349.257	107.349	32.971	29.131	14.604	8.88	0	43.839	0	39.342	5.51	5.449	15.036	0	60.73	288.984	2363.176
1.1.1.255	0	0	0	0	12.192	5.026	4.044	0	69.768	0	0	0	0	20.183	0	0	0	50.719	36.589	0	0	0	0	0	0	0	17.328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73.142	22.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.1.26	4.736	0	10.056	0	0	0	0	32.712	32.743	0	11.196	0	0	10.226	0	0	0	0	0	18.053	7.32	14.602	6.438	11.716	38.036	18.031	5.047	7.314	30.539	104.577	36.855	15.191	0	0	0	6.83	5.995	0	161.346	73.058	6.784	15.694	30.465	6.799	4.664	0	0	22.738	28.146	0	0	5.214	37.207	0	10.124	13.658	0	42.707	34.868	11.38	12.36	5.402	82.917	7.832	6.716	0
