out,3003,3004,3005,3007,3008,3009,3012,3013,3014,3016,3020,3021,3022,3023,3025,3026,3027,3028,3029,3030,3031,3032,3033,3036,3037,3039,3042,3043,3044,3046,3047,3048,3049,3003A,3003B,3004A,3004B,3005A,3005B,3007A,3007B,3008A,3008B,3009A,3009B,3012A,3012B,3013A,3013B,3014A,3014B,3016A,3016B,3020A,3020B,3021A,3021B,3022A,3022B,3023A,3023B,3025A,3025B,3026A,3026B,3027A,3027B,3028A,3028B,3029A,3029B,3030A,3030B,3031A,3031B,3032A,3032B,3033A,3033B,3036A,3036B,3037A,3037B,3039A,3039B,3042A,3042B,3043A,3043B,3044A,3044B,3046A,3046B,3047B,3048A,3048B,3049A,3049B
Streptococcus_pasteurianus,0,0,0,0,0,0,0,0.09625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15206,0.05958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Actinomyces_sp_S6_Spd3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01139,0,0,0,0,0,0,0,0.02229,0,0,0,0,0,0,0,0,0,0,0.03245,0.0199,0.00862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00423,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06867,0,0,0,0,0,0,0,0,0.04642,0.08776,0,0,0,0,0,0,0,0,0.01841,0.0262,0,0,0,0.13596,0.02761,0.01008,0
Alistipes_inops,0,0,0,0,0,0,0,0,0,0,0.02579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40126,0.08871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weissella_confusa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Veillonella_infantium,0,0,0,0,0,0,0.00304,0,0,0,0,0,0,0.05467,0,0,0,0,0,0,0.00367,0,0,0,0,0,0,0,0,0.00453,0,0,0,0,0,0.27148,0.00618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01216,0,0,0,0,0,0,0,0,0.07373,0,0,0,0,0,0,0.01801,0,0,0,0,0,0.01679,0.01017,0,0,0,0.00177,0,0,0,0,0,0,0.01985,0,0.00081,0,0,0,0,0,0,0,0,0,0
Desulfovibrio_piger,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1809,0,0.13936,0,0.00127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15106,0.00812,0,0,0.00862,0,0,0,0,0,0,0,0,0,0,0,0,0.00667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroides_faecis_CAG_32,0,0,0,0,0.02235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00741,0,0,0,0,0,0.00447,0,0,0,0,0.00428,0,0,0,0,0,0,0,0,0,0.41804,0,0,0,0,0,0,0,0,0.0051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0081,0.00668,0,0,0,0,0,0,0,0,0,0,0,0.00411,0,0,0,0,0,0,0,0,0.00165,0,0
Prevotella_corporis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03113,0,0,0,0,0,0,0.00611,0,0,0.00433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00627,0,0,0,0,0,0,0,0,0,0,0,0,0.01994,0,0,0.03678,0.0881,0.10479,0.10455,0,0,0,0,0,0,0.00687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03945,0,0,0,0,0,0,0,0,0,0,0,0
Harryflintia_acetispora,0,0,0,0.02095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18062,0,0,0,0,0,0,0.00427,0.10449,0.0362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02061,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00946,0,0,0.06319,0,0,0,0
Pediococcus_acidilactici,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atopobium_rimae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03853,0,0,0,0,0,0,0,0.00088,0,0,0,0,0,0,0,0,0,0,0,0,0.01004,0,0,0,0,0,0,0.00286,0.32533,0,0,0,0,0,0.00264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03759,0,0,0,0,0.0054,0,0,0,0,0.00178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00439,0,0
Enterococcus_faecium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09702,0,0,0,0,0,0.12445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactobacillus_rhamnosus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19143,0,0,0,0,0,0,0,0,0,0,0,0.09547,0.11902,0,0,0,0,0,0,0,0,0
Haemophilus_paraphrohaemolyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40299,0,0,0,0,0,0,0,0,0,0,0,0
Blautia_coccoides,0,0,0,0.00402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29973,0,0.00421,0,0,0,0,0,0.02348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06526,0,0,0,0
Parvimonas_micra,0,0,0,0,0,0,0,0,0.00998,0,0,0,0,0,0,0,0,0,0,0,0,0.01069,0,0,0,0,0,0,0,0,0,0,0,0.00059,0.00152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06266,0.04415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0767,0,0,0.14913,0,0,0,0,0,0,0,0.02467,0.00853,0,0,0,0,0,0,0,0,0,0,0.00118,0,0
Clostridium_ventriculi,0,0,0.00247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fretibacterium_fastidiosum,0.00242,0,0.01242,0,0.00357,0.00423,0,0,0.00157,0.00533,0.00404,0,0,0,0,0,0,0,0,0.0085,0,0.04936,0.00334,0,0.00256,0.01664,0,0,0.00469,0,0,0,0,0,0.00174,0,0,0.0022,0.0024,0,0,0,0,0,0,0.00213,0.0046,0.0032,0.0081,0,0,0.002,0.01033,0.00695,0.01678,0.00363,0.00529,0,0,0,0,0,0.00716,0.00377,0,0,0,0,0,0,0.00249,0.01151,0.02116,0,0.00652,0.01221,0.06594,0.00272,0.00332,0,0.00205,0.00455,0,0.02078,0.00266,0,0,0,0,0.00251,0.00848,0.00261,0.00246,0,0.00238,0.00163,0,0
Tyzzerella_nexilis,0,0,0,0.00462,0,0,0,0,0,0,0.04033,0,0,0,0,0,0,0.00226,0,0,0.00167,0.01957,0,0,0,0,0.12946,0,0,0,0,0,0.00123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00408,0.02274,0,0,0,0.00386,0.00382,0,0,0,0,0,0,0,0,0,0,0.028,0,0,0,0.07388,0,0,0,0,0.00534,0,0,0,0,0,0.00734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Porphyromonas_asaccharolytica,0,0,0.00871,0,0,0,0,0,0.01896,0,0.02745,0,0,0.00055,0,0,0,0,0,0.01915,0,0.04311,0,0.00237,0,0,0.00188,0,0,0,0,0,0,0,0,0,0,0,0.00872,0.00672,0,0,0,0,0,0,0,0.00048,0,0,0,0,0,0.00033,0.00883,0.02241,0.00131,0.05962,0,0,0,0,0,0,0,0,0,0.00501,0,0,0,0.01324,0.02993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00902,0
Roseburia_sp_CAG_182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05852,0,0,0,0,0,0,0.00886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00721,0.12696,0,0,0,0,0,0,0,0,0,0,0,0,0.05877,0.02746,0,0,0,0,0,0,0,0,0,0,0,0,0
Cutibacterium_acnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2761,0.0116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactobacillus_reuteri,0,0.00469,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptococcus_vestibularis,0.00433,0,0,0,0,0,0,0,0,0,0.01018,0,0,0,0,0.00487,0,0.00623,0,0,0,0.04782,0,0.02262,0,0,0,0,0,0,0,0,0,0,0,0,0.0133,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024,0,0,0,0.05087,0,0.07136,0,0,0,0,0,0,0,0,0,0.00607,0,0.00435,0,0,0,0,0,0,0,0,0,0,0.00693,0.01423,0,0,0,0,0,0,0.00935,0,0,0,0,0,0,0,0,0,0
Klebsiella_pneumoniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194,0,0.02424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05185,0.01108,0,0,0,0,0,0,0,0,0,0,0,0,0.01491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14806,0,0,0,0,0,0,0,0,0,0,0
Clostridium_celatum,0,0,0,0,0,0,0,0,0,0,0.01846,0,0,0.00235,0,0,0.00501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02116,0,0,0,0,0,0,0,0.01043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01526,0,0.03987,0.00567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pyramidobacter_piscolens,0,0,0,0,0,0,0,0.0416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09955,0.07029,0,0,0,0.00435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04238,0,0,0,0
Enterobacter_cloacae_complex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02369,0,0,0,0,0,0.01194,0.20967,0,0,0,0,0,0,0.01186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blautia_hansenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07014,0.01686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruminococcus_sp_CAG_403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06459,0,0.16151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prevotella_timonensis,0.0268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103,0,0.00792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00303,0.0015,0,0,0,0,0,0,0,0,0.18345,0,0,0,0,0,0.00767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00396,0,0
Gemella_morbillorum,0,0.00121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02295,0,0,0,0.00232,0.00225,0,0.00154,0,0,0.00536,0,0,0,0,0,0,0,0.03862,0.00875,0.06316,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02975,0,0,0,0.01472,0,0,0,0,0,0,0,0,0.00555,0.00381,0,0,0,0,0.01878,0.00395,0.00216,0,0,0,0,0,0,0,0.00656,0,0
Atopobium_parvulum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05026,0,0,0,0,0,0.04224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02208,0,0
Firmicutes_bacterium_CAG_94,0.01512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00721,0,0,0,0,0,0,0.09017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08146,0,0,0,0,0,0,0
Coprobacter_secundus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09294,0,0,0,0,0
Olsenella_profusa,0,0.00488,0,0,0,0,0,0,0.00307,0,0.00467,0,0.0003,0.00607,0,0.00575,0,0.00449,0,0.0035,0.00207,0.00587,0.00111,0.0077,0,0,0.00449,0.00367,0.0031,0,0.00443,0,0.0024,0,0,0,0.00152,0.00113,0.00509,0,0,0,0,0,0,0,0,0.00051,0,0,0.00101,0,0,0.00078,0,0,0,0.00311,0.00254,0.00212,0,0,0,0.00532,0,0,0,0.00385,0.00626,0,0,0.00645,0,0,0.00362,0.01145,0.00446,0,0.00081,0.00095,0.00392,0,0,0,0,0.00507,0.0048,0.0002,0.00258,0.00255,0.00667,0.04118,0,0.00249,0.00206,0.00746,0.00653,0
Prevotella_sp_CAG_279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02549,0.15129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Citrobacter_pasteurii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17236
Eubacterium_callanderi,0,0.06383,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03142,0,0,0,0,0,0,0.01371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lactobacillus_animalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thermoleophilum_album,0.00314,0,0,0.00137,0,0.00276,0,0,0.0019,0.00191,0.00121,0,0,0,0,0.00236,0,0,0,0,0.00499,0.0027,0.00111,0.0014,0,0.00353,0.00196,0.00229,0,0,0,0,0.0021,0.00107,0.00116,0.0032,0,0,0.00298,0.00142,0,0,0,0.00384,0.05332,0.00154,0,0,0,0,0,0,0.00167,0.00438,0.0035,0,0,0.00151,0,0,0,0,0,0.00491,0.00211,0.00304,0,0,0,0,0,0,0,0,0.00283,0.00323,0.00806,0,0.00112,0.00378,0,0,0,0.00362,0.00347,0.00209,0.00549,0.00084,0,0.00333,0.00554,0.00317,0,0,0.01466,0.00215,0.00155,0
Streptococcus_sp_A12,0,0,0,0,0,0,0,0,0,0,0.00067,0,0.00398,0.00989,0,0.00416,0.0126,0.00591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01179,0,0.09168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00746,0,0.00571,0,0,0,0.0049,0,0.00186,0.01467,0,0,0,0,0.00146,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0.00323,0,0,0,0,0,0
Eubacterium_brachy,0,0,0,0,0,0.03697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01513,0,0,0,0,0,0,0,0.0041,0,0,0.00333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02679,0,0,0,0,0,0,0,0,0.00507,0.00971,0,0,0.02475,0.04874,0,0,0,0,0,0,0,0,0,0,0.01391,0,0
Butyricimonas_synergistica,0,0,0,0,0.0509,0,0,0,0.02513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01226,0,0,0,0,0,0,0,0.02422,0.0723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cronobacter_sakazakii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abiotrophia_sp_HMSC24B09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00348,0,0.08625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dialister_pneumosintes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dichotomicrobium_thermohalophilum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01758,0,0,0,0,0,0,0,0,0,0,0,0,0.04889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paludisphaera_borealis,0.00116,0.00309,0,0,0,0,0,0,0.00143,0,0.00085,0,0.00085,0.00183,0,0.00274,0,0,0,0.00134,0,0.00299,0.00306,0,0.0012,0.00122,0,0.00162,0.00306,0,0,0,0,0.00079,0.00081,0,0.00198,0,0,0.00103,0,0,0,0,0.01059,0.00111,0.00209,0.00143,0.0009,0,0,0,0,0,0,0.00089,0,0.00058,0.00153,0,0,0,0,0,0.00292,0.00076,0,0,0.00154,0.018,0.00107,0.00194,0,0,0.00069,0.00121,0.0045,0,0,0,0,0,0.04063,0,0,0.00148,0.00088,0.00116,0.00058,0.00615,0.02029,0,0,0,0.00587,0.00083,0.00319,0
Actinobaculum_sp_oral_taxon_183,0,0.00254,0,0,0,0,0,0,0.03473,0,0,0,0,0,0,0.00539,0,0,0,0,0.03646,0,0,0,0,0,0,0,0,0,0,0,0.00095,0,0,0.01575,0.0269,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00849,0,0,0,0,0,0,0.00168,0,0,0,0,0,0,0,0,0,0,0.01035,0,0,0,0,0.00251,0.00639,0,0,0,0,0,0,0,0,0,0,0,0.00052,0,0,0,0,0,0,0,0.0064,0,0.00389,0
Streptococcus_sp_F0442,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00802,0,0.00293,0,0,0,0,0.01191,0.00639,0,0,0,0,0.00811,0,0,0,0,0,0,0,0,0.00423,0.03113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01505,0.01484,0,0,0,0,0,0,0,0.00341,0,0,0,0,0,0,0,0,0,0,0.03255,0.01706,0,0,0,0,0,0,0,0,0.00327,0,0
Actinomyces_sp_HPA0247,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00283,0,0.0237,0,0,0,0,0,0,0,0.00145,0,0,0,0.00986,0,0,0,0,0,0,0.01431,0.0012,0.00303,0,0,0,0,0,0.01136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01076,0.02322,0,0,0.00796,0.00695,0,0,0,0,0,0,0,0.00294,0,0.00565,0,0,0,0.02588,0,0,0
Streptococcus_anginosus_group,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00877,0,0,0,0,0,0.06882,0,0,0,0,0,0,0,0,0,0,0,0,0.03262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01251,0.00087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fusobacterium_nucleatum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00176,0,0,0,0,0.00226,0,0,0,0,0,0,0,0,0,0.12492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01489,0.00382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteroides_sp_CAG_144,0,0,0,0,0,0.14352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Veillonella_sp_T11011_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00133,0,0,0,0,0,0,0.00221,0,0,0,0,0,0,0,0,0.00145,0,0,0,0,0,0.08964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01089,0,0,0,0,0,0,0,0,0.0227,0,0,0,0,0,0,0,0,0,0,0,0,0.0013,0.00389,0,0,0,0,0,0,0,0,0,0,0.00524,0,0,0,0,0,0,0,0,0,0,0,0
Anaerofustis_stercorihominis,0.00047,0,0,0.01457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00095,0,0,0,0,0.01976,0,0,0,0,0,0,0.03295,0,0,0.00797,0.0316,0,0,0,0,0.01004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00649,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00413,0,0,0,0.008,0,0,0,0,0,0,0,0,0
